
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          8180.42
     60          1355.7
     69          3767.23
     79          3926
     90          4804.33
     103         5714.08
     118         6489.67
     135         6907.18
     155         6981.16
     176         7268.78
     200         7130.04
     230         7515.48
     264         9558.6
     300         11410.5
     345         12642
     396         13578.1
     455         12360.3
     523         13074.9
     600         13978.8
     690         13437.9
     793         13952.6
     912         14034.3
     1048        14126.9
     1200        14198
     1380        14167.3
     1587        14035.3
     1825        14273.7
     2100        14483
     2415        14327.3
     2777        14520
     3193        14005
     3672        14681.4
     4222        14538.2
     4855        14040.6
     5583        14487
     6420        14754.5
     7000        14812.8
