
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         1113.03
     455         1126.9
     500         2272.29
     550         3115.32
     605         3149.8
     665         3287.97
     731         4155.36
     804         4584.74
     884         5500.02
     972         5806.59
     1069        4979.05
     1175        5822.65
     1292        4759.07
     1421        4992.82
     1563        3932.01
     1719        3061.25
     1890        2288.47
     2079        2256.28
     2286        2229.98
     2514        2011
     2765        2167.12
     3041        2044.97
     3345        2057.83
     3679        2082.79
     4046        2096.91
     4450        2116.09
     4895        2039.41
     5384        2175.35
     5922        2106.94
     6514        2097.1
     7165        1335.95
     7881        2146.83
     8669        2111.85
     9535        1644.88
     10000       2155.11
