
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           111.243
     2           222.95
     3           333.568
     4           432.602
     5           502.72
     6           584.309
     7           690.066
     8           763.408
     9           805.145
     10          923.198
     11          1031.96
     12          1065.09
     13          1186.18
     14          1281.08
     15          1039.97
     16          1472.18
     17          1350.34
     18          1476.87
     19          1562.96
     20          1347.26
     22          1723.28
     24          1776.84
     26          1823.53
     28          1891.99
     30          2082.48
     33          2056.67
     36          2263.87
     39          2004.75
     42          2271.89
     46          2621.76
     50          2597.83
     55          2695.25
     60          2850.44
     66          2889.85
     72          3058.54
     79          3194.78
     86          3058.9
     94          3516.73
     103         3441.37
     113         3491.56
     124         3755.41
     136         3753.03
     149         3708.59
     163         3674.25
     179         4114.11
     196         4138.52
     215         4292.51
     236         4085.98
     259         2966.63
     284         4451.47
     312         4395.55
     343         4466.48
     377         4144.4
     414         4666.6
     455         4647.58
     500         4582.01
     550         4413.66
     605         4415.93
     665         4596.19
     731         4699.29
     804         4903.24
     884         5004.18
     972         5025.63
     1069        4823.01
     1175        4750.67
     1292        4114.15
     1421        2466.84
     1563        2069.11
     1719        1730.04
     1890        1738.44
     2079        1724.84
     2286        1613.05
     2514        1714.03
     2765        1605.87
     3041        1706.07
     3345        1738.33
     3679        1745.4
     4046        1743.41
     4450        1750.72
     4895        1666
     5384        1642.67
     5922        1713.71
     6514        1714.06
     7165        1419.58
     7881        1701.73
     8669        1468.83
     9535        1602.34
     10488       1197.28
     11536       1501.02
     12689       1480.66
     13957       1242.02
     15352       1172.39
     16887       1160.55
     18575       1128.05
     20432       1145.54
     22475       1099.43
     24722       1095.23
     27194       1090.12
     29913       1085.28
     32904       1083.45
     36194       1082.94
     39813       158.022
     43794       174.069
     48173       192.297
     52990       211.213
