
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           103.982
     2           213.264
     3           331
     4           417.322
     5           486.486
     6           596.257
     7           688.771
     8           793.264
     9           794.238
     10          911.153
     11          1002.19
     12          867.776
     13          1177.57
     14          1252.33
     15          1299
     16          1459.22
     17          1341.21
     18          1264.28
     19          1479.88
     20          1507.52
     22          1640.92
     24          1681.71
     26          1661.11
     28          1908.55
     30          1964.91
     33          2037.89
     36          2070.26
     39          2366.7
     42          2190.38
     46          2250.81
     50          2542.94
     55          2614.29
     60          2543.73
     66          2898.87
     72          2943.09
     79          3150.32
     86          3228.64
     94          3384.05
     103         3663.35
     113         3311.64
     124         3563.52
     136         3640.26
     149         3548.49
     163         3757.95
     179         3878.3
     196         3923.25
     215         3838.11
     236         4106.49
     259         3201.26
     284         4236.95
     312         4408.31
     343         4266.56
     377         4396.78
     414         4385.09
     455         4226.03
     500         4691.79
     550         4532.39
     605         4418.86
     665         4869.7
     731         4962.03
     804         4820.51
     884         4914.41
     972         4951.05
     1069        4593.23
     1175        5023.47
     1292        4423.74
     1421        2447.34
     1563        1994.42
     1719        1703.81
     1890        1614.67
     2079        1597.49
     2286        1616.01
     2514        1653.8
     2765        1672
     3041        1686.81
     3345        1691.35
     3679        1685.16
     4046        1623.63
     4450        1664.08
     4895        1649.93
     5384        1570.42
     5922        1585.18
     6514        1640.88
     7165        1351.05
     7881        1507.62
     8669        1449.17
     9535        1525.3
     10488       1358.82
     11536       1303.47
     12689       1402.88
     13957       1368.28
     15352       1128.5
     16887       1106.96
     18575       1101.9
     20432       1063.39
     22475       1050.74
     24722       1030.11
     27194       1057.53
     29913       1032.32
     32904       1032.74
     36194       1049.12
     39813       145.384
     43794       159.924
     48173       176.269
     52990       194.388
     58289       214.542
     64117       237.045
     70528       260.253
     77580       289.264
     85338       318.824
     93871       352.201
     103258      390.92
     113583      434.537
     124941      481.241
     137435      531.097
     151178      583.986
     166295      642.644
     182924      702.247
     201216      759.656
     221337      825.262
     243470      898.27
     267817      970.144
     294598      1049.16
     324057      1125.24
     356462      1202.59
     392108      1282.16
     431318      1365.07
     474449      1480.76
     521893      1596.57
     574082      1710.47
     631490      1825.91
     694639      1947.46
     764102      2058.33
     840512      2085.26
     924563      2086.16
     1017019     1995.68
     1118720     1779.56
     1230592     1692.04
     1353651     1578.52
     1489016     1404.76
     1637917     1248.88
     1801708     1177.05
     1981878     1092.88
     2180065     1262.4
     2398071     1174.69
     2637878     1141.55
     2901665     1243.51
     3191831     1066.81
     3511014     994.587
     3862115     1212.15
     4248326     1134.93
     4673158     1086.45
     5140474     1059.63
     5654521     1010.37
     6219973     1228.09
     6841970     1016.26
     7526167     1104.3
     8278784     1031.07
     9106663     1010.95
     10000000    1030.92
   N=1, steps=222384870
     Blaze       = 1        (2.13868)
   N=2, steps=222403320
     Blaze       = 1        (2.08571)
   N=3, steps=222474689
     Blaze       = 1        (2.01639)
   N=4, steps=222547863
     Blaze       = 1        (2.13311)
   N=5, steps=199685991
     Blaze       = 1        (2.05233)
   N=6, steps=199576121
     Blaze       = 1        (2.00829)
   N=7, steps=191544727
     Blaze       = 1        (1.94668)
   N=8, steps=199593386
     Blaze       = 1        (2.01288)
   N=9, steps=185566566
     Blaze       = 1        (2.10277)
   N=10, steps=185529139
     Blaze       = 1        (2.0362)
   N=11, steps=185511164
     Blaze       = 1        (2.03617)
   N=12, steps=185673306
     Blaze       = 1        (2.56757)
   N=13, steps=183155352
     Blaze       = 1        (2.02197)
   N=14, steps=144682398
     Blaze       = 1        (1.61743)
   N=15, steps=183183959
     Blaze       = 1        (2.11529)
   N=16, steps=183339430
     Blaze       = 1        (2.01027)
   N=17, steps=157822924
     Blaze       = 1        (2.00042)
   N=18, steps=164382612
     Blaze       = 1        (2.34037)
   N=19, steps=137449960
     Blaze       = 1        (1.7647)
   N=20, steps=164513852
     Blaze       = 1        (2.18257)
   N=22, steps=160048272
     Blaze       = 1        (2.14579)
   N=24, steps=154066387
     Blaze       = 1        (2.19871)
   N=26, steps=141425239
     Blaze       = 1        (2.21362)
   N=28, steps=125521630
     Blaze       = 1        (1.8415)
   N=30, steps=145468261
     Blaze       = 1        (2.22099)
   N=33, steps=122840274
     Blaze       = 1        (1.98918)
   N=36, steps=126810522
     Blaze       = 1        (2.20512)
   N=39, steps=129871167
     Blaze       = 1        (2.1401)
   N=42, steps=111880934
     Blaze       = 1        (2.14529)
   N=46, steps=117040429
     Blaze       = 1        (2.39197)
   N=50, steps=103571711
     Blaze       = 1        (2.03645)
   N=55, steps=103557308
     Blaze       = 1        (2.17866)
   N=60, steps=96461807
     Blaze       = 1        (2.27529)
   N=66, steps=89654732
     Blaze       = 1        (2.04121)
   N=72, steps=83524029
     Blaze       = 1        (2.04334)
   N=79, steps=86086188
     Blaze       = 1        (2.15877)
   N=86, steps=78868479
     Blaze       = 1        (2.10079)
   N=94, steps=74455849
     Blaze       = 1        (2.06819)
   N=103, steps=68538559
     Blaze       = 1        (1.92705)
   N=113, steps=61644451
     Blaze       = 1        (2.10343)
   N=124, steps=57726094
     Blaze       = 1        (2.0087)
   N=136, steps=52804372
     Blaze       = 1        (1.97277)
   N=149, steps=52987674
     Blaze       = 1        (2.22494)
   N=163, steps=48629473
     Blaze       = 1        (2.10929)
   N=179, steps=44524104
     Blaze       = 1        (2.05498)
   N=196, steps=43722203
     Blaze       = 1        (2.1843)
   N=215, steps=39427743
     Blaze       = 1        (2.20863)
   N=236, steps=37282046
     Blaze       = 1        (2.1426)
   N=259, steps=26274327
     Blaze       = 1        (2.12574)
   N=284, steps=31608388
     Blaze       = 1        (2.11869)
   N=312, steps=27947305
     Blaze       = 1        (1.97798)
   N=343, steps=25472977
     Blaze       = 1        (2.04784)
   N=377, steps=24633102
     Blaze       = 1        (2.11216)
   N=414, steps=21252530
     Blaze       = 1        (2.00647)
   N=455, steps=20818391
     Blaze       = 1        (2.24143)
   N=500, steps=19204877
     Blaze       = 1        (2.04665)
   N=550, steps=16954019
     Blaze       = 1        (2.05735)
   N=605, steps=15941015
     Blaze       = 1        (2.18253)
   N=665, steps=13880608
     Blaze       = 1        (1.89552)
   N=731, steps=13044583
     Blaze       = 1        (1.92171)
   N=804, steps=12345411
     Blaze       = 1        (2.05906)
   N=884, steps=11289424
     Blaze       = 1        (2.03073)
   N=972, steps=10221335
     Blaze       = 1        (2.00667)
   N=1069, steps=9585758
     Blaze       = 1        (2.23093)
   N=1175, steps=8832979
     Blaze       = 1        (2.06605)
   N=1292, steps=3940933
     Blaze       = 1        (1.15099)
   N=1421, steps=3598481
     Blaze       = 1        (2.08939)
   N=1563, steps=2216806
     Blaze       = 1        (1.73728)
   N=1719, steps=1906121
     Blaze       = 1        (1.92312)
   N=1890, steps=1822361
     Blaze       = 1        (2.1331)
   N=2079, steps=1631557
     Blaze       = 1        (2.12333)
   N=2286, steps=1440755
     Blaze       = 1        (2.03809)
   N=2514, steps=1380326
     Blaze       = 1        (2.09829)
   N=2765, steps=1204784
     Blaze       = 1        (1.99237)
   N=3041, steps=1124710
     Blaze       = 1        (2.02764)
   N=3345, steps=1029044
