benchmark,matrix_size,num_threads,block_size,chunk_size,mflops
dmatdmatadd,912,4,1-1024,5,2214.55
dmatdmatadd,1048,4,1-1024,5,1339.77
dmatdmatadd,1200,4,1-1024,5,997.737
dmatdmatadd,1380,4,1-1024,5,909.866
dmatdmatadd,1587,4,1-1024,5,885.103
dmatdmatadd,1825,4,1-1024,5,861.44
dmatdmatadd,2100,4,1-1024,5,863.339
dmatdmatadd,2415,4,1-1024,5,865.451
dmatdmatadd,2777,4,1-1024,5,866.975
dmatdmatadd,3193,4,1-1024,5,869.343
dmatdmatadd,3672,4,1-1024,5,871.857
dmatdmatadd,4222,4,1-1024,5,872.403
dmatdmatadd,4855,4,1-1024,5,874.077
dmatdmatadd,5583,4,1-1024,5,874.714
dmatdmatadd,6420,4,1-1024,5,875.214
dmatdmatadd,7000,4,1-1024,5,875.239
dmatdmatadd,1,4,1-1024,10,87.6332
dmatdmatadd,2,4,1-1024,10,282.387
dmatdmatadd,3,4,1-1024,10,547.479
dmatdmatadd,4,4,1-1024,10,839.595
dmatdmatadd,5,4,1-1024,10,868.982
dmatdmatadd,6,4,1-1024,10,1172.76
dmatdmatadd,7,4,1-1024,10,1411.13
dmatdmatadd,8,4,1-1024,10,1661.86
dmatdmatadd,9,4,1-1024,10,1494.37
dmatdmatadd,10,4,1-1024,10,1683.48
dmatdmatadd,11,4,1-1024,10,1869.74
dmatdmatadd,12,4,1-1024,10,2067.1
dmatdmatadd,13,4,1-1024,10,1910.3
dmatdmatadd,14,4,1-1024,10,1660.66
dmatdmatadd,16,4,1-1024,10,1882.04
dmatdmatadd,18,4,1-1024,10,2324.29
dmatdmatadd,20,4,1-1024,10,2108.06
dmatdmatadd,23,4,1-1024,10,2282.96
dmatdmatadd,26,4,1-1024,10,2178.8
dmatdmatadd,30,4,1-1024,10,2273.03
dmatdmatadd,34,4,1-1024,10,2341.57
dmatdmatadd,39,4,1-1024,10,1512.52
dmatdmatadd,45,4,1-1024,10,1509.55
dmatdmatadd,52,4,1-1024,10,1588.96
dmatdmatadd,60,4,1-1024,10,1499.8
dmatdmatadd,69,4,1-1024,10,1531.49
dmatdmatadd,79,4,1-1024,10,1651.42
dmatdmatadd,90,4,1-1024,10,1539.27
dmatdmatadd,103,4,1-1024,10,1489.75
dmatdmatadd,118,4,1-1024,10,1381.7
dmatdmatadd,135,4,1-1024,10,1124.83
dmatdmatadd,155,4,1-1024,10,1079.69
dmatdmatadd,176,4,1-1024,10,1059.32
dmatdmatadd,200,4,1-1024,10,985.48
dmatdmatadd,230,4,1-1024,10,1186.64
dmatdmatadd,264,4,1-1024,10,1416.75
dmatdmatadd,300,4,1-1024,10,1636.28
dmatdmatadd,345,4,1-1024,10,1871.75
dmatdmatadd,396,4,1-1024,10,2148.26
dmatdmatadd,455,4,1-1024,10,2363.61
dmatdmatadd,523,4,1-1024,10,2576.05
dmatdmatadd,600,4,1-1024,10,2763.33
dmatdmatadd,690,4,1-1024,10,2902.86
dmatdmatadd,793,4,1-1024,10,2867.42
dmatdmatadd,912,4,1-1024,10,2283.82
dmatdmatadd,1048,4,1-1024,10,1324.81
dmatdmatadd,1200,4,1-1024,10,995.936
dmatdmatadd,1380,4,1-1024,10,905.491
dmatdmatadd,1587,4,1-1024,10,881.961
dmatdmatadd,1825,4,1-1024,10,861.952
dmatdmatadd,2100,4,1-1024,10,861.814
dmatdmatadd,2415,4,1-1024,10,864.908
dmatdmatadd,2777,4,1-1024,10,867.544
dmatdmatadd,3193,4,1-1024,10,869.133
dmatdmatadd,3672,4,1-1024,10,871.603
dmatdmatadd,4222,4,1-1024,10,871.996
dmatdmatadd,4855,4,1-1024,10,873.983
dmatdmatadd,5583,4,1-1024,10,874.349
dmatdmatadd,6420,4,1-1024,10,875.01
dmatdmatadd,7000,4,1-1024,10,875.256
dmatdmatadd,1,4,1-1024,15,87.6303
dmatdmatadd,2,4,1-1024,15,281.574
dmatdmatadd,3,4,1-1024,15,546.563
dmatdmatadd,4,4,1-1024,15,835.724
dmatdmatadd,5,4,1-1024,15,928.572
dmatdmatadd,6,4,1-1024,15,1172.15
dmatdmatadd,7,4,1-1024,15,1417.48
dmatdmatadd,8,4,1-1024,15,1661.95
dmatdmatadd,9,4,1-1024,15,1494.12
dmatdmatadd,10,4,1-1024,15,1680.96
dmatdmatadd,11,4,1-1024,15,1864.44
dmatdmatadd,12,4,1-1024,15,2051.16
dmatdmatadd,13,4,1-1024,15,1484.61
dmatdmatadd,14,4,1-1024,15,1579.81
dmatdmatadd,16,4,1-1024,15,1599.62
dmatdmatadd,18,4,1-1024,15,1605.76
dmatdmatadd,20,4,1-1024,15,2161.49
dmatdmatadd,23,4,1-1024,15,2174.21
dmatdmatadd,26,4,1-1024,15,2203.21
dmatdmatadd,30,4,1-1024,15,2340.79
dmatdmatadd,34,4,1-1024,15,2351.18
dmatdmatadd,39,4,1-1024,15,1526.23
dmatdmatadd,45,4,1-1024,15,1493.23
dmatdmatadd,52,4,1-1024,15,1590.88
dmatdmatadd,60,4,1-1024,15,1487.34
dmatdmatadd,69,4,1-1024,15,1531.88
dmatdmatadd,79,4,1-1024,15,1649.17
dmatdmatadd,90,4,1-1024,15,1537.04
dmatdmatadd,103,4,1-1024,15,1450.37
dmatdmatadd,118,4,1-1024,15,1168.69
dmatdmatadd,135,4,1-1024,15,1162.68
dmatdmatadd,155,4,1-1024,15,1104.81
dmatdmatadd,176,4,1-1024,15,1053.53
dmatdmatadd,200,4,1-1024,15,1057.18
dmatdmatadd,230,4,1-1024,15,1214.0
dmatdmatadd,264,4,1-1024,15,1443.67
dmatdmatadd,300,4,1-1024,15,1663.23
dmatdmatadd,345,4,1-1024,15,1896.51
dmatdmatadd,396,4,1-1024,15,2161.63
dmatdmatadd,455,4,1-1024,15,2380.69
dmatdmatadd,523,4,1-1024,15,2590.35
dmatdmatadd,600,4,1-1024,15,2775.13
dmatdmatadd,690,4,1-1024,15,2909.6
dmatdmatadd,793,4,1-1024,15,2882.07
dmatdmatadd,912,4,1-1024,15,2295.92
dmatdmatadd,1048,4,1-1024,15,1324.06
dmatdmatadd,1200,4,1-1024,15,989.62
dmatdmatadd,1380,4,1-1024,15,901.311
dmatdmatadd,1587,4,1-1024,15,877.715
dmatdmatadd,1825,4,1-1024,15,860.75
dmatdmatadd,2100,4,1-1024,15,862.815
dmatdmatadd,2415,4,1-1024,15,865.417
dmatdmatadd,2777,4,1-1024,15,867.717
dmatdmatadd,3193,4,1-1024,15,869.212
dmatdmatadd,3672,4,1-1024,15,872.483
dmatdmatadd,4222,4,1-1024,15,872.254
dmatdmatadd,4855,4,1-1024,15,874.178
dmatdmatadd,5583,4,1-1024,15,874.929
dmatdmatadd,6420,4,1-1024,15,875.95
dmatdmatadd,7000,4,1-1024,15,876.01
dmatdmatadd,1,4,1-1024,20,87.6649
dmatdmatadd,2,4,1-1024,20,281.799
dmatdmatadd,3,4,1-1024,20,546.623
dmatdmatadd,4,4,1-1024,20,840.478
dmatdmatadd,5,4,1-1024,20,909.2
dmatdmatadd,6,4,1-1024,20,1171.63
dmatdmatadd,7,4,1-1024,20,1401.91
dmatdmatadd,8,4,1-1024,20,1647.72
dmatdmatadd,9,4,1-1024,20,1495.4
dmatdmatadd,10,4,1-1024,20,1680.86
dmatdmatadd,11,4,1-1024,20,1864.71
dmatdmatadd,12,4,1-1024,20,2054.69
dmatdmatadd,13,4,1-1024,20,1545.04
dmatdmatadd,14,4,1-1024,20,1653.63
dmatdmatadd,16,4,1-1024,20,1919.45
dmatdmatadd,18,4,1-1024,20,1924.59
dmatdmatadd,20,4,1-1024,20,2486.96
dmatdmatadd,23,4,1-1024,20,2215.27
dmatdmatadd,26,4,1-1024,20,2189.74
dmatdmatadd,30,4,1-1024,20,2303.43
dmatdmatadd,34,4,1-1024,20,2323.85
dmatdmatadd,39,4,1-1024,20,1470.27
dmatdmatadd,45,4,1-1024,20,1513.94
dmatdmatadd,52,4,1-1024,20,1588.53
dmatdmatadd,60,4,1-1024,20,1483.86
dmatdmatadd,69,4,1-1024,20,1537.84
dmatdmatadd,79,4,1-1024,20,1619.66
dmatdmatadd,90,4,1-1024,20,1494.12
dmatdmatadd,103,4,1-1024,20,1461.0
dmatdmatadd,118,4,1-1024,20,1361.86
dmatdmatadd,135,4,1-1024,20,1130.72
dmatdmatadd,155,4,1-1024,20,1081.9
dmatdmatadd,176,4,1-1024,20,1063.98
dmatdmatadd,200,4,1-1024,20,1195.74
dmatdmatadd,230,4,1-1024,20,1352.68
dmatdmatadd,264,4,1-1024,20,1490.74
dmatdmatadd,300,4,1-1024,20,1721.35
dmatdmatadd,345,4,1-1024,20,1889.62
dmatdmatadd,396,4,1-1024,20,2161.09
dmatdmatadd,455,4,1-1024,20,2370.79
dmatdmatadd,523,4,1-1024,20,2587.14
dmatdmatadd,600,4,1-1024,20,2767.51
dmatdmatadd,690,4,1-1024,20,2895.71
dmatdmatadd,793,4,1-1024,20,2861.79
dmatdmatadd,912,4,1-1024,20,2309.1
dmatdmatadd,1048,4,1-1024,20,1328.81
dmatdmatadd,1200,4,1-1024,20,994.299
dmatdmatadd,1380,4,1-1024,20,905.662
dmatdmatadd,1587,4,1-1024,20,885.231
dmatdmatadd,1825,4,1-1024,20,865.974
dmatdmatadd,2100,4,1-1024,20,862.095
dmatdmatadd,2415,4,1-1024,20,863.584
dmatdmatadd,2777,4,1-1024,20,866.008
dmatdmatadd,3193,4,1-1024,20,869.107
dmatdmatadd,3672,4,1-1024,20,871.656
dmatdmatadd,4222,4,1-1024,20,871.547
dmatdmatadd,4855,4,1-1024,20,874.075
dmatdmatadd,5583,4,1-1024,20,874.536
dmatdmatadd,6420,4,1-1024,20,875.411
dmatdmatadd,7000,4,1-1024,20,875.868
dmatdmatadd,1,4,1-128,1,87.6402
dmatdmatadd,2,4,1-128,1,281.475
dmatdmatadd,3,4,1-128,1,546.04
dmatdmatadd,4,4,1-128,1,836.011
dmatdmatadd,5,4,1-128,1,932.684
dmatdmatadd,6,4,1-128,1,1171.47
dmatdmatadd,7,4,1-128,1,923.158
dmatdmatadd,8,4,1-128,1,1662.43
dmatdmatadd,9,4,1-128,1,1272.34
dmatdmatadd,10,4,1-128,1,1688.84
dmatdmatadd,11,4,1-128,1,1867.28
dmatdmatadd,12,4,1-128,1,2061.16
dmatdmatadd,13,4,1-128,1,1535.26
dmatdmatadd,14,4,1-128,1,1643.9
dmatdmatadd,16,4,1-128,1,1929.47
dmatdmatadd,18,4,1-128,1,1913.98
dmatdmatadd,20,4,1-128,1,2141.02
dmatdmatadd,23,4,1-128,1,2311.4
dmatdmatadd,26,4,1-128,1,2158.26
dmatdmatadd,30,4,1-128,1,2268.29
dmatdmatadd,34,4,1-128,1,2302.75
dmatdmatadd,39,4,1-128,1,1419.35
dmatdmatadd,45,4,1-128,1,1516.83
dmatdmatadd,52,4,1-128,1,1590.09
dmatdmatadd,60,4,1-128,1,1493.56
dmatdmatadd,69,4,1-128,1,1532.35
dmatdmatadd,79,4,1-128,1,1650.56
dmatdmatadd,90,4,1-128,1,1567.37
dmatdmatadd,103,4,1-128,1,1490.86
dmatdmatadd,118,4,1-128,1,1298.04
dmatdmatadd,135,4,1-128,1,1129.71
dmatdmatadd,155,4,1-128,1,1075.2
dmatdmatadd,176,4,1-128,1,1060.19
dmatdmatadd,200,4,1-128,1,944.475
dmatdmatadd,230,4,1-128,1,1153.76
dmatdmatadd,264,4,1-128,1,1314.81
dmatdmatadd,300,4,1-128,1,1542.82
dmatdmatadd,345,4,1-128,1,1768.67
dmatdmatadd,396,4,1-128,1,1930.71
dmatdmatadd,455,4,1-128,1,2158.21
dmatdmatadd,523,4,1-128,1,2265.96
dmatdmatadd,600,4,1-128,1,2470.74
dmatdmatadd,690,4,1-128,1,2575.67
dmatdmatadd,793,4,1-128,1,2531.89
dmatdmatadd,912,4,1-128,1,2062.09
dmatdmatadd,1048,4,1-128,1,1296.9
dmatdmatadd,1200,4,1-128,1,977.054
dmatdmatadd,1380,4,1-128,1,900.306
dmatdmatadd,1587,4,1-128,1,881.92
dmatdmatadd,1825,4,1-128,1,857.622
dmatdmatadd,2100,4,1-128,1,850.385
dmatdmatadd,2415,4,1-128,1,854.993
dmatdmatadd,2777,4,1-128,1,855.954
dmatdmatadd,3193,4,1-128,1,858.076
dmatdmatadd,3672,4,1-128,1,860.78
dmatdmatadd,4222,4,1-128,1,855.112
dmatdmatadd,4855,4,1-128,1,863.095
dmatdmatadd,5583,4,1-128,1,863.504
dmatdmatadd,6420,4,1-128,1,864.148
dmatdmatadd,7000,4,1-128,1,865.045
dmatdmatadd,1,4,1-128,5,87.642
dmatdmatadd,2,4,1-128,5,283.148
dmatdmatadd,3,4,1-128,5,548.166
dmatdmatadd,4,4,1-128,5,840.172
dmatdmatadd,5,4,1-128,5,933.702
dmatdmatadd,6,4,1-128,5,1171.57
dmatdmatadd,7,4,1-128,5,1272.4
dmatdmatadd,8,4,1-128,5,1664.64
dmatdmatadd,9,4,1-128,5,1496.88
dmatdmatadd,10,4,1-128,5,1689.16
dmatdmatadd,11,4,1-128,5,1871.16
dmatdmatadd,12,4,1-128,5,2068.47
dmatdmatadd,13,4,1-128,5,1480.93
dmatdmatadd,14,4,1-128,5,1638.65
dmatdmatadd,16,4,1-128,5,1903.86
dmatdmatadd,18,4,1-128,5,2324.23
dmatdmatadd,20,4,1-128,5,2161.05
dmatdmatadd,23,4,1-128,5,2162.93
dmatdmatadd,26,4,1-128,5,2198.66
dmatdmatadd,30,4,1-128,5,2320.76
dmatdmatadd,34,4,1-128,5,2335.27
dmatdmatadd,39,4,1-128,5,1521.43
dmatdmatadd,45,4,1-128,5,1512.68
dmatdmatadd,52,4,1-128,5,1599.76
dmatdmatadd,60,4,1-128,5,1498.44
dmatdmatadd,69,4,1-128,5,1534.63
dmatdmatadd,79,4,1-128,5,1656.03
dmatdmatadd,90,4,1-128,5,1555.64
dmatdmatadd,103,4,1-128,5,1530.85
dmatdmatadd,118,4,1-128,5,1402.86
dmatdmatadd,135,4,1-128,5,1075.1
dmatdmatadd,155,4,1-128,5,1066.95
dmatdmatadd,176,4,1-128,5,1056.16
dmatdmatadd,200,4,1-128,5,944.68
dmatdmatadd,230,4,1-128,5,1131.76
dmatdmatadd,264,4,1-128,5,1301.58
dmatdmatadd,300,4,1-128,5,1526.87
dmatdmatadd,345,4,1-128,5,1728.82
dmatdmatadd,396,4,1-128,5,1902.37
dmatdmatadd,455,4,1-128,5,2116.92
dmatdmatadd,523,4,1-128,5,2244.98
dmatdmatadd,600,4,1-128,5,2457.33
dmatdmatadd,690,4,1-128,5,2578.01
dmatdmatadd,793,4,1-128,5,2498.31
dmatdmatadd,912,4,1-128,5,2064.03
dmatdmatadd,1048,4,1-128,5,1294.45
dmatdmatadd,1200,4,1-128,5,982.495
dmatdmatadd,1380,4,1-128,5,897.416
dmatdmatadd,1587,4,1-128,5,881.984
dmatdmatadd,1825,4,1-128,5,845.43
dmatdmatadd,2100,4,1-128,5,851.008
dmatdmatadd,2415,4,1-128,5,853.658
dmatdmatadd,2777,4,1-128,5,855.796
dmatdmatadd,3193,4,1-128,5,857.675
dmatdmatadd,3672,4,1-128,5,859.552
dmatdmatadd,4222,4,1-128,5,855.396
dmatdmatadd,4855,4,1-128,5,861.45
dmatdmatadd,5583,4,1-128,5,863.099
dmatdmatadd,6420,4,1-128,5,864.057
dmatdmatadd,7000,4,1-128,5,864.402
dmatdmatadd,1,4,1-128,10,87.6593
dmatdmatadd,2,4,1-128,10,283.742
dmatdmatadd,3,4,1-128,10,549.949
dmatdmatadd,4,4,1-128,10,840.831
dmatdmatadd,5,4,1-128,10,930.724
dmatdmatadd,6,4,1-128,10,1171.58
dmatdmatadd,7,4,1-128,10,1415.14
dmatdmatadd,8,4,1-128,10,1224.91
dmatdmatadd,9,4,1-128,10,1450.13
dmatdmatadd,10,4,1-128,10,1471.9
dmatdmatadd,11,4,1-128,10,1861.29
dmatdmatadd,12,4,1-128,10,2060.99
dmatdmatadd,13,4,1-128,10,1939.94
dmatdmatadd,14,4,1-128,10,2101.91
dmatdmatadd,16,4,1-128,10,1903.84
dmatdmatadd,18,4,1-128,10,2324.1
dmatdmatadd,20,4,1-128,10,2161.12
dmatdmatadd,23,4,1-128,10,2162.87
dmatdmatadd,26,4,1-128,10,2200.91
dmatdmatadd,30,4,1-128,10,2313.04
dmatdmatadd,34,4,1-128,10,2326.77
dmatdmatadd,39,4,1-128,10,1522.59
dmatdmatadd,45,4,1-128,10,1501.78
dmatdmatadd,52,4,1-128,10,1596.56
dmatdmatadd,60,4,1-128,10,1493.17
dmatdmatadd,69,4,1-128,10,1532.36
dmatdmatadd,79,4,1-128,10,1655.71
dmatdmatadd,90,4,1-128,10,1531.02
dmatdmatadd,103,4,1-128,10,1457.53
dmatdmatadd,118,4,1-128,10,1304.84
dmatdmatadd,135,4,1-128,10,1158.54
dmatdmatadd,155,4,1-128,10,1077.07
dmatdmatadd,176,4,1-128,10,1055.44
dmatdmatadd,200,4,1-128,10,960.814
dmatdmatadd,230,4,1-128,10,1159.84
dmatdmatadd,264,4,1-128,10,1318.55
dmatdmatadd,300,4,1-128,10,1545.69
dmatdmatadd,345,4,1-128,10,1751.5
dmatdmatadd,396,4,1-128,10,1933.48
dmatdmatadd,455,4,1-128,10,2163.48
dmatdmatadd,523,4,1-128,10,2270.9
dmatdmatadd,600,4,1-128,10,2498.06
dmatdmatadd,690,4,1-128,10,2582.88
dmatdmatadd,793,4,1-128,10,2531.64
dmatdmatadd,912,4,1-128,10,2043.15
dmatdmatadd,1048,4,1-128,10,1283.61
dmatdmatadd,1200,4,1-128,10,989.637
dmatdmatadd,1380,4,1-128,10,899.636
dmatdmatadd,1587,4,1-128,10,877.551
dmatdmatadd,1825,4,1-128,10,851.983
dmatdmatadd,2100,4,1-128,10,851.535
dmatdmatadd,2415,4,1-128,10,854.038
dmatdmatadd,2777,4,1-128,10,856.795
dmatdmatadd,3193,4,1-128,10,859.118
dmatdmatadd,3672,4,1-128,10,861.194
dmatdmatadd,4222,4,1-128,10,855.864
dmatdmatadd,4855,4,1-128,10,863.555
dmatdmatadd,5583,4,1-128,10,863.895
dmatdmatadd,6420,4,1-128,10,864.428
dmatdmatadd,7000,4,1-128,10,865.313
dmatdmatadd,1,4,1-128,15,87.6317
dmatdmatadd,2,4,1-128,15,282.647
dmatdmatadd,3,4,1-128,15,543.793
dmatdmatadd,4,4,1-128,15,837.594
dmatdmatadd,5,4,1-128,15,933.292
dmatdmatadd,6,4,1-128,15,1048.07
dmatdmatadd,7,4,1-128,15,1414.31
dmatdmatadd,8,4,1-128,15,1661.55
dmatdmatadd,9,4,1-128,15,1503.1
dmatdmatadd,10,4,1-128,15,1680.44
dmatdmatadd,11,4,1-128,15,1835.99
dmatdmatadd,12,4,1-128,15,2055.38
dmatdmatadd,13,4,1-128,15,1926.95
dmatdmatadd,14,4,1-128,15,1662.07
dmatdmatadd,16,4,1-128,15,1919.75
dmatdmatadd,18,4,1-128,15,1926.97
dmatdmatadd,20,4,1-128,15,2107.1
dmatdmatadd,23,4,1-128,15,2220.66
dmatdmatadd,26,4,1-128,15,2177.42
dmatdmatadd,30,4,1-128,15,2324.92
dmatdmatadd,34,4,1-128,15,2345.83
dmatdmatadd,39,4,1-128,15,1382.0
dmatdmatadd,45,4,1-128,15,1494.28
dmatdmatadd,52,4,1-128,15,1588.47
dmatdmatadd,60,4,1-128,15,1477.84
dmatdmatadd,69,4,1-128,15,1518.37
dmatdmatadd,79,4,1-128,15,1642.28
dmatdmatadd,90,4,1-128,15,1569.06
dmatdmatadd,103,4,1-128,15,1507.35
dmatdmatadd,118,4,1-128,15,1335.23
dmatdmatadd,135,4,1-128,15,1100.39
dmatdmatadd,155,4,1-128,15,1066.38
dmatdmatadd,176,4,1-128,15,1053.78
dmatdmatadd,200,4,1-128,15,958.387
dmatdmatadd,230,4,1-128,15,1172.32
dmatdmatadd,264,4,1-128,15,1328.27
dmatdmatadd,300,4,1-128,15,1545.07
dmatdmatadd,345,4,1-128,15,1747.25
dmatdmatadd,396,4,1-128,15,1936.14
dmatdmatadd,455,4,1-128,15,2143.91
dmatdmatadd,523,4,1-128,15,2261.46
dmatdmatadd,600,4,1-128,15,2473.5
dmatdmatadd,690,4,1-128,15,2587.18
dmatdmatadd,793,4,1-128,15,2485.66
dmatdmatadd,912,4,1-128,15,2057.57
dmatdmatadd,1048,4,1-128,15,1286.63
dmatdmatadd,1200,4,1-128,15,979.363
dmatdmatadd,1380,4,1-128,15,896.815
dmatdmatadd,1587,4,1-128,15,875.531
dmatdmatadd,1825,4,1-128,15,848.09
dmatdmatadd,2100,4,1-128,15,852.455
dmatdmatadd,2415,4,1-128,15,853.469
dmatdmatadd,2777,4,1-128,15,855.203
dmatdmatadd,3193,4,1-128,15,858.941
dmatdmatadd,3672,4,1-128,15,861.062
dmatdmatadd,4222,4,1-128,15,855.225
dmatdmatadd,4855,4,1-128,15,863.406
dmatdmatadd,5583,4,1-128,15,864.298
dmatdmatadd,6420,4,1-128,15,864.616
dmatdmatadd,7000,4,1-128,15,865.448
dmatdmatadd,1,4,1-128,20,85.7191
dmatdmatadd,2,4,1-128,20,284.649
dmatdmatadd,3,4,1-128,20,552.715
dmatdmatadd,4,4,1-128,20,843.96
dmatdmatadd,5,4,1-128,20,930.808
dmatdmatadd,6,4,1-128,20,1173.04
dmatdmatadd,7,4,1-128,20,799.878
dmatdmatadd,8,4,1-128,20,1658.17
dmatdmatadd,9,4,1-128,20,1167.26
dmatdmatadd,10,4,1-128,20,1363.8
dmatdmatadd,11,4,1-128,20,1818.34
dmatdmatadd,12,4,1-128,20,2060.08
dmatdmatadd,13,4,1-128,20,1888.98
dmatdmatadd,14,4,1-128,20,1707.42
dmatdmatadd,16,4,1-128,20,1961.27
dmatdmatadd,18,4,1-128,20,2324.07
dmatdmatadd,20,4,1-128,20,2153.51
dmatdmatadd,23,4,1-128,20,2176.88
dmatdmatadd,26,4,1-128,20,2199.93
dmatdmatadd,30,4,1-128,20,2339.81
dmatdmatadd,34,4,1-128,20,2352.85
dmatdmatadd,39,4,1-128,20,1522.92
dmatdmatadd,45,4,1-128,20,1503.22
dmatdmatadd,52,4,1-128,20,1589.99
dmatdmatadd,60,4,1-128,20,1494.24
dmatdmatadd,69,4,1-128,20,1523.86
dmatdmatadd,79,4,1-128,20,1648.67
dmatdmatadd,90,4,1-128,20,1580.39
dmatdmatadd,103,4,1-128,20,1511.34
dmatdmatadd,118,4,1-128,20,1402.12
dmatdmatadd,135,4,1-128,20,1091.08
dmatdmatadd,155,4,1-128,20,1078.11
dmatdmatadd,176,4,1-128,20,1065.15
dmatdmatadd,200,4,1-128,20,958.787
dmatdmatadd,230,4,1-128,20,1159.56
dmatdmatadd,264,4,1-128,20,1327.3
dmatdmatadd,300,4,1-128,20,1543.53
dmatdmatadd,345,4,1-128,20,1746.77
dmatdmatadd,396,4,1-128,20,1932.23
dmatdmatadd,455,4,1-128,20,2154.84
dmatdmatadd,523,4,1-128,20,2259.07
dmatdmatadd,600,4,1-128,20,2485.17
dmatdmatadd,690,4,1-128,20,2581.79
dmatdmatadd,793,4,1-128,20,2506.83
dmatdmatadd,912,4,1-128,20,2085.48
dmatdmatadd,1048,4,1-128,20,1279.19
dmatdmatadd,1200,4,1-128,20,976.951
dmatdmatadd,1380,4,1-128,20,899.599
dmatdmatadd,1587,4,1-128,20,879.207
dmatdmatadd,1825,4,1-128,20,858.235
dmatdmatadd,2100,4,1-128,20,851.332
dmatdmatadd,2415,4,1-128,20,854.605
dmatdmatadd,2777,4,1-128,20,855.791
dmatdmatadd,3193,4,1-128,20,857.968
dmatdmatadd,3672,4,1-128,20,860.93
dmatdmatadd,4222,4,1-128,20,854.738
dmatdmatadd,4855,4,1-128,20,862.993
dmatdmatadd,5583,4,1-128,20,863.775
dmatdmatadd,6420,4,1-128,20,863.493
dmatdmatadd,7000,4,1-128,20,864.542
dmatdmatadd,1,4,1-2048,1,87.6615
dmatdmatadd,2,4,1-2048,1,281.533
dmatdmatadd,3,4,1-2048,1,545.642
dmatdmatadd,4,4,1-2048,1,835.527
dmatdmatadd,5,4,1-2048,1,933.559
dmatdmatadd,6,4,1-2048,1,820.195
dmatdmatadd,7,4,1-2048,1,1410.59
dmatdmatadd,8,4,1-2048,1,1662.02
dmatdmatadd,9,4,1-2048,1,1480.62
dmatdmatadd,10,4,1-2048,1,1657.93
dmatdmatadd,11,4,1-2048,1,1875.1
dmatdmatadd,12,4,1-2048,1,2070.33
dmatdmatadd,13,4,1-2048,1,1954.25
dmatdmatadd,14,4,1-2048,1,2116.8
dmatdmatadd,16,4,1-2048,1,1887.39
dmatdmatadd,18,4,1-2048,1,2288.52
dmatdmatadd,20,4,1-2048,1,2178.84
dmatdmatadd,23,4,1-2048,1,2288.31
dmatdmatadd,26,4,1-2048,1,2202.04
dmatdmatadd,30,4,1-2048,1,2294.86
dmatdmatadd,34,4,1-2048,1,2368.33
dmatdmatadd,39,4,1-2048,1,1383.03
dmatdmatadd,45,4,1-2048,1,1500.85
dmatdmatadd,52,4,1-2048,1,1580.18
dmatdmatadd,60,4,1-2048,1,1471.79
dmatdmatadd,69,4,1-2048,1,1520.59
dmatdmatadd,79,4,1-2048,1,1637.84
dmatdmatadd,90,4,1-2048,1,1511.26
dmatdmatadd,103,4,1-2048,1,1439.7
dmatdmatadd,118,4,1-2048,1,1265.98
dmatdmatadd,135,4,1-2048,1,1122.6
dmatdmatadd,155,4,1-2048,1,1076.43
dmatdmatadd,176,4,1-2048,1,1060.7
dmatdmatadd,200,4,1-2048,1,996.585
dmatdmatadd,230,4,1-2048,1,1211.67
dmatdmatadd,264,4,1-2048,1,1430.9
dmatdmatadd,300,4,1-2048,1,1663.94
dmatdmatadd,345,4,1-2048,1,1910.56
dmatdmatadd,396,4,1-2048,1,2165.21
dmatdmatadd,455,4,1-2048,1,2370.5
dmatdmatadd,523,4,1-2048,1,2585.45
dmatdmatadd,600,4,1-2048,1,2770.21
dmatdmatadd,690,4,1-2048,1,2896.89
dmatdmatadd,793,4,1-2048,1,2852.0
dmatdmatadd,912,4,1-2048,1,2235.5
dmatdmatadd,1048,4,1-2048,1,1337.76
dmatdmatadd,1200,4,1-2048,1,989.321
dmatdmatadd,1380,4,1-2048,1,902.967
dmatdmatadd,1587,4,1-2048,1,883.661
dmatdmatadd,1825,4,1-2048,1,870.216
dmatdmatadd,2100,4,1-2048,1,864.146
dmatdmatadd,2415,4,1-2048,1,866.228
dmatdmatadd,2777,4,1-2048,1,868.56
dmatdmatadd,3193,4,1-2048,1,869.66
dmatdmatadd,3672,4,1-2048,1,872.821
dmatdmatadd,4222,4,1-2048,1,872.457
dmatdmatadd,4855,4,1-2048,1,874.243
dmatdmatadd,5583,4,1-2048,1,874.967
dmatdmatadd,6420,4,1-2048,1,875.926
dmatdmatadd,7000,4,1-2048,1,876.153
dmatdmatadd,1,4,1-2048,5,87.6609
dmatdmatadd,2,4,1-2048,5,282.628
dmatdmatadd,3,4,1-2048,5,545.303
dmatdmatadd,4,4,1-2048,5,835.45
dmatdmatadd,5,4,1-2048,5,930.709
dmatdmatadd,6,4,1-2048,5,1168.08
dmatdmatadd,7,4,1-2048,5,1411.17
dmatdmatadd,8,4,1-2048,5,1660.11
dmatdmatadd,9,4,1-2048,5,1444.27
dmatdmatadd,10,4,1-2048,5,1261.23
dmatdmatadd,11,4,1-2048,5,1416.42
dmatdmatadd,12,4,1-2048,5,2067.83
dmatdmatadd,13,4,1-2048,5,1745.35
dmatdmatadd,14,4,1-2048,5,2097.57
dmatdmatadd,16,4,1-2048,5,2420.73
dmatdmatadd,18,4,1-2048,5,2323.93
