benchmark,matrix_size,num_threads,block_size,chunk_size,mflops
dmatdmatadd,1,16,1-128,15,87.1356
dmatdmatadd,2,16,1-128,15,283.551
dmatdmatadd,3,16,1-128,15,548.799
dmatdmatadd,4,16,1-128,15,788.207
dmatdmatadd,5,16,1-128,15,926.985
dmatdmatadd,6,16,1-128,15,1109.05
dmatdmatadd,7,16,1-128,15,1412.19
dmatdmatadd,8,16,1-128,15,1652.57
dmatdmatadd,9,16,1-128,15,1490.76
dmatdmatadd,10,16,1-128,15,1664.63
dmatdmatadd,11,16,1-128,15,1486.99
dmatdmatadd,12,16,1-128,15,2046.8
dmatdmatadd,13,16,1-128,15,1922.14
dmatdmatadd,14,16,1-128,15,2082.14
dmatdmatadd,16,16,1-128,15,1882.54
dmatdmatadd,18,16,1-128,15,2319.37
dmatdmatadd,20,16,1-128,15,2139.84
dmatdmatadd,23,16,1-128,15,2231.43
dmatdmatadd,26,16,1-128,15,2159.67
dmatdmatadd,30,16,1-128,15,2299.88
dmatdmatadd,34,16,1-128,15,2313.07
dmatdmatadd,39,16,1-128,15,1418.16
dmatdmatadd,45,16,1-128,15,1503.22
dmatdmatadd,52,16,1-128,15,1593.16
dmatdmatadd,60,16,1-128,15,1493.98
dmatdmatadd,69,16,1-128,15,1522.59
dmatdmatadd,79,16,1-128,15,1638.3
dmatdmatadd,90,16,1-128,15,1544.08
dmatdmatadd,103,16,1-128,15,1445.85
dmatdmatadd,118,16,1-128,15,1248.85
dmatdmatadd,135,16,1-128,15,1138.27
dmatdmatadd,155,16,1-128,15,1094.47
dmatdmatadd,176,16,1-128,15,1064.48
dmatdmatadd,200,16,1-128,15,647.949
dmatdmatadd,230,16,1-128,15,807.267
dmatdmatadd,264,16,1-128,15,807.404
dmatdmatadd,300,16,1-128,15,967.269
dmatdmatadd,345,16,1-128,15,1264.08
dmatdmatadd,396,16,1-128,15,1505.53
dmatdmatadd,455,16,1-128,15,1862.03
dmatdmatadd,523,16,1-128,15,2195.43
dmatdmatadd,600,16,1-128,15,2511.86
dmatdmatadd,690,16,1-128,15,2688.55
dmatdmatadd,793,16,1-128,15,2785.78
dmatdmatadd,912,16,1-128,15,2540.99
dmatdmatadd,1048,16,1-128,15,1854.44
dmatdmatadd,1200,16,1-128,15,1353.04
dmatdmatadd,1380,16,1-128,15,1167.29
dmatdmatadd,1587,16,1-128,15,1036.12
dmatdmatadd,1825,16,1-128,15,1040.61
dmatdmatadd,2100,16,1-128,15,942.822
dmatdmatadd,2415,16,1-128,15,930.537
dmatdmatadd,2777,16,1-128,15,910.679
dmatdmatadd,3193,16,1-128,15,927.919
dmatdmatadd,3672,16,1-128,15,905.252
dmatdmatadd,4222,16,1-128,15,910.249
dmatdmatadd,4855,16,1-128,15,900.773
dmatdmatadd,5583,16,1-128,15,914.23
dmatdmatadd,6420,16,1-128,15,900.166
dmatdmatadd,7000,16,1-128,15,948.229
dmatdmatadd,1,16,1-128,20,87.1101
dmatdmatadd,2,16,1-128,20,277.581
dmatdmatadd,3,16,1-128,20,537.796
dmatdmatadd,4,16,1-128,20,826.079
dmatdmatadd,5,16,1-128,20,915.525
dmatdmatadd,6,16,1-128,20,1168.16
dmatdmatadd,7,16,1-128,20,1405.23
dmatdmatadd,8,16,1-128,20,1653.35
dmatdmatadd,9,16,1-128,20,1121.01
dmatdmatadd,10,16,1-128,20,1376.1
dmatdmatadd,11,16,1-128,20,1870.95
dmatdmatadd,12,16,1-128,20,2063.03
dmatdmatadd,13,16,1-128,20,1446.74
dmatdmatadd,14,16,1-128,20,1534.59
dmatdmatadd,16,16,1-128,20,1820.47
dmatdmatadd,18,16,1-128,20,1938.43
dmatdmatadd,20,16,1-128,20,2165.16
dmatdmatadd,23,16,1-128,20,2249.15
dmatdmatadd,26,16,1-128,20,2211.48
dmatdmatadd,30,16,1-128,20,2309.17
dmatdmatadd,34,16,1-128,20,2351.14
dmatdmatadd,39,16,1-128,20,1511.51
dmatdmatadd,45,16,1-128,20,1500.89
dmatdmatadd,52,16,1-128,20,1587.91
dmatdmatadd,60,16,1-128,20,1494.53
dmatdmatadd,69,16,1-128,20,1526.47
dmatdmatadd,79,16,1-128,20,1639.3
dmatdmatadd,90,16,1-128,20,1511.96
dmatdmatadd,103,16,1-128,20,1493.48
dmatdmatadd,118,16,1-128,20,1301.05
dmatdmatadd,135,16,1-128,20,1112.78
dmatdmatadd,155,16,1-128,20,1061.92
dmatdmatadd,176,16,1-128,20,1053.46
dmatdmatadd,200,16,1-128,20,714.327
dmatdmatadd,230,16,1-128,20,879.215
dmatdmatadd,264,16,1-128,20,928.537
dmatdmatadd,300,16,1-128,20,1130.84
dmatdmatadd,345,16,1-128,20,1324.41
dmatdmatadd,396,16,1-128,20,1487.29
dmatdmatadd,455,16,1-128,20,1920.16
dmatdmatadd,523,16,1-128,20,2211.44
dmatdmatadd,600,16,1-128,20,2534.18
dmatdmatadd,690,16,1-128,20,2708.04
dmatdmatadd,793,16,1-128,20,2788.08
dmatdmatadd,912,16,1-128,20,2530.23
dmatdmatadd,1048,16,1-128,20,1821.92
dmatdmatadd,1200,16,1-128,20,1428.38
dmatdmatadd,1380,16,1-128,20,1161.93
dmatdmatadd,1587,16,1-128,20,1031.0
dmatdmatadd,1825,16,1-128,20,978.074
dmatdmatadd,2100,16,1-128,20,945.736
dmatdmatadd,2415,16,1-128,20,935.162
dmatdmatadd,2777,16,1-128,20,921.064
dmatdmatadd,3193,16,1-128,20,921.751
dmatdmatadd,3672,16,1-128,20,903.58
dmatdmatadd,4222,16,1-128,20,921.611
dmatdmatadd,4855,16,1-128,20,912.175
dmatdmatadd,5583,16,1-128,20,903.38
dmatdmatadd,6420,16,1-128,20,918.585
dmatdmatadd,7000,16,1-128,20,909.238
dmatdmatadd,1,16,1-2048,1,87.1811
dmatdmatadd,2,16,1-2048,1,284.229
dmatdmatadd,3,16,1-2048,1,547.733
dmatdmatadd,4,16,1-2048,1,838.038
dmatdmatadd,5,16,1-2048,1,928.466
dmatdmatadd,6,16,1-2048,1,1168.04
dmatdmatadd,7,16,1-2048,1,1411.1
dmatdmatadd,8,16,1-2048,1,1658.7
dmatdmatadd,9,16,1-2048,1,1491.21
dmatdmatadd,10,16,1-2048,1,1255.91
dmatdmatadd,11,16,1-2048,1,1405.94
dmatdmatadd,12,16,1-2048,1,1556.25
dmatdmatadd,13,16,1-2048,1,1511.14
dmatdmatadd,14,16,1-2048,1,2108.35
dmatdmatadd,16,16,1-2048,1,2432.58
dmatdmatadd,18,16,1-2048,1,2319.19
dmatdmatadd,20,16,1-2048,1,2159.84
dmatdmatadd,23,16,1-2048,1,2330.1
dmatdmatadd,26,16,1-2048,1,2162.54
dmatdmatadd,30,16,1-2048,1,2254.44
dmatdmatadd,34,16,1-2048,1,2323.05
dmatdmatadd,39,16,1-2048,1,1410.16
dmatdmatadd,45,16,1-2048,1,1507.84
dmatdmatadd,52,16,1-2048,1,1589.63
dmatdmatadd,60,16,1-2048,1,1485.72
dmatdmatadd,69,16,1-2048,1,1524.82
dmatdmatadd,79,16,1-2048,1,1637.78
dmatdmatadd,90,16,1-2048,1,1524.29
dmatdmatadd,103,16,1-2048,1,1524.35
dmatdmatadd,118,16,1-2048,1,1403.33
dmatdmatadd,135,16,1-2048,1,1107.84
dmatdmatadd,155,16,1-2048,1,1091.94
dmatdmatadd,176,16,1-2048,1,1062.69
dmatdmatadd,200,16,1-2048,1,499.576
dmatdmatadd,230,16,1-2048,1,597.757
dmatdmatadd,264,16,1-2048,1,814.863
dmatdmatadd,300,16,1-2048,1,951.951
dmatdmatadd,345,16,1-2048,1,1257.96
dmatdmatadd,396,16,1-2048,1,1590.88
dmatdmatadd,455,16,1-2048,1,1996.88
dmatdmatadd,523,16,1-2048,1,2506.45
dmatdmatadd,600,16,1-2048,1,2769.94
dmatdmatadd,690,16,1-2048,1,2797.84
dmatdmatadd,793,16,1-2048,1,3054.85
dmatdmatadd,912,16,1-2048,1,2794.09
dmatdmatadd,1048,16,1-2048,1,2029.31
dmatdmatadd,1200,16,1-2048,1,1421.19
dmatdmatadd,1380,16,1-2048,1,1173.66
dmatdmatadd,1587,16,1-2048,1,1061.4
dmatdmatadd,1825,16,1-2048,1,965.1
dmatdmatadd,2100,16,1-2048,1,966.032
dmatdmatadd,2415,16,1-2048,1,920.091
dmatdmatadd,2777,16,1-2048,1,909.413
dmatdmatadd,3193,16,1-2048,1,925.608
dmatdmatadd,3672,16,1-2048,1,923.431
dmatdmatadd,4222,16,1-2048,1,897.963
dmatdmatadd,4855,16,1-2048,1,910.046
dmatdmatadd,5583,16,1-2048,1,922.845
dmatdmatadd,6420,16,1-2048,1,914.047
dmatdmatadd,7000,16,1-2048,1,918.296
dmatdmatadd,1,16,1-2048,5,87.0573
dmatdmatadd,2,16,1-2048,5,282.424
dmatdmatadd,3,16,1-2048,5,545.658
dmatdmatadd,4,16,1-2048,5,835.873
dmatdmatadd,5,16,1-2048,5,860.406
dmatdmatadd,6,16,1-2048,5,1169.22
dmatdmatadd,7,16,1-2048,5,1410.21
dmatdmatadd,8,16,1-2048,5,1594.05
dmatdmatadd,9,16,1-2048,5,1491.97
dmatdmatadd,10,16,1-2048,5,1683.81
dmatdmatadd,11,16,1-2048,5,1864.49
dmatdmatadd,12,16,1-2048,5,1619.98
dmatdmatadd,13,16,1-2048,5,1556.96
dmatdmatadd,14,16,1-2048,5,1665.71
dmatdmatadd,16,16,1-2048,5,2186.42
dmatdmatadd,18,16,1-2048,5,1855.66
dmatdmatadd,20,16,1-2048,5,2067.62
dmatdmatadd,23,16,1-2048,5,2259.02
dmatdmatadd,26,16,1-2048,5,2172.75
dmatdmatadd,30,16,1-2048,5,2337.79
dmatdmatadd,34,16,1-2048,5,2334.26
dmatdmatadd,39,16,1-2048,5,1476.42
dmatdmatadd,45,16,1-2048,5,1508.51
dmatdmatadd,52,16,1-2048,5,1587.19
dmatdmatadd,60,16,1-2048,5,1479.05
dmatdmatadd,69,16,1-2048,5,1530.38
dmatdmatadd,79,16,1-2048,5,1641.84
dmatdmatadd,90,16,1-2048,5,1574.64
dmatdmatadd,103,16,1-2048,5,1528.96
dmatdmatadd,118,16,1-2048,5,1361.32
dmatdmatadd,135,16,1-2048,5,1112.37
dmatdmatadd,155,16,1-2048,5,1074.84
dmatdmatadd,176,16,1-2048,5,1066.56
dmatdmatadd,200,16,1-2048,5,546.753
dmatdmatadd,230,16,1-2048,5,681.422
dmatdmatadd,264,16,1-2048,5,808.132
dmatdmatadd,300,16,1-2048,5,970.148
dmatdmatadd,345,16,1-2048,5,1277.54
dmatdmatadd,396,16,1-2048,5,1611.67
dmatdmatadd,455,16,1-2048,5,2016.04
dmatdmatadd,523,16,1-2048,5,2477.65
dmatdmatadd,600,16,1-2048,5,2798.83
dmatdmatadd,690,16,1-2048,5,2792.88
dmatdmatadd,793,16,1-2048,5,3067.7
dmatdmatadd,912,16,1-2048,5,2838.83
dmatdmatadd,1048,16,1-2048,5,2044.06
dmatdmatadd,1200,16,1-2048,5,1406.27
dmatdmatadd,1380,16,1-2048,5,1180.23
dmatdmatadd,1587,16,1-2048,5,1044.34
dmatdmatadd,1825,16,1-2048,5,970.948
dmatdmatadd,2100,16,1-2048,5,940.264
dmatdmatadd,2415,16,1-2048,5,935.949
dmatdmatadd,2777,16,1-2048,5,927.46
dmatdmatadd,3193,16,1-2048,5,927.392
dmatdmatadd,3672,16,1-2048,5,903.404
dmatdmatadd,4222,16,1-2048,5,917.304
dmatdmatadd,4855,16,1-2048,5,927.627
dmatdmatadd,5583,16,1-2048,5,896.408
dmatdmatadd,6420,16,1-2048,5,926.743
dmatdmatadd,7000,16,1-2048,5,884.154
dmatdmatadd,1,16,1-2048,10,87.1166
dmatdmatadd,2,16,1-2048,10,283.402
dmatdmatadd,3,16,1-2048,10,546.584
dmatdmatadd,4,16,1-2048,10,841.992
dmatdmatadd,5,16,1-2048,10,928.796
dmatdmatadd,6,16,1-2048,10,1166.94
dmatdmatadd,7,16,1-2048,10,1407.16
dmatdmatadd,8,16,1-2048,10,1652.34
dmatdmatadd,9,16,1-2048,10,1491.71
dmatdmatadd,10,16,1-2048,10,1686.06
dmatdmatadd,11,16,1-2048,10,1870.87
dmatdmatadd,12,16,1-2048,10,1543.45
dmatdmatadd,13,16,1-2048,10,1944.25
dmatdmatadd,14,16,1-2048,10,1627.44
dmatdmatadd,16,16,1-2048,10,1914.85
dmatdmatadd,18,16,1-2048,10,1891.51
dmatdmatadd,20,16,1-2048,10,2112.75
dmatdmatadd,23,16,1-2048,10,2234.45
dmatdmatadd,26,16,1-2048,10,2170.49
dmatdmatadd,30,16,1-2048,10,2329.57
dmatdmatadd,34,16,1-2048,10,2323.16
dmatdmatadd,39,16,1-2048,10,1474.82
dmatdmatadd,45,16,1-2048,10,1490.29
dmatdmatadd,52,16,1-2048,10,1573.17
dmatdmatadd,60,16,1-2048,10,1465.88
dmatdmatadd,69,16,1-2048,10,1517.27
dmatdmatadd,79,16,1-2048,10,1586.82
dmatdmatadd,90,16,1-2048,10,1419.87
dmatdmatadd,103,16,1-2048,10,1412.4
dmatdmatadd,118,16,1-2048,10,1351.64
dmatdmatadd,135,16,1-2048,10,1141.56
dmatdmatadd,155,16,1-2048,10,1074.8
dmatdmatadd,176,16,1-2048,10,1066.38
dmatdmatadd,200,16,1-2048,10,714.838
dmatdmatadd,230,16,1-2048,10,868.244
dmatdmatadd,264,16,1-2048,10,1052.64
dmatdmatadd,300,16,1-2048,10,1294.8
dmatdmatadd,345,16,1-2048,10,1440.6
dmatdmatadd,396,16,1-2048,10,1800.47
dmatdmatadd,455,16,1-2048,10,2207.55
dmatdmatadd,523,16,1-2048,10,2261.85
dmatdmatadd,600,16,1-2048,10,2786.12
dmatdmatadd,690,16,1-2048,10,2819.59
dmatdmatadd,793,16,1-2048,10,3137.12
dmatdmatadd,912,16,1-2048,10,2818.81
dmatdmatadd,1048,16,1-2048,10,2034.24
dmatdmatadd,1200,16,1-2048,10,1424.0
dmatdmatadd,1380,16,1-2048,10,1179.73
dmatdmatadd,1587,16,1-2048,10,1055.15
dmatdmatadd,1825,16,1-2048,10,966.801
dmatdmatadd,2100,16,1-2048,10,957.936
dmatdmatadd,2415,16,1-2048,10,937.452
dmatdmatadd,2777,16,1-2048,10,916.346
dmatdmatadd,3193,16,1-2048,10,915.931
dmatdmatadd,3672,16,1-2048,10,911.207
dmatdmatadd,4222,16,1-2048,10,936.979
dmatdmatadd,4855,16,1-2048,10,919.671
dmatdmatadd,5583,16,1-2048,10,892.012
dmatdmatadd,6420,16,1-2048,10,928.111
dmatdmatadd,7000,16,1-2048,10,892.969
dmatdmatadd,1,16,1-2048,15,87.2069
dmatdmatadd,2,16,1-2048,15,282.963
dmatdmatadd,3,16,1-2048,15,549.112
dmatdmatadd,4,16,1-2048,15,837.443
dmatdmatadd,5,16,1-2048,15,929.346
dmatdmatadd,6,16,1-2048,15,1163.01
dmatdmatadd,7,16,1-2048,15,1409.91
dmatdmatadd,8,16,1-2048,15,952.445
dmatdmatadd,9,16,1-2048,15,1484.85
dmatdmatadd,10,16,1-2048,15,1244.42
dmatdmatadd,11,16,1-2048,15,1409.32
dmatdmatadd,12,16,1-2048,15,1556.95
dmatdmatadd,13,16,1-2048,15,1921.29
dmatdmatadd,14,16,1-2048,15,1662.49
dmatdmatadd,16,16,1-2048,15,1921.89
dmatdmatadd,18,16,1-2048,15,2317.18
dmatdmatadd,20,16,1-2048,15,2569.97
dmatdmatadd,23,16,1-2048,15,2292.31
dmatdmatadd,26,16,1-2048,15,2170.5
dmatdmatadd,30,16,1-2048,15,2372.22
dmatdmatadd,34,16,1-2048,15,2354.09
dmatdmatadd,39,16,1-2048,15,1388.81
dmatdmatadd,45,16,1-2048,15,1484.41
dmatdmatadd,52,16,1-2048,15,1570.73
dmatdmatadd,60,16,1-2048,15,1471.25
dmatdmatadd,69,16,1-2048,15,1512.62
dmatdmatadd,79,16,1-2048,15,1619.26
dmatdmatadd,90,16,1-2048,15,1521.18
dmatdmatadd,103,16,1-2048,15,1481.53
dmatdmatadd,118,16,1-2048,15,1330.89
dmatdmatadd,135,16,1-2048,15,1126.76
dmatdmatadd,155,16,1-2048,15,1062.96
dmatdmatadd,176,16,1-2048,15,1051.66
dmatdmatadd,200,16,1-2048,15,961.442
dmatdmatadd,230,16,1-2048,15,1148.71
dmatdmatadd,264,16,1-2048,15,1157.15
dmatdmatadd,300,16,1-2048,15,1300.15
dmatdmatadd,345,16,1-2048,15,1587.69
dmatdmatadd,396,16,1-2048,15,2096.66
dmatdmatadd,455,16,1-2048,15,2450.38
dmatdmatadd,523,16,1-2048,15,2191.03
dmatdmatadd,600,16,1-2048,15,2808.14
dmatdmatadd,690,16,1-2048,15,3201.75
dmatdmatadd,793,16,1-2048,15,2764.92
dmatdmatadd,912,16,1-2048,15,2828.69
dmatdmatadd,1048,16,1-2048,15,2017.76
dmatdmatadd,1200,16,1-2048,15,1410.36
dmatdmatadd,1380,16,1-2048,15,1167.75
dmatdmatadd,1587,16,1-2048,15,1034.8
dmatdmatadd,1825,16,1-2048,15,964.077
dmatdmatadd,2100,16,1-2048,15,921.431
dmatdmatadd,2415,16,1-2048,15,935.402
dmatdmatadd,2777,16,1-2048,15,925.128
dmatdmatadd,3193,16,1-2048,15,920.384
dmatdmatadd,3672,16,1-2048,15,900.701
dmatdmatadd,4222,16,1-2048,15,896.968
dmatdmatadd,4855,16,1-2048,15,922.496
dmatdmatadd,5583,16,1-2048,15,898.168
dmatdmatadd,6420,16,1-2048,15,912.419
dmatdmatadd,7000,16,1-2048,15,926.305
dmatdmatadd,1,16,1-2048,20,87.2289
dmatdmatadd,2,16,1-2048,20,284.196
dmatdmatadd,3,16,1-2048,20,551.131
dmatdmatadd,4,16,1-2048,20,844.818
dmatdmatadd,5,16,1-2048,20,896.55
dmatdmatadd,6,16,1-2048,20,1167.83
dmatdmatadd,7,16,1-2048,20,1347.04
dmatdmatadd,8,16,1-2048,20,1661.52
dmatdmatadd,9,16,1-2048,20,1492.11
dmatdmatadd,10,16,1-2048,20,1668.84
dmatdmatadd,11,16,1-2048,20,1856.25
dmatdmatadd,12,16,1-2048,20,2043.4
dmatdmatadd,13,16,1-2048,20,1471.27
dmatdmatadd,14,16,1-2048,20,1615.92
dmatdmatadd,16,16,1-2048,20,1711.51
dmatdmatadd,18,16,1-2048,20,2283.75
dmatdmatadd,20,16,1-2048,20,2101.62
dmatdmatadd,23,16,1-2048,20,2171.51
dmatdmatadd,26,16,1-2048,20,2143.07
dmatdmatadd,30,16,1-2048,20,2312.68
dmatdmatadd,34,16,1-2048,20,2305.38
dmatdmatadd,39,16,1-2048,20,1475.34
dmatdmatadd,45,16,1-2048,20,1508.11
dmatdmatadd,52,16,1-2048,20,1582.23
dmatdmatadd,60,16,1-2048,20,1472.93
dmatdmatadd,69,16,1-2048,20,1533.14
dmatdmatadd,79,16,1-2048,20,1633.99
dmatdmatadd,90,16,1-2048,20,1517.6
dmatdmatadd,103,16,1-2048,20,1499.27
dmatdmatadd,118,16,1-2048,20,1387.11
dmatdmatadd,135,16,1-2048,20,1107.66
dmatdmatadd,155,16,1-2048,20,1076.62
dmatdmatadd,176,16,1-2048,20,1066.97
dmatdmatadd,200,16,1-2048,20,1008.55
dmatdmatadd,230,16,1-2048,20,1239.82
dmatdmatadd,264,16,1-2048,20,1493.3
dmatdmatadd,300,16,1-2048,20,1750.37
dmatdmatadd,345,16,1-2048,20,1621.26
dmatdmatadd,396,16,1-2048,20,1724.32
dmatdmatadd,455,16,1-2048,20,2023.72
dmatdmatadd,523,16,1-2048,20,3052.44
dmatdmatadd,600,16,1-2048,20,3702.46
dmatdmatadd,690,16,1-2048,20,2521.91
dmatdmatadd,793,16,1-2048,20,3091.84
dmatdmatadd,912,16,1-2048,20,3049.03
dmatdmatadd,1048,16,1-2048,20,1855.99
dmatdmatadd,1200,16,1-2048,20,1585.59
dmatdmatadd,1380,16,1-2048,20,1167.04
dmatdmatadd,1587,16,1-2048,20,1032.74
dmatdmatadd,1825,16,1-2048,20,958.808
dmatdmatadd,2100,16,1-2048,20,933.046
dmatdmatadd,2415,16,1-2048,20,930.531
dmatdmatadd,2777,16,1-2048,20,903.51
dmatdmatadd,3193,16,1-2048,20,916.854
dmatdmatadd,3672,16,1-2048,20,920.843
dmatdmatadd,4222,16,1-2048,20,912.182
dmatdmatadd,4855,16,1-2048,20,928.916
dmatdmatadd,5583,16,1-2048,20,923.226
dmatdmatadd,6420,16,1-2048,20,867.898
dmatdmatadd,7000,16,1-2048,20,915.787
dmatdmatadd,1,16,1-4096,1,87.1543
dmatdmatadd,2,16,1-4096,1,284.347
dmatdmatadd,3,16,1-4096,1,550.344
dmatdmatadd,4,16,1-4096,1,840.659
dmatdmatadd,5,16,1-4096,1,913.161
dmatdmatadd,6,16,1-4096,1,1113.04
dmatdmatadd,7,16,1-4096,1,1365.52
dmatdmatadd,8,16,1-4096,1,1655.28
dmatdmatadd,9,16,1-4096,1,1157.93
dmatdmatadd,10,16,1-4096,1,1256.74
dmatdmatadd,11,16,1-4096,1,1400.09
dmatdmatadd,12,16,1-4096,1,1664.26
dmatdmatadd,13,16,1-4096,1,1932.05
dmatdmatadd,14,16,1-4096,1,1695.81
dmatdmatadd,16,16,1-4096,1,1997.22
dmatdmatadd,18,16,1-4096,1,1854.37
dmatdmatadd,20,16,1-4096,1,2101.8
dmatdmatadd,23,16,1-4096,1,2279.48
dmatdmatadd,26,16,1-4096,1,2192.98
dmatdmatadd,30,16,1-4096,1,2308.88
dmatdmatadd,34,16,1-4096,1,2295.84
dmatdmatadd,39,16,1-4096,1,1535.23
dmatdmatadd,45,16,1-4096,1,1507.09
dmatdmatadd,52,16,1-4096,1,1575.76
dmatdmatadd,60,16,1-4096,1,1483.27
dmatdmatadd,69,16,1-4096,1,1517.45
dmatdmatadd,79,16,1-4096,1,1612.51
dmatdmatadd,90,16,1-4096,1,1504.21
dmatdmatadd,103,16,1-4096,1,1465.66
dmatdmatadd,118,16,1-4096,1,1230.03
dmatdmatadd,135,16,1-4096,1,1158.95
dmatdmatadd,155,16,1-4096,1,1077.14
dmatdmatadd,176,16,1-4096,1,1062.05
dmatdmatadd,200,16,1-4096,1,500.505
dmatdmatadd,230,16,1-4096,1,593.721
dmatdmatadd,264,16,1-4096,1,810.714
dmatdmatadd,300,16,1-4096,1,964.951
dmatdmatadd,345,16,1-4096,1,1272.11
dmatdmatadd,396,16,1-4096,1,1601.91
dmatdmatadd,455,16,1-4096,1,2052.59
dmatdmatadd,523,16,1-4096,1,2461.73
dmatdmatadd,600,16,1-4096,1,2785.51
dmatdmatadd,690,16,1-4096,1,2808.26
dmatdmatadd,793,16,1-4096,1,3066.33
dmatdmatadd,912,16,1-4096,1,2738.21
dmatdmatadd,1048,16,1-4096,1,2043.52
dmatdmatadd,1200,16,1-4096,1,1415.69
dmatdmatadd,1380,16,1-4096,1,1176.91
dmatdmatadd,1587,16,1-4096,1,1027.69
dmatdmatadd,1825,16,1-4096,1,978.784
dmatdmatadd,2100,16,1-4096,1,932.238
dmatdmatadd,2415,16,1-4096,1,926.066
dmatdmatadd,2777,16,1-4096,1,927.242
dmatdmatadd,3193,16,1-4096,1,904.431
dmatdmatadd,3672,16,1-4096,1,930.692
dmatdmatadd,4222,16,1-4096,1,913.348
dmatdmatadd,4855,16,1-4096,1,916.357
dmatdmatadd,5583,16,1-4096,1,922.348
dmatdmatadd,6420,16,1-4096,1,935.664
dmatdmatadd,7000,16,1-4096,1,890.45
dmatdmatadd,1,16,1-4096,5,84.648
dmatdmatadd,2,16,1-4096,5,284.27
dmatdmatadd,3,16,1-4096,5,546.213
dmatdmatadd,4,16,1-4096,5,838.124
dmatdmatadd,5,16,1-4096,5,931.234
dmatdmatadd,6,16,1-4096,5,615.859
dmatdmatadd,7,16,1-4096,5,1411.32
dmatdmatadd,8,16,1-4096,5,1658.51
dmatdmatadd,9,16,1-4096,5,1494.21
dmatdmatadd,10,16,1-4096,5,1673.82
dmatdmatadd,11,16,1-4096,5,1486.95
dmatdmatadd,12,16,1-4096,5,1620.11
dmatdmatadd,13,16,1-4096,5,1929.82
dmatdmatadd,14,16,1-4096,5,2090.32
dmatdmatadd,16,16,1-4096,5,1848.75
dmatdmatadd,18,16,1-4096,5,1861.89
dmatdmatadd,20,16,1-4096,5,2139.64
dmatdmatadd,23,16,1-4096,5,2327.22
dmatdmatadd,26,16,1-4096,5,2144.14
dmatdmatadd,30,16,1-4096,5,2310.68
dmatdmatadd,34,16,1-4096,5,2336.86
dmatdmatadd,39,16,1-4096,5,1383.86
dmatdmatadd,45,16,1-4096,5,1488.58
dmatdmatadd,52,16,1-4096,5,1579.13
dmatdmatadd,60,16,1-4096,5,1472.2
dmatdmatadd,69,16,1-4096,5,1515.51
dmatdmatadd,79,16,1-4096,5,1632.53
dmatdmatadd,90,16,1-4096,5,1568.26
dmatdmatadd,103,16,1-4096,5,1464.38
dmatdmatadd,118,16,1-4096,5,1330.83
dmatdmatadd,135,16,1-4096,5,1122.98
dmatdmatadd,155,16,1-4096,5,1074.5
dmatdmatadd,176,16,1-4096,5,1061.61
dmatdmatadd,200,16,1-4096,5,567.615
dmatdmatadd,230,16,1-4096,5,700.444
dmatdmatadd,264,16,1-4096,5,819.275
dmatdmatadd,300,16,1-4096,5,983.026
dmatdmatadd,345,16,1-4096,5,1310.15
dmatdmatadd,396,16,1-4096,5,1622.69
dmatdmatadd,455,16,1-4096,5,2044.05
dmatdmatadd,523,16,1-4096,5,2500.45
dmatdmatadd,600,16,1-4096,5,2806.79
dmatdmatadd,690,16,1-4096,5,2813.88
dmatdmatadd,793,16,1-4096,5,3064.92
dmatdmatadd,912,16,1-4096,5,2798.6
dmatdmatadd,1048,16,1-4096,5,2033.78
dmatdmatadd,1200,16,1-4096,5,1387.91
dmatdmatadd,1380,16,1-4096,5,1156.83
dmatdmatadd,1587,16,1-4096,5,1034.77
dmatdmatadd,1825,16,1-4096,5,988.004
dmatdmatadd,2100,16,1-4096,5,938.681
dmatdmatadd,2415,16,1-4096,5,930.476
dmatdmatadd,2777,16,1-4096,5,907.34
dmatdmatadd,3193,16,1-4096,5,931.281
dmatdmatadd,3672,16,1-4096,5,921.636
dmatdmatadd,4222,16,1-4096,5,929.382
dmatdmatadd,4855,16,1-4096,5,914.13
dmatdmatadd,5583,16,1-4096,5,910.509
dmatdmatadd,6420,16,1-4096,5,895.021
dmatdmatadd,7000,16,1-4096,5,875.597
dmatdmatadd,1,16,1-4096,10,87.1416
dmatdmatadd,2,16,1-4096,10,275.268
dmatdmatadd,3,16,1-4096,10,538.768
dmatdmatadd,4,16,1-4096,10,825.669
dmatdmatadd,5,16,1-4096,10,930.068
dmatdmatadd,6,16,1-4096,10,1168.35
dmatdmatadd,7,16,1-4096,10,1412.56
dmatdmatadd,8,16,1-4096,10,1651.9
dmatdmatadd,9,16,1-4096,10,1489.29
dmatdmatadd,10,16,1-4096,10,1506.18
dmatdmatadd,11,16,1-4096,10,1863.86
dmatdmatadd,12,16,1-4096,10,2052.06
dmatdmatadd,13,16,1-4096,10,1550.26
dmatdmatadd,14,16,1-4096,10,1614.98
dmatdmatadd,16,16,1-4096,10,2417.44
dmatdmatadd,18,16,1-4096,10,1943.9
dmatdmatadd,20,16,1-4096,10,2509.58
dmatdmatadd,23,16,1-4096,10,2304.36
dmatdmatadd,26,16,1-4096,10,2260.13
dmatdmatadd,30,16,1-4096,10,2334.84
dmatdmatadd,34,16,1-4096,10,2359.23
dmatdmatadd,39,16,1-4096,10,1410.18
dmatdmatadd,45,16,1-4096,10,1516.24
dmatdmatadd,52,16,1-4096,10,1580.22
