runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,num_elements_uncomplete,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,20,4696,1179,58.95,5120,393.0,29.475,32768,262144,20971520,8,512,8,1920.0,4,132.09406150175116,59.0,2078.64
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,20,4800,1500,75.0,5120,500.0,37.5,32768,262144,20971520,8,512,8,1920.0,4,145.5827759400199,75.0,2472.82
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,20,5064,1903,95.15,5120,634.3333333333334,47.575,32768,262144,20971520,8,512,8,1920.0,4,229.4541847750567,96.0,2086.97
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,20,4964,2587,129.35,5120,862.3333333333334,64.675,32768,262144,20971520,8,512,8,1920.0,4,309.3858338460337,130.0,2047.98
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,20,4928,3420,171.0,5120,1140.0,85.5,32768,262144,20971520,8,512,8,1920.0,4,461.7413896475918,171.0,1801.32
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,20,4960,4454,222.7,5120,1484.6666666666667,111.35,32768,262144,20971520,8,512,8,1920.0,4,786.5140860199652,223.0,1396.42
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,20,5056,5700,285.0,5120,1900.0,142.5,32768,262144,20971520,8,512,8,1920.0,4,1382.0904117477685,285.0,1041.9
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,20,5120,7590,379.5,5120,2530.0,189.75,32768,262144,20971520,8,512,8,1920.0,4,2227.381446675127,380.0,854.995
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,20,5120,9925,496.25,5120,3308.3333333333335,248.125,32768,262144,20971520,8,512,8,1920.0,4,2731.051810778028,497.0,923.36
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,30,6112,200,6.666666666666667,7680,66.66666666666667,3.3333333333333335,32768,262144,20971520,8,512,8,2880.0,4,22.079319956945326,7.0,1811.65
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,30,6952,232,7.733333333333333,7680,77.33333333333333,3.8666666666666667,32768,262144,20971520,8,512,8,2880.0,4,30.768878980163496,8.0,1749.3
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,30,6336,330,11.0,7680,110.0,5.5,32768,262144,20971520,8,512,8,2880.0,4,38.44066450459991,11.0,1813.08
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,30,7200,375,12.5,7680,125.0,6.25,32768,262144,20971520,8,512,8,2880.0,4,43.588389990168395,13.0,2064.77
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,30,6900,522,17.4,7680,174.0,8.7,32768,262144,20971520,8,512,8,2880.0,4,59.19437696432325,18.0,2045.87
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,30,6848,693,23.1,7680,231.0,11.55,32768,262144,20971520,8,512,8,2880.0,4,75.71774839937038,24.0,2071.06
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,30,6996,912,30.4,7680,304.0,15.2,32768,262144,20971520,8,512,8,2880.0,4,95.74230027212074,31.0,2171.83
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,30,7044,1179,39.3,7680,393.0,19.65,32768,262144,20971520,8,512,8,2880.0,4,124.40972709931445,40.0,2207.03
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,30,7200,1500,50.0,7680,500.0,25.0,32768,262144,20971520,8,512,8,2880.0,4,149.0220428438373,50.0,2415.75
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,30,7568,1903,63.43333333333333,7680,634.3333333333334,31.716666666666665,32768,262144,20971520,8,512,8,2880.0,4,216.3418358587912,64.0,2213.46
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,30,7368,2587,86.23333333333333,7680,862.3333333333334,43.11666666666667,32768,262144,20971520,8,512,8,2880.0,4,286.17187041294244,87.0,2214.11
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,30,7296,3420,114.0,7680,1140.0,57.0,32768,262144,20971520,8,512,8,2880.0,4,411.11945905334335,114.0,2023.12
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,30,7520,4454,148.46666666666667,7680,1484.6666666666667,74.23333333333333,32768,262144,20971520,8,512,8,2880.0,4,744.628026332739,149.0,1474.97
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,30,7616,5700,190.0,7680,1900.0,95.0,32768,262144,20971520,8,512,8,2880.0,4,1320.1683214609864,190.0,1090.77
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,30,7568,7590,253.0,7680,2530.0,126.5,32768,262144,20971520,8,512,8,2880.0,4,2149.9549552600743,253.0,885.786
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,30,7628,9925,330.8333333333333,7680,3308.3333333333335,165.41666666666666,32768,262144,20971520,8,512,8,2880.0,4,2754.8873626103514,331.0,915.371
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,40,8000,200,5.0,10240,66.66666666666667,2.5,32768,262144,20971520,8,512,8,3840.0,4,27.63671537637752,5.0,1447.35
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,40,9200,232,5.8,10240,77.33333333333333,2.9,32768,262144,20971520,8,512,8,3840.0,4,31.234549274033494,6.0,1723.22
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,40,8448,330,8.25,10240,110.0,4.125,32768,262144,20971520,8,512,8,3840.0,4,38.83997235906467,9.0,1794.44
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,40,9600,375,9.375,10240,125.0,4.6875,32768,262144,20971520,8,512,8,3840.0,4,45.10102629890956,10.0,1995.52
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,40,9304,522,13.05,10240,174.0,6.525,32768,262144,20971520,8,512,8,3840.0,4,59.13974293862562,14.0,2047.76
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,40,9200,693,17.325,10240,231.0,8.6625,32768,262144,20971520,8,512,8,3840.0,4,75.40825943949682,18.0,2079.56
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,40,9100,912,22.8,10240,304.0,11.4,32768,262144,20971520,8,512,8,3840.0,4,90.65922567143356,23.0,2293.6
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,40,9392,1179,29.475,10240,393.0,14.7375,32768,262144,20971520,8,512,8,3840.0,4,127.13146709387065,30.0,2159.78
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,40,9600,1500,37.5,10240,500.0,18.75,32768,262144,20971520,8,512,8,3840.0,4,137.83386424895858,38.0,2611.84
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,40,10072,1903,47.575,10240,634.3333333333334,23.7875,32768,262144,20971520,8,512,8,3840.0,4,207.31479236657083,48.0,2309.84
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,40,9772,2587,64.675,10240,862.3333333333334,32.3375,32768,262144,20971520,8,512,8,3840.0,4,263.4402700859818,65.0,2405.16
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,40,9856,3420,85.5,10240,1140.0,42.75,32768,262144,20971520,8,512,8,3840.0,4,411.76668613919225,86.0,2019.94
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,40,9920,4454,111.35,10240,1484.6666666666667,55.675,32768,262144,20971520,8,512,8,3840.0,4,736.4890328377826,112.0,1491.27
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,40,10112,5700,142.5,10240,1900.0,71.25,32768,262144,20971520,8,512,8,3840.0,4,1285.324098041666,143.0,1120.34
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,40,10128,7590,189.75,10240,2530.0,94.875,32768,262144,20971520,8,512,8,3840.0,4,2090.810381152405,190.0,910.843
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,40,10188,9925,248.125,10240,3308.3333333333335,124.0625,32768,262144,20971520,8,512,8,3840.0,4,2727.7166088509434,249.0,924.489
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,50,10112,200,4.0,12800,66.66666666666667,2.0,32768,262144,20971520,8,512,8,4800.0,4,25.859505307663465,4.0,1546.82
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,50,11552,232,4.64,12800,77.33333333333333,2.32,32768,262144,20971520,8,512,8,4800.0,4,33.06975343913393,5.0,1627.59
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,50,10560,330,6.6,12800,110.0,3.3,32768,262144,20971520,8,512,8,4800.0,4,37.409222412469745,7.0,1863.07
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,50,12000,375,7.5,12800,125.0,3.75,32768,262144,20971520,8,512,8,4800.0,4,43.553585427938174,8.0,2066.42
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,50,11552,522,10.44,12800,174.0,5.22,32768,262144,20971520,8,512,8,4800.0,4,58.01694939613585,11.0,2087.39
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,50,11344,693,13.86,12800,231.0,6.93,32768,262144,20971520,8,512,8,4800.0,4,75.7199420569773,14.0,2071.0
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,50,11432,912,18.24,12800,304.0,9.12,32768,262144,20971520,8,512,8,4800.0,4,92.52662071543313,19.0,2247.31
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,50,11740,1179,23.58,12800,393.0,11.79,32768,262144,20971520,8,512,8,4800.0,4,125.16855469195177,24.0,2193.65
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,50,12000,1500,30.0,12800,500.0,15.0,32768,262144,20971520,8,512,8,4800.0,4,142.16886501856095,30.0,2532.2
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,50,12576,1903,38.06,12800,634.3333333333334,19.03,32768,262144,20971520,8,512,8,4800.0,4,199.1027437414505,39.0,2405.11
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,50,12332,2587,51.74,12800,862.3333333333334,25.87,32768,262144,20971520,8,512,8,4800.0,4,267.59579527073544,52.0,2367.81
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,50,12224,3420,68.4,12800,1140.0,34.2,32768,262144,20971520,8,512,8,4800.0,4,396.79224490380074,69.0,2096.17
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,50,12480,4454,89.08,12800,1484.6666666666667,44.54,32768,262144,20971520,8,512,8,4800.0,4,709.6316493399926,90.0,1547.71
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,50,12672,5700,114.0,12800,1900.0,57.0,32768,262144,20971520,8,512,8,4800.0,4,1246.7748359278949,114.0,1154.98
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,50,12576,7590,151.8,12800,2530.0,75.9,32768,262144,20971520,8,512,8,4800.0,4,2060.601863673939,152.0,924.196
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,50,12696,9925,198.5,12800,3308.3333333333335,99.25,32768,262144,20971520,8,512,8,4800.0,4,2666.683586281576,199.0,945.648
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,60,12000,200,3.3333333333333335,15360,66.66666666666667,1.6666666666666667,32768,262144,20971520,8,512,8,5760.0,4,23.53190337800473,4.0,1699.82
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,60,13800,232,3.8666666666666667,15360,77.33333333333333,1.9333333333333333,32768,262144,20971520,8,512,8,5760.0,4,33.80840813301257,4.0,1592.03
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,60,12672,330,5.5,15360,110.0,2.75,32768,262144,20971520,8,512,8,5760.0,4,41.9799785570587,6.0,1660.22
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,60,14400,375,6.25,15360,125.0,3.125,32768,262144,20971520,8,512,8,5760.0,4,46.96011520881598,7.0,1916.52
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,60,13800,522,8.7,15360,174.0,4.35,32768,262144,20971520,8,512,8,5760.0,4,60.85566979226339,9.0,1990.02
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,60,13696,693,11.55,15360,231.0,5.775,32768,262144,20971520,8,512,8,5760.0,4,76.53630466931197,12.0,2048.91
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,60,13764,912,15.2,15360,304.0,7.6,32768,262144,20971520,8,512,8,5760.0,4,97.10736468500443,16.0,2141.3
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,60,14088,1179,19.65,15360,393.0,9.825,32768,262144,20971520,8,512,8,5760.0,4,125.42871499703075,20.0,2189.1
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,60,14400,1500,25.0,15360,500.0,12.5,32768,262144,20971520,8,512,8,5760.0,4,142.79651100524777,25.0,2521.07
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,60,15080,1903,31.716666666666665,15360,634.3333333333334,15.858333333333333,32768,262144,20971520,8,512,8,5760.0,4,191.857944734027,32.0,2495.93
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,60,14736,2587,43.11666666666667,15360,862.3333333333334,21.558333333333334,32768,262144,20971520,8,512,8,5760.0,4,256.5049652051057,44.0,2470.19
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,60,14592,3420,57.0,15360,1140.0,28.5,32768,262144,20971520,8,512,8,5760.0,4,385.0737976629197,57.0,2159.96
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,60,14880,4454,74.23333333333333,15360,1484.6666666666667,37.11666666666667,32768,262144,20971520,8,512,8,5760.0,4,703.1170577126212,75.0,1562.05
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,60,15168,5700,95.0,15360,1900.0,47.5,32768,262144,20971520,8,512,8,5760.0,4,1242.22530861535,95.0,1159.21
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,60,15136,7590,126.5,15360,2530.0,63.25,32768,262144,20971520,8,512,8,5760.0,4,2017.941496226691,127.0,943.734
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,60,15256,9925,165.41666666666666,15360,3308.3333333333335,82.70833333333333,32768,262144,20971520,8,512,8,5760.0,4,2625.719881591127,166.0,960.401
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,70,14112,200,2.857142857142857,17920,66.66666666666667,1.4285714285714286,32768,262144,20971520,8,512,8,6720.0,4,23.10429277759808,3.0,1731.28
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,70,16152,232,3.3142857142857145,17920,77.33333333333333,1.6571428571428573,32768,262144,20971520,8,512,8,6720.0,4,31.78889302314593,4.0,1693.17
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,70,14784,330,4.714285714285714,17920,110.0,2.357142857142857,32768,262144,20971520,8,512,8,6720.0,4,43.20999900803491,5.0,1612.96
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,70,16800,375,5.357142857142857,17920,125.0,2.6785714285714284,32768,262144,20971520,8,512,8,6720.0,4,51.837943070418966,6.0,1736.18
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,70,16204,522,7.457142857142857,17920,174.0,3.7285714285714286,32768,262144,20971520,8,512,8,6720.0,4,58.14285097005575,8.0,2082.87
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,70,15840,693,9.9,17920,231.0,4.95,32768,262144,20971520,8,512,8,6720.0,4,71.2466436168521,10.0,2201.03
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,70,16096,912,13.028571428571428,17920,304.0,6.514285714285714,32768,262144,20971520,8,512,8,6720.0,4,94.65274964380494,14.0,2196.83
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,70,16436,1179,16.84285714285714,17920,393.0,8.42142857142857,32768,262144,20971520,8,512,8,6720.0,4,115.97915065090857,17.0,2367.46
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,70,16800,1500,21.428571428571427,17920,500.0,10.714285714285714,32768,262144,20971520,8,512,8,6720.0,4,142.19188795279229,22.0,2531.79
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,70,17584,1903,27.185714285714287,17920,634.3333333333334,13.592857142857143,32768,262144,20971520,8,512,8,6720.0,4,193.03116786791142,28.0,2480.76
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,70,17140,2587,36.957142857142856,17920,862.3333333333334,18.478571428571428,32768,262144,20971520,8,512,8,6720.0,4,262.7770888716547,37.0,2411.23
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,70,17152,3420,48.857142857142854,17920,1140.0,24.428571428571427,32768,262144,20971520,8,512,8,6720.0,4,389.57564402810306,49.0,2135.0
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,70,17280,4454,63.628571428571426,17920,1484.6666666666667,31.814285714285713,32768,262144,20971520,8,512,8,6720.0,4,662.0835995804348,64.0,1658.86
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,70,17728,5700,81.42857142857143,17920,1900.0,40.714285714285715,32768,262144,20971520,8,512,8,6720.0,4,1188.6189733303618,82.0,1211.49
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,70,17584,7590,108.42857142857143,17920,2530.0,54.214285714285715,32768,262144,20971520,8,512,8,6720.0,4,2021.5551877984856,109.0,942.047
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,70,17816,9925,141.78571428571428,17920,3308.3333333333335,70.89285714285714,32768,262144,20971520,8,512,8,6720.0,4,2721.8518242683876,142.0,926.481
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,80,16000,200,2.5,20480,66.66666666666667,1.25,32768,262144,20971520,8,512,8,7680.0,4,23.17752243873891,3.0,1725.81
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,80,18400,232,2.9,20480,77.33333333333333,1.45,32768,262144,20971520,8,512,8,7680.0,4,34.77654082483152,3.0,1547.71
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,80,16896,330,4.125,20480,110.0,2.0625,32768,262144,20971520,8,512,8,7680.0,4,39.725043603159946,5.0,1754.46
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,80,19200,375,4.6875,20480,125.0,2.34375,32768,262144,20971520,8,512,8,7680.0,4,52.02943709930107,5.0,1729.79
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,80,18452,522,6.525,20480,174.0,3.2625,32768,262144,20971520,8,512,8,7680.0,4,63.24563144316437,7.0,1914.82
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,80,18192,693,8.6625,20480,231.0,4.33125,32768,262144,20971520,8,512,8,7680.0,4,75.10344827586206,9.0,2088.0
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,80,18200,912,11.4,20480,304.0,5.7,32768,262144,20971520,8,512,8,7680.0,4,93.2469337877531,12.0,2229.95
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,80,18784,1179,14.7375,20480,393.0,7.36875,32768,262144,20971520,8,512,8,7680.0,4,120.36894157256086,15.0,2281.12
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,80,19200,1500,18.75,20480,500.0,9.375,32768,262144,20971520,8,512,8,7680.0,4,145.1724124025631,19.0,2479.81
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,80,20088,1903,23.7875,20480,634.3333333333334,11.89375,32768,262144,20971520,8,512,8,7680.0,4,195.52412489332946,24.0,2449.13
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,80,19544,2587,32.3375,20480,862.3333333333334,16.16875,32768,262144,20971520,8,512,8,7680.0,4,258.5923885317825,33.0,2450.25
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,80,19520,3420,42.75,20480,1140.0,21.375,32768,262144,20971520,8,512,8,7680.0,4,377.27831478869086,43.0,2204.59
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,80,19840,4454,55.675,20480,1484.6666666666667,27.8375,32768,262144,20971520,8,512,8,7680.0,4,666.7176582712632,56.0,1647.33
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,80,20224,5700,71.25,20480,1900.0,35.625,32768,262144,20971520,8,512,8,7680.0,4,1205.0814266825112,72.0,1194.94
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,80,20144,7590,94.875,20480,2530.0,47.4375,32768,262144,20971520,8,512,8,7680.0,4,2015.0888293988803,95.0,945.07
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,80,20324,9925,124.0625,20480,3308.3333333333335,62.03125,32768,262144,20971520,8,512,8,7680.0,4,2580.5944565823606,125.0,977.195
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,90,18112,200,2.2222222222222223,23040,66.66666666666667,1.1111111111111112,32768,262144,20971520,8,512,8,8640.0,4,25.32527145525341,3.0,1579.45
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,90,20752,232,2.577777777777778,23040,77.33333333333333,1.288888888888889,32768,262144,20971520,8,512,8,8640.0,4,39.02976686849643,3.0,1379.05
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,90,19008,330,3.6666666666666665,23040,110.0,1.8333333333333333,32768,262144,20971520,8,512,8,8640.0,4,40.645229014311205,4.0,1714.74
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,90,21600,375,4.166666666666667,23040,125.0,2.0833333333333335,32768,262144,20971520,8,512,8,8640.0,4,47.85121462333119,5.0,1880.83
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,90,20700,522,5.8,23040,174.0,2.9,32768,262144,20971520,8,512,8,8640.0,4,62.43053479188791,6.0,1939.82
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,90,20544,693,7.7,23040,231.0,3.85,32768,262144,20971520,8,512,8,8640.0,4,77.72287287560157,8.0,2017.63
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,90,20532,912,10.133333333333333,23040,304.0,5.066666666666666,32768,262144,20971520,8,512,8,8640.0,4,98.7416067544851,11.0,2105.86
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,90,20920,1179,13.1,23040,393.0,6.55,32768,262144,20971520,8,512,8,8640.0,4,119.72964723324466,14.0,2293.3
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,90,21600,1500,16.666666666666668,23040,500.0,8.333333333333334,32768,262144,20971520,8,512,8,8640.0,4,144.76668436037252,17.0,2486.76
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,90,22592,1903,21.144444444444446,23040,634.3333333333334,10.572222222222223,32768,262144,20971520,8,512,8,8640.0,4,199.8013935828431,22.0,2396.7
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,90,22104,2587,28.744444444444444,23040,862.3333333333334,14.372222222222222,32768,262144,20971520,8,512,8,8640.0,4,251.4858165739892,29.0,2519.49
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,90,21888,3420,38.0,23040,1140.0,19.0,32768,262144,20971520,8,512,8,8640.0,4,383.2409493662137,38.0,2170.29
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,90,22240,4454,49.48888888888889,23040,1484.6666666666667,24.744444444444444,32768,262144,20971520,8,512,8,8640.0,4,664.1936634836931,50.0,1653.59
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,90,22784,5700,63.333333333333336,23040,1900.0,31.666666666666668,32768,262144,20971520,8,512,8,8640.0,4,1207.9320873737545,64.0,1192.12
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,90,22592,7590,84.33333333333333,23040,2530.0,42.166666666666664,32768,262144,20971520,8,512,8,8640.0,4,1958.9549360130268,85.0,972.151
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,90,22884,9925,110.27777777777777,23040,3308.3333333333335,55.138888888888886,32768,262144,20971520,8,512,8,8640.0,4,2598.5948439139097,111.0,970.426
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,100,20000,200,2.0,25600,66.66666666666667,1.0,32768,262144,20971520,8,512,8,9600.0,4,37.826489890870576,2.0,1057.46
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,100,23000,232,2.32,25600,77.33333333333333,1.16,32768,262144,20971520,8,512,8,9600.0,4,36.34448390886869,3.0,1480.94
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,100,21120,330,3.3,25600,110.0,1.65,32768,262144,20971520,8,512,8,9600.0,4,40.56503291369105,4.0,1718.13
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,100,24000,375,3.75,25600,125.0,1.875,32768,262144,20971520,8,512,8,9600.0,4,49.18597216073976,4.0,1829.79
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,100,23104,522,5.22,25600,174.0,2.61,32768,262144,20971520,8,512,8,9600.0,4,70.55574652039407,6.0,1716.43
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,100,22688,693,6.93,25600,231.0,3.465,32768,262144,20971520,8,512,8,9600.0,4,76.44154134880208,7.0,2051.45
openmp,marvin,dmatdmatadd,455,3,4,64,256,28,100,22864,912,9.12,25600,304.0,4.56,32768,262144,20971520,8,512,8,9600.0,4,100.75053176798927,10.0,2063.87
openmp,marvin,dmatdmatadd,523,3,4,64,256,44,100,23268,1179,11.79,25600,393.0,5.895,32768,262144,20971520,8,512,8,9600.0,4,123.13322062325386,12.0,2229.91
openmp,marvin,dmatdmatadd,600,3,4,64,256,96,100,24000,1500,15.0,25600,500.0,7.5,32768,262144,20971520,8,512,8,9600.0,4,144.96547003040249,15.0,2483.35
openmp,marvin,dmatdmatadd,690,3,4,64,256,200,100,25096,1903,19.03,25600,634.3333333333334,9.515,32768,262144,20971520,8,512,8,9600.0,4,195.5616541291972,20.0,2448.66
openmp,marvin,dmatdmatadd,793,3,4,64,256,100,100,24508,2587,25.87,25600,862.3333333333334,12.935,32768,262144,20971520,8,512,8,9600.0,4,256.43644899528505,26.0,2470.85
openmp,marvin,dmatdmatadd,912,3,4,64,256,64,100,24448,3420,34.2,25600,1140.0,17.1,32768,262144,20971520,8,512,8,9600.0,4,373.5254228154163,35.0,2226.74
openmp,marvin,dmatdmatadd,1048,3,4,64,256,96,100,24800,4454,44.54,25600,1484.6666666666667,22.27,32768,262144,20971520,8,512,8,9600.0,4,644.4311447515109,45.0,1704.3
openmp,marvin,dmatdmatadd,1200,3,4,64,256,192,100,25280,5700,57.0,25600,1900.0,28.5,32768,262144,20971520,8,512,8,9600.0,4,1145.211188077079,57.0,1257.41
openmp,marvin,dmatdmatadd,1380,3,4,64,256,144,100,25152,7590,75.9,25600,2530.0,37.95,32768,262144,20971520,8,512,8,9600.0,4,1956.360946745562,76.0,973.44
openmp,marvin,dmatdmatadd,1587,3,4,64,256,204,100,25392,9925,99.25,25600,3308.3333333333335,49.625,32768,262144,20971520,8,512,8,9600.0,4,2588.2676552759012,100.0,974.298
openmp,marvin,dmatdmatadd,200,3,4,64,256,32,200,40000,200,1.0,51200,66.66666666666667,0.5,32768,262144,20971520,8,512,8,19200.0,4,44.44558027594039,1.0,899.977
openmp,marvin,dmatdmatadd,230,3,4,64,256,152,200,46000,232,1.16,51200,77.33333333333333,0.58,32768,262144,20971520,8,512,8,19200.0,4,50.317381671325336,2.0,1069.69
openmp,marvin,dmatdmatadd,264,3,4,64,256,32,200,42240,330,1.65,51200,110.0,0.825,32768,262144,20971520,8,512,8,19200.0,4,52.903803675393384,2.0,1317.41
openmp,marvin,dmatdmatadd,300,3,4,64,256,176,200,48000,375,1.875,51200,125.0,0.9375,32768,262144,20971520,8,512,8,19200.0,4,61.26658452406075,2.0,1468.99
openmp,marvin,dmatdmatadd,345,3,4,64,256,100,200,46052,522,2.61,51200,174.0,1.305,32768,262144,20971520,8,512,8,19200.0,4,66.67584278014216,3.0,1816.31
openmp,marvin,dmatdmatadd,396,3,4,64,256,48,200,45376,693,3.465,51200,231.0,1.7325,32768,262144,20971520,8,512,8,19200.0,4,82.96133274786666,4.0,1890.23
