runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,num_elements_uncomplete,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,6,1536,4454,742.3333333333334,1536,1113.5,247.44444444444446,32768,262144,20971520,8,512,8,576.0,4,736.3902726839963,743.0,1491.47
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,6,1536,5700,950.0,1536,1425.0,316.6666666666667,32768,262144,20971520,8,512,8,576.0,4,1299.4982492870809,950.0,1108.12
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,6,1536,7590,1265.0,1536,1897.5,421.6666666666667,32768,262144,20971520,8,512,8,576.0,4,2127.887799841783,1265.0,894.972
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,6,1536,9925,1654.1666666666667,1536,2481.25,551.3888888888889,32768,262144,20971520,8,512,8,576.0,4,3151.494549935389,1655.0,800.174
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,7,1568,200,28.571428571428573,1792,50.0,9.523809523809524,32768,262144,20971520,8,512,8,672.0,4,21.800503591632967,29.0,1834.82
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,7,1688,232,33.142857142857146,1792,58.0,11.047619047619047,32768,262144,20971520,8,512,8,672.0,4,28.155339805825243,34.0,1911.68
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,7,1568,330,47.142857142857146,1792,82.5,15.714285714285714,32768,262144,20971520,8,512,8,672.0,4,37.48769612246325,48.0,1859.17
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,7,1712,375,53.57142857142857,1792,93.75,17.857142857142858,32768,262144,20971520,8,512,8,672.0,4,44.44949302883784,54.0,2024.77
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,7,1636,522,74.57142857142857,1792,130.5,24.857142857142858,32768,262144,20971520,8,512,8,672.0,4,60.83152083825177,75.0,1990.81
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,7,1584,693,99.0,1792,173.25,33.0,32768,262144,20971520,8,512,8,672.0,4,69.41003067362466,99.0,2259.27
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,7,1792,912,130.28571428571428,1792,228.0,43.42857142857143,32768,262144,20971520,8,512,8,672.0,4,103.63636363636363,131.0,2006.4
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,7,1792,1179,168.42857142857142,1792,294.75,56.142857142857146,32768,262144,20971520,8,512,8,672.0,4,131.85555128697655,169.0,2082.4
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,7,1792,1500,214.28571428571428,1792,375.0,71.42857142857143,32768,262144,20971520,8,512,8,672.0,4,173.14934612073318,215.0,2079.13
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,7,1792,1903,271.85714285714283,1792,475.75,90.61904761904762,32768,262144,20971520,8,512,8,672.0,4,221.7291450585272,272.0,2159.68
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,7,1792,2587,369.57142857142856,1792,646.75,123.19047619047619,32768,262144,20971520,8,512,8,672.0,4,302.9814418989418,370.0,2091.27
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,7,1792,3420,488.57142857142856,1792,855.0,162.85714285714286,32768,262144,20971520,8,512,8,672.0,4,433.6449377746959,489.0,1918.03
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,7,1792,4454,636.2857142857143,1792,1113.5,212.0952380952381,32768,262144,20971520,8,512,8,672.0,4,732.3735538292268,637.0,1499.65
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,7,1792,5700,814.2857142857143,1792,1425.0,271.42857142857144,32768,262144,20971520,8,512,8,672.0,4,1249.0675363877663,815.0,1152.86
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,7,1792,7590,1084.2857142857142,1792,1897.5,361.42857142857144,32768,262144,20971520,8,512,8,672.0,4,2081.9895441356857,1085.0,914.702
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,7,1792,9925,1417.857142857143,1792,2481.25,472.6190476190476,32768,262144,20971520,8,512,8,672.0,4,3070.198036919166,1418.0,821.362
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,8,1600,200,25.0,2048,50.0,8.333333333333334,32768,262144,20971520,8,512,8,768.0,4,20.65550236763696,25.0,1936.53
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,8,1840,232,29.0,2048,58.0,9.666666666666666,32768,262144,20971520,8,512,8,768.0,4,25.783705066298765,29.0,2087.52
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,8,1824,330,41.25,2048,82.5,13.75,32768,262144,20971520,8,512,8,768.0,4,36.65933788489254,42.0,1901.18
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,8,1968,375,46.875,2048,93.75,15.625,32768,262144,20971520,8,512,8,768.0,4,43.5814246283473,47.0,2065.1
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,8,1892,522,65.25,2048,130.5,21.75,32768,262144,20971520,8,512,8,768.0,4,59.72834610718196,66.0,2027.58
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,8,1840,693,86.625,2048,173.25,28.875,32768,262144,20971520,8,512,8,768.0,4,75.629741447911,87.0,2073.47
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,8,1820,912,114.0,2048,228.0,38.0,32768,262144,20971520,8,512,8,768.0,4,86.48900461278019,114.0,2404.19
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,8,2048,1179,147.375,2048,294.75,49.125,32768,262144,20971520,8,512,8,768.0,4,128.03491657884675,148.0,2144.54
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,8,2048,1500,187.5,2048,375.0,62.5,32768,262144,20971520,8,512,8,768.0,4,168.63327415554545,188.0,2134.81
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,8,2048,1903,237.875,2048,475.75,79.29166666666667,32768,262144,20971520,8,512,8,768.0,4,213.4003574022826,238.0,2243.97
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,8,2048,2587,323.375,2048,646.75,107.79166666666667,32768,262144,20971520,8,512,8,768.0,4,295.32598765777357,324.0,2145.48
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,8,2048,3420,427.5,2048,855.0,142.5,32768,262144,20971520,8,512,8,768.0,4,425.3465954128206,428.0,1955.45
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,8,2048,4454,556.75,2048,1113.5,185.58333333333334,32768,262144,20971520,8,512,8,768.0,4,706.413851655561,557.0,1554.76
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,8,2048,5700,712.5,2048,1425.0,237.5,32768,262144,20971520,8,512,8,768.0,4,1199.9500020832465,713.0,1200.05
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,8,2048,7590,948.75,2048,1897.5,316.25,32768,262144,20971520,8,512,8,768.0,4,2038.7080474585198,949.0,934.121
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,8,2048,9925,1240.625,2048,2481.25,413.5416666666667,32768,262144,20971520,8,512,8,768.0,4,3021.4240954876527,1241.0,834.621
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,9,1856,200,22.22222222222222,2304,50.0,7.407407407407407,32768,262144,20971520,8,512,8,864.0,4,20.888492007540744,23.0,1914.93
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,9,2096,232,25.77777777777778,2304,58.0,8.592592592592593,32768,262144,20971520,8,512,8,864.0,4,26.727712422844487,26.0,2013.79
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,9,2080,330,36.666666666666664,2304,82.5,12.222222222222221,32768,262144,20971520,8,512,8,864.0,4,35.17530622441821,37.0,1981.39
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,9,2224,375,41.666666666666664,2304,93.75,13.88888888888889,32768,262144,20971520,8,512,8,864.0,4,43.08528972463712,42.0,2088.88
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,9,2148,522,58.0,2304,130.5,19.333333333333332,32768,262144,20971520,8,512,8,864.0,4,57.253619008897424,58.0,2115.22
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,9,2096,693,77.0,2304,173.25,25.666666666666668,32768,262144,20971520,8,512,8,864.0,4,74.22469612632058,77.0,2112.72
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,9,2076,912,101.33333333333333,2304,228.0,33.77777777777778,32768,262144,20971520,8,512,8,864.0,4,98.52452025586354,102.0,2110.5
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,9,2092,1179,131.0,2304,294.75,43.666666666666664,32768,262144,20971520,8,512,8,864.0,4,111.64666799494171,131.0,2459.33
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,9,2304,1500,166.66666666666666,2304,375.0,55.55555555555556,32768,262144,20971520,8,512,8,864.0,4,166.22033428756117,167.0,2165.8
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,9,2304,1903,211.44444444444446,2304,475.75,70.48148148148148,32768,262144,20971520,8,512,8,864.0,4,212.28217165604954,212.0,2255.79
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,9,2304,2587,287.44444444444446,2304,646.75,95.81481481481481,32768,262144,20971520,8,512,8,864.0,4,291.0955316861614,288.0,2176.66
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,9,2304,3420,380.0,2304,855.0,126.66666666666667,32768,262144,20971520,8,512,8,864.0,4,416.1570675913,380.0,1998.63
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,9,2304,4454,494.8888888888889,2304,1113.5,164.96296296296296,32768,262144,20971520,8,512,8,864.0,4,684.3996335923528,495.0,1604.77
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,9,2304,5700,633.3333333333334,2304,1425.0,211.11111111111111,32768,262144,20971520,8,512,8,864.0,4,1189.8564735628765,634.0,1210.23
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,9,2304,7590,843.3333333333334,2304,1897.5,281.1111111111111,32768,262144,20971520,8,512,8,864.0,4,2010.1902840802936,844.0,947.373
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,9,2304,9925,1102.7777777777778,2304,2481.25,367.5925925925926,32768,262144,20971520,8,512,8,864.0,4,2941.238081352967,1103.0,857.375
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,10,2112,200,20.0,2560,50.0,6.666666666666667,32768,262144,20971520,8,512,8,960.0,4,21.31934784114954,20.0,1876.23
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,10,2352,232,23.2,2560,58.0,7.733333333333333,32768,262144,20971520,8,512,8,960.0,4,26.93893893893894,24.0,1998.0
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,10,2112,330,33.0,2560,82.5,11.0,32768,262144,20971520,8,512,8,960.0,4,31.838323298584783,33.0,2189.06
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,10,2400,375,37.5,2560,93.75,12.5,32768,262144,20971520,8,512,8,960.0,4,39.34305835449844,38.0,2287.57
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,10,2404,522,52.2,2560,130.5,17.4,32768,262144,20971520,8,512,8,960.0,4,57.2774482817333,53.0,2114.34
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,10,2352,693,69.3,2560,173.25,23.1,32768,262144,20971520,8,512,8,960.0,4,72.5445839983346,70.0,2161.65
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,10,2332,912,91.2,2560,228.0,30.4,32768,262144,20971520,8,512,8,960.0,4,95.73524739984991,92.0,2171.99
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,10,2348,1179,117.9,2560,294.75,39.3,32768,262144,20971520,8,512,8,960.0,4,123.47097998480086,118.0,2223.81
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,10,2400,1500,150.0,2560,375.0,50.0,32768,262144,20971520,8,512,8,960.0,4,140.2890734296392,150.0,2566.13
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,10,2560,1903,190.3,2560,475.75,63.43333333333333,32768,262144,20971520,8,512,8,960.0,4,208.5117870921109,191.0,2296.58
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,10,2560,2587,258.7,2560,646.75,86.23333333333333,32768,262144,20971520,8,512,8,960.0,4,284.63179835496317,259.0,2226.09
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,10,2560,3420,342.0,2560,855.0,114.0,32768,262144,20971520,8,512,8,960.0,4,400.5432113034182,342.0,2076.54
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,10,2560,4454,445.4,2560,1113.5,148.46666666666667,32768,262144,20971520,8,512,8,960.0,4,676.1373570223716,446.0,1624.38
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,10,2560,5700,570.0,2560,1425.0,190.0,32768,262144,20971520,8,512,8,960.0,4,1164.7375700662444,570.0,1236.33
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,10,2560,7590,759.0,2560,1897.5,253.0,32768,262144,20971520,8,512,8,960.0,4,1980.640806567191,759.0,961.507
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,10,2560,9925,992.5,2560,2481.25,330.8333333333333,32768,262144,20971520,8,512,8,960.0,4,2865.461883897242,993.0,880.048
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,20,4000,200,10.0,5120,50.0,3.3333333333333335,32768,262144,20971520,8,512,8,1920.0,4,19.43105860407275,10.0,2058.56
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,20,4600,232,11.6,5120,58.0,3.8666666666666667,32768,262144,20971520,8,512,8,1920.0,4,24.79180484928882,12.0,2171.04
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,20,4224,330,16.5,5120,82.5,5.5,32768,262144,20971520,8,512,8,1920.0,4,31.129572557952564,17.0,2238.9
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,20,4800,375,18.75,5120,93.75,6.25,32768,262144,20971520,8,512,8,1920.0,4,37.42577221843344,19.0,2404.76
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,20,4652,522,26.1,5120,130.5,8.7,32768,262144,20971520,8,512,8,1920.0,4,53.801522919313705,27.0,2250.94
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,20,4704,693,34.65,5120,173.25,11.55,32768,262144,20971520,8,512,8,1920.0,4,66.37545713124746,35.0,2362.56
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,20,4664,912,45.6,5120,228.0,15.2,32768,262144,20971520,8,512,8,1920.0,4,86.69996747750527,46.0,2398.34
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,20,4696,1179,58.95,5120,294.75,19.65,32768,262144,20971520,8,512,8,1920.0,4,112.59575166078898,59.0,2438.6
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,20,4800,1500,75.0,5120,375.0,25.0,32768,262144,20971520,8,512,8,1920.0,4,132.71351207877282,75.0,2712.61
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,20,5064,1903,95.15,5120,475.75,31.716666666666665,32768,262144,20971520,8,512,8,1920.0,4,191.5662891592292,96.0,2499.73
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,20,4964,2587,129.35,5120,646.75,43.11666666666667,32768,262144,20971520,8,512,8,1920.0,4,265.0846776892697,130.0,2390.24
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,20,4928,3420,171.0,5120,855.0,57.0,32768,262144,20971520,8,512,8,1920.0,4,375.2815477909327,171.0,2216.32
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,20,4960,4454,222.7,5120,1113.5,74.23333333333333,32768,262144,20971520,8,512,8,1920.0,4,620.8544844037942,223.0,1769.02
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,20,5056,5700,285.0,5120,1425.0,95.0,32768,262144,20971520,8,512,8,1920.0,4,1068.122478044149,285.0,1348.16
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,20,5120,7590,379.5,5120,1897.5,126.5,32768,262144,20971520,8,512,8,1920.0,4,1839.2181101753843,380.0,1035.44
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,20,5120,9925,496.25,5120,2481.25,165.41666666666666,32768,262144,20971520,8,512,8,1920.0,4,2760.9831937373406,497.0,913.35
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,30,6112,200,6.666666666666667,7680,50.0,2.2222222222222223,32768,262144,20971520,8,512,8,2880.0,4,19.97403375611705,7.0,2002.6
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,30,6952,232,7.733333333333333,7680,58.0,2.577777777777778,32768,262144,20971520,8,512,8,2880.0,4,25.15010910654125,8.0,2140.11
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,30,6336,330,11.0,7680,82.5,3.6666666666666665,32768,262144,20971520,8,512,8,2880.0,4,35.31736781830528,11.0,1973.42
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,30,7200,375,12.5,7680,93.75,4.166666666666667,32768,262144,20971520,8,512,8,2880.0,4,37.332625396140635,13.0,2410.76
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,30,6900,522,17.4,7680,130.5,5.8,32768,262144,20971520,8,512,8,2880.0,4,47.16493941978525,18.0,2567.67
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,30,6848,693,23.1,7680,173.25,7.7,32768,262144,20971520,8,512,8,2880.0,4,66.12941995066102,24.0,2371.35
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,30,6996,912,30.4,7680,228.0,10.133333333333333,32768,262144,20971520,8,512,8,2880.0,4,83.80562395966419,31.0,2481.17
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,30,7044,1179,39.3,7680,294.75,13.1,32768,262144,20971520,8,512,8,2880.0,4,109.79658265254302,40.0,2500.77
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,30,7200,1500,50.0,7680,375.0,16.666666666666668,32768,262144,20971520,8,512,8,2880.0,4,131.01628605222456,50.0,2747.75
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,30,7568,1903,63.43333333333333,7680,475.75,21.144444444444446,32768,262144,20971520,8,512,8,2880.0,4,186.1263453293895,64.0,2572.79
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,30,7368,2587,86.23333333333333,7680,646.75,28.744444444444444,32768,262144,20971520,8,512,8,2880.0,4,258.33197429792233,87.0,2452.72
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,30,7296,3420,114.0,7680,855.0,38.0,32768,262144,20971520,8,512,8,2880.0,4,342.1026870730112,114.0,2431.27
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,30,7520,4454,148.46666666666667,7680,1113.5,49.48888888888889,32768,262144,20971520,8,512,8,2880.0,4,588.3981570770385,149.0,1866.6
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,30,7616,5700,190.0,7680,1425.0,63.333333333333336,32768,262144,20971520,8,512,8,2880.0,4,1036.4036792330612,190.0,1389.42
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,30,7568,7590,253.0,7680,1897.5,84.33333333333333,32768,262144,20971520,8,512,8,2880.0,4,1763.3659882590418,253.0,1079.98
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,30,7628,9925,330.8333333333333,7680,2481.25,110.27777777777777,32768,262144,20971520,8,512,8,2880.0,4,2725.2522086834356,331.0,925.325
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,40,8000,200,5.0,10240,50.0,1.6666666666666667,32768,262144,20971520,8,512,8,3840.0,4,23.348938207035033,5.0,1713.14
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,40,9200,232,5.8,10240,58.0,1.9333333333333333,32768,262144,20971520,8,512,8,3840.0,4,26.82481933715425,6.0,2006.5
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,40,8448,330,8.25,10240,82.5,2.75,32768,262144,20971520,8,512,8,3840.0,4,34.28672629062251,9.0,2032.74
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,40,9600,375,9.375,10240,93.75,3.125,32768,262144,20971520,8,512,8,3840.0,4,41.10302244225026,10.0,2189.62
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,40,9304,522,13.05,10240,130.5,4.35,32768,262144,20971520,8,512,8,3840.0,4,51.82604825526161,14.0,2336.74
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,40,9200,693,17.325,10240,173.25,5.775,32768,262144,20971520,8,512,8,3840.0,4,62.333202160769865,18.0,2515.77
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,40,9100,912,22.8,10240,228.0,7.6,32768,262144,20971520,8,512,8,3840.0,4,79.90838450837376,23.0,2602.18
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,40,9392,1179,29.475,10240,294.75,9.825,32768,262144,20971520,8,512,8,3840.0,4,103.52256318029808,30.0,2652.33
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,40,9600,1500,37.5,10240,375.0,12.5,32768,262144,20971520,8,512,8,3840.0,4,131.4799529593946,38.0,2738.06
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,40,10072,1903,47.575,10240,475.75,15.858333333333333,32768,262144,20971520,8,512,8,3840.0,4,179.3706385385569,48.0,2669.69
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,40,9772,2587,64.675,10240,646.75,21.558333333333334,32768,262144,20971520,8,512,8,3840.0,4,248.75683612536463,65.0,2547.13
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,40,9856,3420,85.5,10240,855.0,28.5,32768,262144,20971520,8,512,8,3840.0,4,350.7500010542607,86.0,2371.33
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,40,9920,4454,111.35,10240,1113.5,37.11666666666667,32768,262144,20971520,8,512,8,3840.0,4,584.2197930796032,112.0,1879.95
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,40,10112,5700,142.5,10240,1425.0,47.5,32768,262144,20971520,8,512,8,3840.0,4,1009.0817356205853,143.0,1427.04
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,40,10128,7590,189.75,10240,1897.5,63.25,32768,262144,20971520,8,512,8,3840.0,4,1747.6690404522428,190.0,1089.68
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,40,10188,9925,248.125,10240,2481.25,82.70833333333333,32768,262144,20971520,8,512,8,3840.0,4,2633.1966827960246,249.0,957.674
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,50,10112,200,4.0,12800,50.0,1.3333333333333333,32768,262144,20971520,8,512,8,4800.0,4,19.722893348454217,4.0,2028.1
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,50,11552,232,4.64,12800,58.0,1.5466666666666666,32768,262144,20971520,8,512,8,4800.0,4,26.681604346468248,5.0,2017.27
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,50,10560,330,6.6,12800,82.5,2.2,32768,262144,20971520,8,512,8,4800.0,4,32.99265788389894,7.0,2112.47
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,50,12000,375,7.5,12800,93.75,2.5,32768,262144,20971520,8,512,8,4800.0,4,39.451363044593194,8.0,2281.29
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,50,11552,522,10.44,12800,130.5,3.48,32768,262144,20971520,8,512,8,4800.0,4,50.404974569428376,11.0,2402.62
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,50,11344,693,13.86,12800,173.25,4.62,32768,262144,20971520,8,512,8,4800.0,4,60.083909653441644,14.0,2609.95
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,50,11432,912,18.24,12800,228.0,6.08,32768,262144,20971520,8,512,8,4800.0,4,78.68912015137181,19.0,2642.5
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,50,11740,1179,23.58,12800,294.75,7.86,32768,262144,20971520,8,512,8,4800.0,4,102.10132936692386,24.0,2689.25
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,50,12000,1500,30.0,12800,375.0,10.0,32768,262144,20971520,8,512,8,4800.0,4,125.4088852195178,30.0,2870.61
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,50,12576,1903,38.06,12800,475.75,12.686666666666667,32768,262144,20971520,8,512,8,4800.0,4,178.61794743634695,39.0,2680.94
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,50,12332,2587,51.74,12800,646.75,17.246666666666666,32768,262144,20971520,8,512,8,4800.0,4,245.27007672238264,52.0,2583.34
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,50,12224,3420,68.4,12800,855.0,22.8,32768,262144,20971520,8,512,8,4800.0,4,349.17151193299884,69.0,2382.05
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,50,12480,4454,89.08,12800,1113.5,29.69333333333333,32768,262144,20971520,8,512,8,4800.0,4,558.4359984746409,90.0,1966.75
openmp,marvin,dmatdmatadd,1200,4,4,64,256,192,50,12672,5700,114.0,12800,1425.0,38.0,32768,262144,20971520,8,512,8,4800.0,4,967.676903433909,114.0,1488.1
openmp,marvin,dmatdmatadd,1380,4,4,64,256,144,50,12576,7590,151.8,12800,1897.5,50.6,32768,262144,20971520,8,512,8,4800.0,4,1705.9166032158375,152.0,1116.35
openmp,marvin,dmatdmatadd,1587,4,4,64,256,204,50,12696,9925,198.5,12800,2481.25,66.16666666666667,32768,262144,20971520,8,512,8,4800.0,4,2607.4616957873122,199.0,967.126
openmp,marvin,dmatdmatadd,200,4,4,64,256,32,60,12000,200,3.3333333333333335,15360,50.0,1.1111111111111112,32768,262144,20971520,8,512,8,5760.0,4,21.79432693669838,4.0,1835.34
openmp,marvin,dmatdmatadd,230,4,4,64,256,152,60,13800,232,3.8666666666666667,15360,58.0,1.288888888888889,32768,262144,20971520,8,512,8,5760.0,4,26.79570663321186,4.0,2008.68
openmp,marvin,dmatdmatadd,264,4,4,64,256,32,60,12672,330,5.5,15360,82.5,1.8333333333333333,32768,262144,20971520,8,512,8,5760.0,4,34.92273465215561,6.0,1995.72
openmp,marvin,dmatdmatadd,300,4,4,64,256,176,60,14400,375,6.25,15360,93.75,2.0833333333333335,32768,262144,20971520,8,512,8,5760.0,4,42.03780600019618,7.0,2140.93
openmp,marvin,dmatdmatadd,345,4,4,64,256,100,60,13800,522,8.7,15360,130.5,2.9,32768,262144,20971520,8,512,8,5760.0,4,50.46504650465046,9.0,2399.76
openmp,marvin,dmatdmatadd,396,4,4,64,256,48,60,13696,693,11.55,15360,173.25,3.85,32768,262144,20971520,8,512,8,5760.0,4,60.93917585065207,12.0,2573.32
openmp,marvin,dmatdmatadd,455,4,4,64,256,28,60,13764,912,15.2,15360,228.0,5.066666666666666,32768,262144,20971520,8,512,8,5760.0,4,82.50282698831512,16.0,2520.35
openmp,marvin,dmatdmatadd,523,4,4,64,256,44,60,14088,1179,19.65,15360,294.75,6.55,32768,262144,20971520,8,512,8,5760.0,4,100.70824698784133,20.0,2726.45
openmp,marvin,dmatdmatadd,600,4,4,64,256,96,60,14400,1500,25.0,15360,375.0,8.333333333333334,32768,262144,20971520,8,512,8,5760.0,4,123.32990750256937,25.0,2919.0
openmp,marvin,dmatdmatadd,690,4,4,64,256,200,60,15080,1903,31.716666666666665,15360,475.75,10.572222222222223,32768,262144,20971520,8,512,8,5760.0,4,170.3742181551664,32.0,2810.66
openmp,marvin,dmatdmatadd,793,4,4,64,256,100,60,14736,2587,43.11666666666667,15360,646.75,14.372222222222222,32768,262144,20971520,8,512,8,5760.0,4,244.45910544733422,44.0,2591.91
openmp,marvin,dmatdmatadd,912,4,4,64,256,64,60,14592,3420,57.0,15360,855.0,19.0,32768,262144,20971520,8,512,8,5760.0,4,335.4780420121971,57.0,2479.28
openmp,marvin,dmatdmatadd,1048,4,4,64,256,96,60,14880,4454,74.23333333333333,15360,1113.5,24.744444444444444,32768,262144,20971520,8,512,8,5760.0,4,550.8817687538872,75.0,1993.72
