benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,chunk_size,num_blocks,mflops,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1))
dmatdmatadd,1048,8,32,1024,32768,5,66,1467.74,13.2,163840,8.25,1.8857142857142857
dmatdmatadd,1048,8,32,1024,32768,6,66,1474.77,11.0,196608,8.25,1.5714285714285714
dmatdmatadd,1048,8,32,1024,32768,7,66,1391.19,9.428571428571429,229376,8.25,1.346938775510204
dmatdmatadd,1048,8,4,1024,4096,7,524,1364.7,74.85714285714286,28672,65.5,10.693877551020408
dmatdmatadd,1048,8,4,1024,4096,20,524,1378.48,26.2,81920,65.5,3.742857142857143
dmatdmatadd,1048,8,4,1024,4096,30,524,1449.73,17.466666666666665,122880,65.5,2.4952380952380953
dmatdmatadd,1048,8,4,1024,4096,40,524,1485.06,13.1,163840,65.5,1.8714285714285714
dmatdmatadd,1048,8,4,1024,4096,50,524,1443.34,10.48,204800,65.5,1.497142857142857
dmatdmatadd,1048,8,4,1024,4096,60,524,1407.35,8.733333333333333,245760,65.5,1.2476190476190476
dmatdmatadd,1048,8,4,256,1024,60,1310,1402.13,21.833333333333332,61440,163.75,3.119047619047619
dmatdmatadd,1048,8,4,256,1024,70,1310,1422.61,18.714285714285715,71680,163.75,2.673469387755102
dmatdmatadd,1048,8,4,256,1024,80,1310,1452.3,16.375,81920,163.75,2.3392857142857144
dmatdmatadd,1048,8,4,256,1024,90,1310,1481.53,14.555555555555555,92160,163.75,2.0793650793650795
dmatdmatadd,1048,8,4,256,1024,100,1310,1470.41,13.1,102400,163.75,1.8714285714285714
dmatdmatadd,1048,8,4,512,2048,20,786,1382.63,39.3,40960,98.25,5.614285714285714
dmatdmatadd,1048,8,4,512,2048,30,786,1378.46,26.2,61440,98.25,3.742857142857143
dmatdmatadd,1048,8,4,512,2048,40,786,1417.35,19.65,81920,98.25,2.807142857142857
dmatdmatadd,1048,8,4,512,2048,50,786,1510.88,15.72,102400,98.25,2.2457142857142856
dmatdmatadd,1048,8,4,512,2048,60,786,1485.66,13.1,122880,98.25,1.8714285714285714
dmatdmatadd,1048,8,4,512,2048,70,786,1473.55,11.228571428571428,143360,98.25,1.6040816326530611
dmatdmatadd,1048,8,4,512,2048,80,786,1468.22,9.825,163840,98.25,1.4035714285714285
dmatdmatadd,1048,8,4,512,2048,90,786,1397.87,8.733333333333333,184320,98.25,1.2476190476190476
dmatdmatadd,1048,8,8,512,4096,9,393,1363.83,43.666666666666664,36864,49.125,6.238095238095238
dmatdmatadd,1048,8,8,512,4096,10,393,1384.79,39.3,40960,49.125,5.614285714285714
dmatdmatadd,1048,8,8,512,4096,20,393,1398.87,19.65,81920,49.125,2.807142857142857
dmatdmatadd,1048,8,8,512,4096,30,393,1474.83,13.1,122880,49.125,1.8714285714285714
dmatdmatadd,1048,8,8,512,4096,40,393,1452.81,9.825,163840,49.125,1.4035714285714285
dmatdmatadd,1200,8,12,1024,12288,2,200,985.441,100.0,24576,25.0,14.285714285714286
dmatdmatadd,1200,8,12,1024,12288,4,200,976.3,50.0,49152,25.0,7.142857142857143
dmatdmatadd,1200,8,12,1024,12288,5,200,979.291,40.0,61440,25.0,5.714285714285714
dmatdmatadd,1200,8,12,1024,12288,6,200,986.905,33.333333333333336,73728,25.0,4.761904761904762
dmatdmatadd,1200,8,12,1024,12288,7,200,978.044,28.571428571428573,86016,25.0,4.081632653061225
dmatdmatadd,1200,8,12,1024,12288,8,200,984.85,25.0,98304,25.0,3.5714285714285716
dmatdmatadd,1200,8,12,1024,12288,9,200,984.379,22.22222222222222,110592,25.0,3.1746031746031744
dmatdmatadd,1200,8,12,1024,12288,10,200,998.492,20.0,122880,25.0,2.857142857142857
dmatdmatadd,1200,8,12,1024,12288,20,200,1071.64,10.0,245760,25.0,1.4285714285714286
dmatdmatadd,1200,8,16,1024,16384,1,150,979.799,150.0,16384,18.75,21.428571428571427
dmatdmatadd,1200,8,16,1024,16384,2,150,1001.2,75.0,32768,18.75,10.714285714285714
dmatdmatadd,1200,8,16,1024,16384,3,150,987.745,50.0,49152,18.75,7.142857142857143
dmatdmatadd,1200,8,16,1024,16384,4,150,1015.76,37.5,65536,18.75,5.357142857142857
dmatdmatadd,1200,8,16,1024,16384,5,150,988.705,30.0,81920,18.75,4.285714285714286
dmatdmatadd,1200,8,16,1024,16384,6,150,976.21,25.0,98304,18.75,3.5714285714285716
dmatdmatadd,1200,8,16,1024,16384,7,150,998.069,21.428571428571427,114688,18.75,3.061224489795918
dmatdmatadd,1200,8,16,1024,16384,8,150,1013.69,18.75,131072,18.75,2.6785714285714284
dmatdmatadd,1200,8,16,1024,16384,9,150,1029.6,16.666666666666668,147456,18.75,2.380952380952381
dmatdmatadd,1200,8,16,1024,16384,10,150,1073.87,15.0,163840,18.75,2.142857142857143
dmatdmatadd,1200,8,16,1024,16384,20,150,991.97,7.5,327680,18.75,1.0714285714285714
dmatdmatadd,1200,8,20,1024,20480,2,120,987.881,60.0,40960,15.0,8.571428571428571
dmatdmatadd,1200,8,20,1024,20480,3,120,982.161,40.0,61440,15.0,5.714285714285714
dmatdmatadd,1200,8,20,1024,20480,4,120,980.976,30.0,81920,15.0,4.285714285714286
dmatdmatadd,1200,8,20,1024,20480,5,120,982.179,24.0,102400,15.0,3.4285714285714284
dmatdmatadd,1200,8,20,1024,20480,6,120,999.966,20.0,122880,15.0,2.857142857142857
dmatdmatadd,1200,8,20,1024,20480,7,120,1051.7,17.142857142857142,143360,15.0,2.4489795918367347
dmatdmatadd,1200,8,20,1024,20480,8,120,1054.41,15.0,163840,15.0,2.142857142857143
dmatdmatadd,1200,8,20,1024,20480,9,120,1061.5,13.333333333333334,184320,15.0,1.9047619047619047
dmatdmatadd,1200,8,20,1024,20480,10,120,1069.82,12.0,204800,15.0,1.7142857142857142
dmatdmatadd,1200,8,32,1024,32768,1,76,988.283,76.0,32768,9.5,10.857142857142858
dmatdmatadd,1200,8,32,1024,32768,2,76,1007.99,38.0,65536,9.5,5.428571428571429
dmatdmatadd,1200,8,32,1024,32768,3,76,1001.29,25.333333333333332,98304,9.5,3.619047619047619
dmatdmatadd,1200,8,32,1024,32768,4,76,1019.15,19.0,131072,9.5,2.7142857142857144
dmatdmatadd,1200,8,32,1024,32768,5,76,1050.87,15.2,163840,9.5,2.1714285714285713
dmatdmatadd,1200,8,32,1024,32768,6,76,1078.96,12.666666666666666,196608,9.5,1.8095238095238095
dmatdmatadd,1200,8,32,1024,32768,7,76,1058.12,10.857142857142858,229376,9.5,1.5510204081632653
dmatdmatadd,1200,8,32,1024,32768,8,76,1038.84,9.5,262144,9.5,1.3571428571428572
dmatdmatadd,1200,8,32,1024,32768,9,76,986.95,8.444444444444445,294912,9.5,1.2063492063492063
dmatdmatadd,1200,8,32,1024,32768,10,76,991.114,7.6,327680,9.5,1.0857142857142856
dmatdmatadd,1200,8,4,1024,4096,4,600,981.646,150.0,16384,75.0,21.428571428571427
dmatdmatadd,1200,8,4,1024,4096,5,600,973.91,120.0,20480,75.0,17.142857142857142
dmatdmatadd,1200,8,4,1024,4096,6,600,992.838,100.0,24576,75.0,14.285714285714286
dmatdmatadd,1200,8,4,1024,4096,7,600,988.685,85.71428571428571,28672,75.0,12.244897959183673
dmatdmatadd,1200,8,4,1024,4096,8,600,1000.27,75.0,32768,75.0,10.714285714285714
dmatdmatadd,1200,8,4,1024,4096,9,600,979.688,66.66666666666667,36864,75.0,9.523809523809524
dmatdmatadd,1200,8,4,1024,4096,10,600,987.225,60.0,40960,75.0,8.571428571428571
dmatdmatadd,1200,8,4,1024,4096,20,600,989.232,30.0,81920,75.0,4.285714285714286
dmatdmatadd,1200,8,4,1024,4096,30,600,1009.89,20.0,122880,75.0,2.857142857142857
dmatdmatadd,1200,8,4,1024,4096,40,600,1076.43,15.0,163840,75.0,2.142857142857143
dmatdmatadd,1200,8,4,1024,4096,50,600,1081.27,12.0,204800,75.0,1.7142857142857142
dmatdmatadd,1200,8,4,1024,4096,60,600,1074.94,10.0,245760,75.0,1.4285714285714286
dmatdmatadd,1200,8,4,1024,4096,70,600,1026.39,8.571428571428571,286720,75.0,1.2244897959183674
dmatdmatadd,1200,8,4,1024,4096,80,600,993.12,7.5,327680,75.0,1.0714285714285714
dmatdmatadd,1200,8,4,256,1024,20,1500,991.726,75.0,20480,187.5,10.714285714285714
dmatdmatadd,1200,8,4,256,1024,30,1500,974.865,50.0,30720,187.5,7.142857142857143
dmatdmatadd,1200,8,4,256,1024,40,1500,1000.18,37.5,40960,187.5,5.357142857142857
dmatdmatadd,1200,8,4,256,1024,50,1500,976.398,30.0,51200,187.5,4.285714285714286
dmatdmatadd,1200,8,4,256,1024,60,1500,973.888,25.0,61440,187.5,3.5714285714285716
dmatdmatadd,1200,8,4,256,1024,70,1500,978.415,21.428571428571427,71680,187.5,3.061224489795918
dmatdmatadd,1200,8,4,256,1024,80,1500,999.493,18.75,81920,187.5,2.6785714285714284
dmatdmatadd,1200,8,4,256,1024,90,1500,1030.34,16.666666666666668,92160,187.5,2.380952380952381
dmatdmatadd,1200,8,4,256,1024,100,1500,1052.55,15.0,102400,187.5,2.142857142857143
dmatdmatadd,1200,8,4,256,1024,200,1500,979.576,7.5,204800,187.5,1.0714285714285714
dmatdmatadd,1200,8,4,512,2048,6,900,981.268,150.0,12288,112.5,21.428571428571427
dmatdmatadd,1200,8,4,512,2048,8,900,989.316,112.5,16384,112.5,16.071428571428573
dmatdmatadd,1200,8,4,512,2048,9,900,1003.29,100.0,18432,112.5,14.285714285714286
dmatdmatadd,1200,8,4,512,2048,10,900,986.26,90.0,20480,112.5,12.857142857142858
dmatdmatadd,1200,8,4,512,2048,20,900,994.622,45.0,40960,112.5,6.428571428571429
dmatdmatadd,1200,8,4,512,2048,30,900,990.685,30.0,61440,112.5,4.285714285714286
dmatdmatadd,1200,8,4,512,2048,40,900,997.63,22.5,81920,112.5,3.2142857142857144
dmatdmatadd,1200,8,4,512,2048,50,900,1026.91,18.0,102400,112.5,2.5714285714285716
dmatdmatadd,1200,8,4,512,2048,60,900,1067.56,15.0,122880,112.5,2.142857142857143
dmatdmatadd,1200,8,4,512,2048,70,900,1075.6,12.857142857142858,143360,112.5,1.836734693877551
dmatdmatadd,1200,8,4,512,2048,80,900,1070.95,11.25,163840,112.5,1.6071428571428572
dmatdmatadd,1200,8,4,512,2048,90,900,1075.0,10.0,184320,112.5,1.4285714285714286
dmatdmatadd,1200,8,4,512,2048,100,900,1053.57,9.0,204800,112.5,1.2857142857142858
dmatdmatadd,1200,8,8,512,4096,3,450,981.317,150.0,12288,56.25,21.428571428571427
dmatdmatadd,1200,8,8,512,4096,4,450,983.963,112.5,16384,56.25,16.071428571428573
dmatdmatadd,1200,8,8,512,4096,5,450,984.733,90.0,20480,56.25,12.857142857142858
dmatdmatadd,1200,8,8,512,4096,6,450,1004.96,75.0,24576,56.25,10.714285714285714
dmatdmatadd,1200,8,8,512,4096,7,450,983.735,64.28571428571429,28672,56.25,9.183673469387756
dmatdmatadd,1200,8,8,512,4096,8,450,977.091,56.25,32768,56.25,8.035714285714286
dmatdmatadd,1200,8,8,512,4096,9,450,982.42,50.0,36864,56.25,7.142857142857143
dmatdmatadd,1200,8,8,512,4096,10,450,986.544,45.0,40960,56.25,6.428571428571429
dmatdmatadd,1200,8,8,512,4096,20,450,985.912,22.5,81920,56.25,3.2142857142857144
dmatdmatadd,1200,8,8,512,4096,30,450,1069.49,15.0,122880,56.25,2.142857142857143
dmatdmatadd,1200,8,8,512,4096,40,450,1065.98,11.25,163840,56.25,1.6071428571428572
dmatdmatadd,1200,8,8,512,4096,50,450,1053.47,9.0,204800,56.25,1.2857142857142858
dmatdmatadd,1200,8,8,512,4096,60,450,985.007,7.5,245760,56.25,1.0714285714285714
dmatdmatadd,1380,8,12,1024,12288,2,230,882.468,115.0,24576,28.75,16.428571428571427
dmatdmatadd,1380,8,12,1024,12288,3,230,892.098,76.66666666666667,36864,28.75,10.952380952380953
dmatdmatadd,1380,8,12,1024,12288,4,230,879.589,57.5,49152,28.75,8.214285714285714
dmatdmatadd,1380,8,12,1024,12288,5,230,879.025,46.0,61440,28.75,6.571428571428571
dmatdmatadd,1380,8,12,1024,12288,6,230,897.535,38.333333333333336,73728,28.75,5.476190476190476
dmatdmatadd,1380,8,12,1024,12288,7,230,869.686,32.857142857142854,86016,28.75,4.6938775510204085
dmatdmatadd,1380,8,12,1024,12288,8,230,883.351,28.75,98304,28.75,4.107142857142857
dmatdmatadd,1380,8,12,1024,12288,9,230,873.763,25.555555555555557,110592,28.75,3.6507936507936507
dmatdmatadd,1380,8,12,1024,12288,10,230,881.504,23.0,122880,28.75,3.2857142857142856
dmatdmatadd,1380,8,12,1024,12288,20,230,933.863,11.5,245760,28.75,1.6428571428571428
dmatdmatadd,1380,8,12,1024,12288,30,230,896.454,7.666666666666667,368640,28.75,1.0952380952380953
dmatdmatadd,1380,8,12,1024,12288,50,230,854.439,4.6,614400,28.75,0.6571428571428571
dmatdmatadd,1380,8,12,1024,12288,60,230,853.819,3.8333333333333335,737280,28.75,0.5476190476190477
dmatdmatadd,1380,8,16,1024,16384,1,174,855.49,174.0,16384,21.75,24.857142857142858
dmatdmatadd,1380,8,16,1024,16384,2,174,885.452,87.0,32768,21.75,12.428571428571429
dmatdmatadd,1380,8,16,1024,16384,3,174,883.535,58.0,49152,21.75,8.285714285714286
dmatdmatadd,1380,8,16,1024,16384,4,174,883.705,43.5,65536,21.75,6.214285714285714
dmatdmatadd,1380,8,16,1024,16384,5,174,882.529,34.8,81920,21.75,4.9714285714285715
dmatdmatadd,1380,8,16,1024,16384,6,174,882.644,29.0,98304,21.75,4.142857142857143
dmatdmatadd,1380,8,16,1024,16384,7,174,875.587,24.857142857142858,114688,21.75,3.5510204081632653
dmatdmatadd,1380,8,16,1024,16384,8,174,888.423,21.75,131072,21.75,3.107142857142857
dmatdmatadd,1380,8,16,1024,16384,9,174,889.816,19.333333333333332,147456,21.75,2.761904761904762
dmatdmatadd,1380,8,16,1024,16384,10,174,879.044,17.4,163840,21.75,2.4857142857142858
dmatdmatadd,1380,8,16,1024,16384,20,174,911.583,8.7,327680,21.75,1.2428571428571429
dmatdmatadd,1380,8,20,1024,20480,1,138,884.826,138.0,20480,17.25,19.714285714285715
dmatdmatadd,1380,8,20,1024,20480,2,138,904.955,69.0,40960,17.25,9.857142857142858
dmatdmatadd,1380,8,20,1024,20480,3,138,876.718,46.0,61440,17.25,6.571428571428571
dmatdmatadd,1380,8,20,1024,20480,4,138,879.014,34.5,81920,17.25,4.928571428571429
dmatdmatadd,1380,8,20,1024,20480,5,138,873.367,27.6,102400,17.25,3.942857142857143
dmatdmatadd,1380,8,20,1024,20480,6,138,883.221,23.0,122880,17.25,3.2857142857142856
dmatdmatadd,1380,8,20,1024,20480,7,138,879.976,19.714285714285715,143360,17.25,2.816326530612245
dmatdmatadd,1380,8,20,1024,20480,8,138,872.061,17.25,163840,17.25,2.4642857142857144
dmatdmatadd,1380,8,20,1024,20480,9,138,898.571,15.333333333333334,184320,17.25,2.1904761904761907
dmatdmatadd,1380,8,20,1024,20480,10,138,915.945,13.8,204800,17.25,1.9714285714285715
dmatdmatadd,1380,8,20,1024,20480,20,138,867.883,6.9,409600,17.25,0.9857142857142858
dmatdmatadd,1380,8,20,1024,20480,30,138,853.763,4.6,614400,17.25,0.6571428571428571
dmatdmatadd,1380,8,32,1024,32768,1,88,886.81,88.0,32768,11.0,12.571428571428571
dmatdmatadd,1380,8,32,1024,32768,2,88,883.816,44.0,65536,11.0,6.285714285714286
dmatdmatadd,1380,8,32,1024,32768,3,88,874.088,29.333333333333332,98304,11.0,4.190476190476191
dmatdmatadd,1380,8,32,1024,32768,4,88,884.518,22.0,131072,11.0,3.142857142857143
dmatdmatadd,1380,8,32,1024,32768,5,88,877.002,17.6,163840,11.0,2.5142857142857142
dmatdmatadd,1380,8,32,1024,32768,6,88,914.492,14.666666666666666,196608,11.0,2.0952380952380953
dmatdmatadd,1380,8,32,1024,32768,7,88,919.279,12.571428571428571,229376,11.0,1.7959183673469388
dmatdmatadd,1380,8,32,1024,32768,8,88,935.761,11.0,262144,11.0,1.5714285714285714
dmatdmatadd,1380,8,32,1024,32768,9,88,915.434,9.777777777777779,294912,11.0,1.3968253968253967
dmatdmatadd,1380,8,32,1024,32768,10,88,904.221,8.8,327680,11.0,1.2571428571428571
dmatdmatadd,1380,8,4,1024,4096,4,690,863.549,172.5,16384,86.25,24.642857142857142
dmatdmatadd,1380,8,4,1024,4096,5,690,889.24,138.0,20480,86.25,19.714285714285715
dmatdmatadd,1380,8,4,1024,4096,6,690,887.837,115.0,24576,86.25,16.428571428571427
dmatdmatadd,1380,8,4,1024,4096,7,690,888.851,98.57142857142857,28672,86.25,14.081632653061224
dmatdmatadd,1380,8,4,1024,4096,8,690,888.566,86.25,32768,86.25,12.321428571428571
dmatdmatadd,1380,8,4,1024,4096,9,690,899.821,76.66666666666667,36864,86.25,10.952380952380953
dmatdmatadd,1380,8,4,1024,4096,10,690,910.35,69.0,40960,86.25,9.857142857142858
dmatdmatadd,1380,8,4,1024,4096,20,690,884.208,34.5,81920,86.25,4.928571428571429
dmatdmatadd,1380,8,4,1024,4096,30,690,891.008,23.0,122880,86.25,3.2857142857142856
dmatdmatadd,1380,8,4,1024,4096,40,690,880.811,17.25,163840,86.25,2.4642857142857144
dmatdmatadd,1380,8,4,1024,4096,50,690,932.15,13.8,204800,86.25,1.9714285714285715
dmatdmatadd,1380,8,4,1024,4096,60,690,944.585,11.5,245760,86.25,1.6428571428571428
dmatdmatadd,1380,8,4,1024,4096,70,690,947.724,9.857142857142858,286720,86.25,1.4081632653061225
dmatdmatadd,1380,8,4,1024,4096,80,690,912.804,8.625,327680,86.25,1.2321428571428572
dmatdmatadd,1380,8,4,1024,4096,90,690,903.166,7.666666666666667,368640,86.25,1.0952380952380953
dmatdmatadd,1380,8,4,1024,4096,100,690,870.73,6.9,409600,86.25,0.9857142857142858
dmatdmatadd,1380,8,4,256,1024,20,2070,888.78,103.5,20480,258.75,14.785714285714286
dmatdmatadd,1380,8,4,256,1024,30,2070,903.288,69.0,30720,258.75,9.857142857142858
dmatdmatadd,1380,8,4,256,1024,40,2070,882.374,51.75,40960,258.75,7.392857142857143
dmatdmatadd,1380,8,4,256,1024,50,2070,884.574,41.4,51200,258.75,5.914285714285715
dmatdmatadd,1380,8,4,256,1024,60,2070,877.385,34.5,61440,258.75,4.928571428571429
dmatdmatadd,1380,8,4,256,1024,70,2070,882.405,29.571428571428573,71680,258.75,4.224489795918367
dmatdmatadd,1380,8,4,256,1024,80,2070,872.926,25.875,81920,258.75,3.6964285714285716
dmatdmatadd,1380,8,4,256,1024,90,2070,883.943,23.0,92160,258.75,3.2857142857142856
dmatdmatadd,1380,8,4,256,1024,100,2070,882.695,20.7,102400,258.75,2.9571428571428573
dmatdmatadd,1380,8,4,256,1024,200,2070,940.588,10.35,204800,258.75,1.4785714285714286
dmatdmatadd,1380,8,4,256,1024,300,2070,870.681,6.9,307200,258.75,0.9857142857142858
dmatdmatadd,1380,8,4,512,2048,6,1035,861.169,172.5,12288,129.375,24.642857142857142
dmatdmatadd,1380,8,4,512,2048,7,1035,860.895,147.85714285714286,14336,129.375,21.122448979591837
dmatdmatadd,1380,8,4,512,2048,8,1035,879.595,129.375,16384,129.375,18.482142857142858
dmatdmatadd,1380,8,4,512,2048,9,1035,886.87,115.0,18432,129.375,16.428571428571427
dmatdmatadd,1380,8,4,512,2048,10,1035,894.304,103.5,20480,129.375,14.785714285714286
dmatdmatadd,1380,8,4,512,2048,20,1035,886.235,51.75,40960,129.375,7.392857142857143
dmatdmatadd,1380,8,4,512,2048,30,1035,885.034,34.5,61440,129.375,4.928571428571429
dmatdmatadd,1380,8,4,512,2048,40,1035,878.113,25.875,81920,129.375,3.6964285714285716
dmatdmatadd,1380,8,4,512,2048,50,1035,889.191,20.7,102400,129.375,2.9571428571428573
dmatdmatadd,1380,8,4,512,2048,60,1035,881.261,17.25,122880,129.375,2.4642857142857144
dmatdmatadd,1380,8,4,512,2048,70,1035,912.958,14.785714285714286,143360,129.375,2.1122448979591835
dmatdmatadd,1380,8,4,512,2048,80,1035,929.993,12.9375,163840,129.375,1.8482142857142858
dmatdmatadd,1380,8,4,512,2048,90,1035,940.776,11.5,184320,129.375,1.6428571428571428
dmatdmatadd,1380,8,4,512,2048,100,1035,942.672,10.35,204800,129.375,1.4785714285714286
dmatdmatadd,1380,8,64,64,4096,7,484,856.12,69.14285714285714,28672,60.5,9.877551020408163
dmatdmatadd,1380,8,64,64,4096,30,484,863.626,16.133333333333333,122880,60.5,2.3047619047619046
dmatdmatadd,1380,8,8,512,4096,3,519,863.122,173.0,12288,64.875,24.714285714285715
dmatdmatadd,1380,8,8,512,4096,4,519,877.621,129.75,16384,64.875,18.535714285714285
dmatdmatadd,1380,8,8,512,4096,5,519,892.55,103.8,20480,64.875,14.82857142857143
dmatdmatadd,1380,8,8,512,4096,6,519,884.809,86.5,24576,64.875,12.357142857142858
dmatdmatadd,1380,8,8,512,4096,7,519,895.669,74.14285714285714,28672,64.875,10.591836734693878
dmatdmatadd,1380,8,8,512,4096,8,519,884.13,64.875,32768,64.875,9.267857142857142
dmatdmatadd,1380,8,8,512,4096,9,519,882.603,57.666666666666664,36864,64.875,8.238095238095237
dmatdmatadd,1380,8,8,512,4096,10,519,884.566,51.9,40960,64.875,7.414285714285715
dmatdmatadd,1380,8,8,512,4096,20,519,875.06,25.95,81920,64.875,3.7071428571428573
dmatdmatadd,1380,8,8,512,4096,30,519,878.336,17.3,122880,64.875,2.4714285714285715
dmatdmatadd,1380,8,8,512,4096,40,519,925.169,12.975,163840,64.875,1.8535714285714286
dmatdmatadd,1380,8,8,512,4096,50,519,937.56,10.38,204800,64.875,1.4828571428571429
dmatdmatadd,1380,8,8,512,4096,60,519,913.131,8.65,245760,64.875,1.2357142857142858
dmatdmatadd,1380,8,8,512,4096,70,519,886.663,7.414285714285715,286720,64.875,1.0591836734693878
dmatdmatadd,1380,8,8,512,4096,80,519,861.454,6.4875,327680,64.875,0.9267857142857143
dmatdmatadd,1587,8,12,1024,12288,1,266,823.717,266.0,12288,33.25,38.0
dmatdmatadd,1587,8,12,1024,12288,2,266,859.269,133.0,24576,33.25,19.0
dmatdmatadd,1587,8,12,1024,12288,3,266,857.478,88.66666666666667,36864,33.25,12.666666666666666
dmatdmatadd,1587,8,12,1024,12288,4,266,857.143,66.5,49152,33.25,9.5
dmatdmatadd,1587,8,12,1024,12288,5,266,852.599,53.2,61440,33.25,7.6
dmatdmatadd,1587,8,12,1024,12288,6,266,858.305,44.333333333333336,73728,33.25,6.333333333333333
dmatdmatadd,1587,8,12,1024,12288,7,266,860.327,38.0,86016,33.25,5.428571428571429
dmatdmatadd,1587,8,12,1024,12288,8,266,843.466,33.25,98304,33.25,4.75
dmatdmatadd,1587,8,12,1024,12288,9,266,855.268,29.555555555555557,110592,33.25,4.222222222222222
dmatdmatadd,1587,8,12,1024,12288,10,266,852.264,26.6,122880,33.25,3.8
dmatdmatadd,1587,8,12,1024,12288,20,266,863.462,13.3,245760,33.25,1.9
dmatdmatadd,1587,8,12,1024,12288,30,266,858.731,8.866666666666667,368640,33.25,1.2666666666666666
dmatdmatadd,1587,8,12,1024,12288,40,266,828.393,6.65,491520,33.25,0.95
dmatdmatadd,1587,8,12,1024,12288,50,266,822.157,5.32,614400,33.25,0.76
dmatdmatadd,1587,8,12,1024,12288,60,266,849.841,4.433333333333334,737280,33.25,0.6333333333333333
dmatdmatadd,1587,8,12,1024,12288,70,266,850.139,3.8,860160,33.25,0.5428571428571428
dmatdmatadd,1587,8,12,1024,12288,80,266,841.109,3.325,983040,33.25,0.475
dmatdmatadd,1587,8,12,1024,12288,90,266,831.471,2.9555555555555557,1105920,33.25,0.4222222222222222
dmatdmatadd,1587,8,12,1024,12288,100,266,811.824,2.66,1228800,33.25,0.38
dmatdmatadd,1587,8,16,1024,16384,1,200,836.588,200.0,16384,25.0,28.571428571428573
dmatdmatadd,1587,8,16,1024,16384,2,200,867.601,100.0,32768,25.0,14.285714285714286
dmatdmatadd,1587,8,16,1024,16384,3,200,856.309,66.66666666666667,49152,25.0,9.523809523809524
dmatdmatadd,1587,8,16,1024,16384,4,200,854.583,50.0,65536,25.0,7.142857142857143
dmatdmatadd,1587,8,16,1024,16384,5,200,852.986,40.0,81920,25.0,5.714285714285714
dmatdmatadd,1587,8,16,1024,16384,6,200,846.651,33.333333333333336,98304,25.0,4.761904761904762
dmatdmatadd,1587,8,16,1024,16384,7,200,855.899,28.571428571428573,114688,25.0,4.081632653061225
dmatdmatadd,1587,8,16,1024,16384,8,200,840.693,25.0,131072,25.0,3.5714285714285716
dmatdmatadd,1587,8,16,1024,16384,9,200,861.445,22.22222222222222,147456,25.0,3.1746031746031744
dmatdmatadd,1587,8,16,1024,16384,10,200,867.583,20.0,163840,25.0,2.857142857142857
dmatdmatadd,1587,8,16,1024,16384,20,200,871.953,10.0,327680,25.0,1.4285714285714286
dmatdmatadd,1587,8,16,1024,16384,30,200,827.852,6.666666666666667,491520,25.0,0.9523809523809523
dmatdmatadd,1587,8,16,1024,16384,40,200,824.176,5.0,655360,25.0,0.7142857142857143
dmatdmatadd,1587,8,16,1024,16384,50,200,850.012,4.0,819200,25.0,0.5714285714285714
dmatdmatadd,1587,8,16,1024,16384,60,200,842.637,3.3333333333333335,983040,25.0,0.47619047619047616
dmatdmatadd,1587,8,16,1024,16384,70,200,826.262,2.857142857142857,1146880,25.0,0.40816326530612246
dmatdmatadd,1587,8,16,1024,16384,80,200,799.245,2.5,1310720,25.0,0.35714285714285715
dmatdmatadd,1587,8,20,1024,20480,1,160,834.448,160.0,20480,20.0,22.857142857142858
dmatdmatadd,1587,8,20,1024,20480,2,160,859.282,80.0,40960,20.0,11.428571428571429
dmatdmatadd,1587,8,20,1024,20480,3,160,849.17,53.333333333333336,61440,20.0,7.619047619047619
dmatdmatadd,1587,8,20,1024,20480,4,160,852.723,40.0,81920,20.0,5.714285714285714
dmatdmatadd,1587,8,20,1024,20480,5,160,853.799,32.0,102400,20.0,4.571428571428571
dmatdmatadd,1587,8,20,1024,20480,6,160,850.124,26.666666666666668,122880,20.0,3.8095238095238093
dmatdmatadd,1587,8,20,1024,20480,7,160,852.305,22.857142857142858,143360,20.0,3.2653061224489797
dmatdmatadd,1587,8,20,1024,20480,8,160,863.797,20.0,163840,20.0,2.857142857142857
dmatdmatadd,1587,8,20,1024,20480,9,160,842.77,17.77777777777778,184320,20.0,2.5396825396825395
dmatdmatadd,1587,8,20,1024,20480,10,160,856.925,16.0,204800,20.0,2.2857142857142856
dmatdmatadd,1587,8,20,1024,20480,20,160,847.852,8.0,409600,20.0,1.1428571428571428
dmatdmatadd,1587,8,20,1024,20480,30,160,828.144,5.333333333333333,614400,20.0,0.7619047619047619
dmatdmatadd,1587,8,20,1024,20480,40,160,851.288,4.0,819200,20.0,0.5714285714285714
dmatdmatadd,1587,8,20,1024,20480,50,160,837.626,3.2,1024000,20.0,0.45714285714285713
dmatdmatadd,1587,8,20,1024,20480,60,160,808.455,2.6666666666666665,1228800,20.0,0.38095238095238093
dmatdmatadd,1587,8,32,1024,32768,1,100,862.075,100.0,32768,12.5,14.285714285714286
dmatdmatadd,1587,8,32,1024,32768,2,100,852.423,50.0,65536,12.5,7.142857142857143
dmatdmatadd,1587,8,32,1024,32768,3,100,846.119,33.333333333333336,98304,12.5,4.761904761904762
dmatdmatadd,1587,8,32,1024,32768,4,100,838.212,25.0,131072,12.5,3.5714285714285716
