benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,chunk_size,num_blocks,mflops,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1))
dmatdmatadd,1048,1,4,1024,4096,70,524,547.998,7.485714285714286,286720,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,80,524,554.311,6.55,327680,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,90,524,554.247,5.822222222222222,368640,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,100,524,551.288,5.24,409600,524.0,NA
dmatdmatadd,1048,1,12,1024,12288,100,176,557.068,1.76,1228800,176.0,NA
dmatdmatadd,1048,1,4,1024,4096,300,524,560.282,1.7466666666666666,1228800,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,400,524,558.079,1.31,1638400,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,500,524,561.423,1.048,2048000,524.0,NA
dmatdmatadd,1048,1,4,1024,4096,524,524,560.55,1.0,2146304,524.0,NA
dmatdmatadd,1048,1,4,256,1024,70,1310,505.434,18.714285714285715,71680,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,80,1310,508.819,16.375,81920,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,90,1310,517.601,14.555555555555555,92160,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,100,1310,512.953,13.1,102400,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,200,1310,519.332,6.55,204800,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,300,1310,524.633,4.366666666666666,307200,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,400,1310,528.644,3.275,409600,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,500,1310,526.879,2.62,512000,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,600,1310,526.372,2.183333333333333,614400,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,700,1310,522.245,1.8714285714285714,716800,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,800,1310,526.171,1.6375,819200,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,900,1310,526.619,1.4555555555555555,921600,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,1000,1310,529.498,1.31,1024000,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,1200,1310,531.113,1.0916666666666666,1228800,1310.0,NA
dmatdmatadd,1048,1,4,256,1024,1310,1310,531.152,1.0,1341440,1310.0,NA
dmatdmatadd,1048,1,4,512,2048,40,786,516.188,19.65,81920,786.0,NA
dmatdmatadd,1048,1,4,512,2048,50,786,523.667,15.72,102400,786.0,NA
dmatdmatadd,1048,1,4,512,2048,60,786,524.909,13.1,122880,786.0,NA
dmatdmatadd,1048,1,4,512,2048,70,786,524.826,11.228571428571428,143360,786.0,NA
dmatdmatadd,1048,1,4,512,2048,80,786,532.019,9.825,163840,786.0,NA
dmatdmatadd,1048,1,4,512,2048,90,786,529.143,8.733333333333333,184320,786.0,NA
dmatdmatadd,1048,1,4,512,2048,100,786,533.147,7.86,204800,786.0,NA
dmatdmatadd,1048,1,4,512,2048,200,786,534.942,3.93,409600,786.0,NA
dmatdmatadd,1048,1,4,512,2048,300,786,537.352,2.62,614400,786.0,NA
dmatdmatadd,1048,1,4,512,2048,400,786,540.115,1.965,819200,786.0,NA
dmatdmatadd,1048,1,4,512,2048,500,786,539.38,1.572,1024000,786.0,NA
dmatdmatadd,1048,1,4,512,2048,600,786,538.386,1.31,1228800,786.0,NA
dmatdmatadd,1048,1,4,512,2048,700,786,541.581,1.1228571428571428,1433600,786.0,NA
dmatdmatadd,1048,1,4,512,2048,786,786,543.163,1.0,1609728,786.0,NA
dmatdmatadd,1048,1,8,512,4096,20,393,517.499,19.65,81920,393.0,NA
dmatdmatadd,1048,1,8,512,4096,30,393,520.314,13.1,122880,393.0,NA
dmatdmatadd,1048,1,8,512,4096,40,393,521.98,9.825,163840,393.0,NA
dmatdmatadd,1048,1,8,512,4096,50,393,530.291,7.86,204800,393.0,NA
dmatdmatadd,1048,1,8,512,4096,60,393,529.005,6.55,245760,393.0,NA
dmatdmatadd,1048,1,8,512,4096,70,393,530.993,5.614285714285714,286720,393.0,NA
dmatdmatadd,1048,1,8,512,4096,80,393,529.66,4.9125,327680,393.0,NA
dmatdmatadd,1048,1,8,512,4096,90,393,534.634,4.366666666666666,368640,393.0,NA
dmatdmatadd,1048,1,8,512,4096,100,393,533.424,3.93,409600,393.0,NA
dmatdmatadd,1048,1,8,512,4096,200,393,532.627,1.965,819200,393.0,NA
dmatdmatadd,1048,1,8,512,4096,300,393,535.933,1.31,1228800,393.0,NA
dmatdmatadd,1048,1,8,512,4096,393,393,537.993,1.0,1609728,393.0,NA
dmatdmatadd,1200,1,12,1024,12288,4,200,446.714,50.0,49152,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,5,200,456.494,40.0,61440,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,6,200,459.359,33.333333333333336,73728,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,7,200,462.634,28.571428571428573,86016,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,8,200,464.086,25.0,98304,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,9,200,467.19,22.22222222222222,110592,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,10,200,471.977,20.0,122880,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,20,200,482.782,10.0,245760,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,30,200,476.309,6.666666666666667,368640,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,40,200,483.1,5.0,491520,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,50,200,481.279,4.0,614400,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,60,200,481.212,3.3333333333333335,737280,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,70,200,482.046,2.857142857142857,860160,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,80,200,482.638,2.5,983040,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,90,200,484.941,2.2222222222222223,1105920,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,100,200,487.001,2.0,1228800,200.0,NA
dmatdmatadd,1200,1,12,1024,12288,200,200,488.1,1.0,2457600,200.0,NA
dmatdmatadd,1200,1,16,1024,16384,3,150,450.226,50.0,49152,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,4,150,454.301,37.5,65536,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,5,150,464.388,30.0,81920,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,6,150,466.246,25.0,98304,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,7,150,471.335,21.428571428571427,114688,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,8,150,474.129,18.75,131072,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,9,150,475.485,16.666666666666668,147456,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,10,150,475.595,15.0,163840,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,20,150,482.995,7.5,327680,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,30,150,480.862,5.0,491520,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,40,150,482.702,3.75,655360,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,50,150,484.937,3.0,819200,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,60,150,484.493,2.5,983040,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,70,150,482.084,2.142857142857143,1146880,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,80,150,486.304,1.875,1310720,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,90,150,489.624,1.6666666666666667,1474560,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,100,150,485.759,1.5,1638400,150.0,NA
dmatdmatadd,1200,1,16,1024,16384,150,150,489.977,1.0,2457600,150.0,NA
dmatdmatadd,1200,1,20,1024,20480,2,120,443.417,60.0,40960,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,3,120,456.186,40.0,61440,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,4,120,459.445,30.0,81920,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,5,120,468.127,24.0,102400,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,6,120,471.299,20.0,122880,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,7,120,470.185,17.142857142857142,143360,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,8,120,474.349,15.0,163840,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,9,120,474.158,13.333333333333334,184320,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,10,120,476.572,12.0,204800,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,20,120,478.888,6.0,409600,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,30,120,481.572,4.0,614400,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,40,120,481.533,3.0,819200,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,50,120,480.859,2.4,1024000,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,60,120,481.549,2.0,1228800,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,70,120,483.104,1.7142857142857142,1433600,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,80,120,484.663,1.5,1638400,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,90,120,484.237,1.3333333333333333,1843200,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,100,120,482.968,1.2,2048000,120.0,NA
dmatdmatadd,1200,1,20,1024,20480,120,120,483.867,1.0,2457600,120.0,NA
dmatdmatadd,1200,1,32,1024,32768,2,76,452.953,38.0,65536,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,3,76,467.319,25.333333333333332,98304,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,4,76,471.936,19.0,131072,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,5,76,475.237,15.2,163840,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,6,76,474.547,12.666666666666666,196608,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,7,76,478.392,10.857142857142858,229376,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,8,76,478.836,9.5,262144,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,9,76,481.423,8.444444444444445,294912,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,10,76,482.371,7.6,327680,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,20,76,482.102,3.8,655360,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,30,76,483.914,2.533333333333333,983040,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,40,76,482.033,1.9,1310720,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,50,76,487.272,1.52,1638400,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,60,76,485.672,1.2666666666666666,1966080,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,70,76,484.233,1.0857142857142856,2293760,76.0,NA
dmatdmatadd,1200,1,32,1024,32768,76,76,486.105,1.0,2490368,76.0,NA
dmatdmatadd,1200,1,4,1024,4096,10,600,447.257,60.0,40960,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,20,600,462.044,30.0,81920,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,30,600,472.427,20.0,122880,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,40,600,477.226,15.0,163840,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,50,600,478.728,12.0,204800,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,60,600,482.052,10.0,245760,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,70,600,479.523,8.571428571428571,286720,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,80,600,485.062,7.5,327680,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,90,600,482.293,6.666666666666667,368640,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,100,600,485.133,6.0,409600,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,200,600,487.678,3.0,819200,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,300,600,485.834,2.0,1228800,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,400,600,489.201,1.5,1638400,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,500,600,489.512,1.2,2048000,600.0,NA
dmatdmatadd,1200,1,4,1024,4096,600,600,490.187,1.0,2457600,600.0,NA
dmatdmatadd,1200,1,4,256,1024,30,1500,444.45,50.0,30720,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,40,1500,450.291,37.5,40960,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,50,1500,457.992,30.0,51200,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,60,1500,460.94,25.0,61440,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,70,1500,464.501,21.428571428571427,71680,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,80,1500,469.162,18.75,81920,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,90,1500,468.701,16.666666666666668,92160,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,100,1500,471.205,15.0,102400,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,200,1500,478.961,7.5,204800,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,300,1500,480.22,5.0,307200,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,400,1500,478.52,3.75,409600,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,500,1500,478.355,3.0,512000,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,600,1500,478.749,2.5,614400,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,700,1500,477.92,2.142857142857143,716800,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,800,1500,481.55,1.875,819200,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,900,1500,483.754,1.6666666666666667,921600,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,1000,1500,479.477,1.5,1024000,1500.0,NA
dmatdmatadd,1200,1,4,256,1024,1200,1500,479.625,1.25,1228800,1500.0,NA
dmatdmatadd,1200,1,4,1024,4096,60,600,482.052,10.0,245760,600.0,NA
dmatdmatadd,1200,1,4,256,1024,1500,1500,480.399,1.0,1536000,1500.0,NA
dmatdmatadd,1200,1,4,512,2048,20,900,450.344,45.0,40960,900.0,NA
dmatdmatadd,1200,1,4,512,2048,30,900,460.579,30.0,61440,900.0,NA
dmatdmatadd,1200,1,4,512,2048,40,900,467.226,22.5,81920,900.0,NA
dmatdmatadd,1200,1,4,512,2048,50,900,475.217,18.0,102400,900.0,NA
dmatdmatadd,1200,1,4,512,2048,60,900,475.351,15.0,122880,900.0,NA
dmatdmatadd,1200,1,4,512,2048,70,900,476.705,12.857142857142858,143360,900.0,NA
dmatdmatadd,1200,1,4,512,2048,80,900,478.62,11.25,163840,900.0,NA
dmatdmatadd,1200,1,4,512,2048,90,900,480.617,10.0,184320,900.0,NA
dmatdmatadd,1200,1,4,512,2048,100,900,483.164,9.0,204800,900.0,NA
dmatdmatadd,1200,1,4,512,2048,200,900,483.213,4.5,409600,900.0,NA
dmatdmatadd,1200,1,4,512,2048,300,900,483.401,3.0,614400,900.0,NA
dmatdmatadd,1200,1,4,512,2048,400,900,485.334,2.25,819200,900.0,NA
dmatdmatadd,1200,1,4,512,2048,500,900,486.414,1.8,1024000,900.0,NA
dmatdmatadd,1200,1,4,512,2048,600,900,485.428,1.5,1228800,900.0,NA
dmatdmatadd,1200,1,4,512,2048,700,900,485.237,1.2857142857142858,1433600,900.0,NA
dmatdmatadd,1200,1,4,512,2048,800,900,485.083,1.125,1638400,900.0,NA
dmatdmatadd,1200,1,4,512,2048,900,900,485.787,1.0,1843200,900.0,NA
dmatdmatadd,1200,1,8,512,4096,8,450,441.234,56.25,32768,450.0,NA
dmatdmatadd,1200,1,8,512,4096,9,450,445.061,50.0,36864,450.0,NA
dmatdmatadd,1200,1,8,512,4096,10,450,449.719,45.0,40960,450.0,NA
dmatdmatadd,1200,1,8,512,4096,20,450,466.682,22.5,81920,450.0,NA
dmatdmatadd,1200,1,8,512,4096,30,450,473.526,15.0,122880,450.0,NA
dmatdmatadd,1200,1,8,512,4096,40,450,477.577,11.25,163840,450.0,NA
dmatdmatadd,1200,1,8,512,4096,50,450,481.733,9.0,204800,450.0,NA
dmatdmatadd,1200,1,8,512,4096,60,450,479.415,7.5,245760,450.0,NA
dmatdmatadd,1200,1,8,512,4096,70,450,477.696,6.428571428571429,286720,450.0,NA
dmatdmatadd,1200,1,8,512,4096,80,450,479.974,5.625,327680,450.0,NA
dmatdmatadd,1200,1,8,512,4096,90,450,478.72,5.0,368640,450.0,NA
dmatdmatadd,1200,1,8,512,4096,100,450,481.431,4.5,409600,450.0,NA
dmatdmatadd,1200,1,8,512,4096,200,450,484.346,2.25,819200,450.0,NA
dmatdmatadd,1200,1,8,512,4096,300,450,483.648,1.5,1228800,450.0,NA
dmatdmatadd,1200,1,8,512,4096,400,450,486.144,1.125,1638400,450.0,NA
dmatdmatadd,1200,1,8,512,4096,450,450,487.666,1.0,1843200,450.0,NA
dmatdmatadd,1380,1,12,1024,12288,4,230,439.518,57.5,49152,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,5,230,441.999,46.0,61440,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,6,230,450.545,38.333333333333336,73728,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,7,230,452.105,32.857142857142854,86016,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,8,230,455.754,28.75,98304,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,9,230,457.427,25.555555555555557,110592,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,10,230,460.494,23.0,122880,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,20,230,469.068,11.5,245760,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,30,230,465.278,7.666666666666667,368640,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,40,230,468.15,5.75,491520,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,50,230,468.312,4.6,614400,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,60,230,470.46,3.8333333333333335,737280,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,70,230,473.151,3.2857142857142856,860160,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,80,230,471.01,2.875,983040,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,90,230,474.297,2.5555555555555554,1105920,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,100,230,472.453,2.3,1228800,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,200,230,472.547,1.15,2457600,230.0,NA
dmatdmatadd,1380,1,12,1024,12288,230,230,476.155,1.0,2826240,230.0,NA
dmatdmatadd,1380,1,16,1024,16384,3,174,437.575,58.0,49152,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,4,174,451.211,43.5,65536,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,5,174,453.379,34.8,81920,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,6,174,456.118,29.0,98304,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,7,174,459.901,24.857142857142858,114688,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,8,174,462.097,21.75,131072,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,9,174,463.662,19.333333333333332,147456,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,10,174,463.684,17.4,163840,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,20,174,467.998,8.7,327680,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,30,174,470.615,5.8,491520,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,40,174,470.281,4.35,655360,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,50,174,473.114,3.48,819200,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,60,174,473.807,2.9,983040,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,70,174,471.601,2.4857142857142858,1146880,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,80,174,471.459,2.175,1310720,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,90,174,474.275,1.9333333333333333,1474560,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,100,174,475.923,1.74,1638400,174.0,NA
dmatdmatadd,1380,1,16,1024,16384,174,174,477.852,1.0,2850816,174.0,NA
dmatdmatadd,1380,1,20,1024,20480,3,138,437.993,46.0,61440,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,4,138,452.407,34.5,81920,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,5,138,457.541,27.6,102400,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,6,138,458.929,23.0,122880,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,7,138,461.454,19.714285714285715,143360,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,8,138,461.735,17.25,163840,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,9,138,464.226,15.333333333333334,184320,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,10,138,464.657,13.8,204800,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,20,138,466.47,6.9,409600,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,30,138,467.413,4.6,614400,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,40,138,469.147,3.45,819200,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,50,138,470.407,2.76,1024000,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,60,138,469.307,2.3,1228800,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,70,138,470.719,1.9714285714285715,1433600,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,80,138,472.981,1.725,1638400,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,90,138,471.623,1.5333333333333334,1843200,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,100,138,472.82,1.38,2048000,138.0,NA
dmatdmatadd,1380,1,20,1024,20480,138,138,474.481,1.0,2826240,138.0,NA
dmatdmatadd,1380,1,32,1024,32768,2,88,448.591,44.0,65536,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,3,88,454.21,29.333333333333332,98304,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,4,88,459.321,22.0,131072,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,5,88,459.508,17.6,163840,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,6,88,464.285,14.666666666666666,196608,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,7,88,464.097,12.571428571428571,229376,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,8,88,465.788,11.0,262144,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,9,88,463.011,9.777777777777779,294912,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,10,88,465.426,8.8,327680,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,20,88,469.701,4.4,655360,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,30,88,469.443,2.933333333333333,983040,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,40,88,469.171,2.2,1310720,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,50,88,471.246,1.76,1638400,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,60,88,470.089,1.4666666666666666,1966080,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,70,88,470.724,1.2571428571428571,2293760,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,80,88,471.15,1.1,2621440,88.0,NA
dmatdmatadd,1380,1,32,1024,32768,88,88,472.252,1.0,2883584,88.0,NA
dmatdmatadd,1380,1,4,1024,4096,9,690,432.165,76.66666666666667,36864,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,10,690,434.002,69.0,40960,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,20,690,455.847,34.5,81920,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,30,690,462.629,23.0,122880,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,40,690,463.659,17.25,163840,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,50,690,469.072,13.8,204800,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,60,690,470.817,11.5,245760,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,70,690,468.805,9.857142857142858,286720,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,80,690,468.722,8.625,327680,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,90,690,469.001,7.666666666666667,368640,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,100,690,471.438,6.9,409600,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,200,690,472.877,3.45,819200,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,300,690,477.499,2.3,1228800,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,400,690,474.535,1.725,1638400,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,500,690,478.838,1.38,2048000,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,600,690,477.491,1.15,2457600,690.0,NA
dmatdmatadd,1380,1,4,1024,4096,690,690,478.109,1.0,2826240,690.0,NA
dmatdmatadd,1380,1,4,256,1024,40,2070,439.582,51.75,40960,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,50,2070,443.738,41.4,51200,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,60,2070,448.852,34.5,61440,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,70,2070,449.525,29.571428571428573,71680,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,80,2070,452.939,25.875,81920,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,90,2070,455.406,23.0,92160,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,100,2070,455.552,20.7,102400,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,200,2070,462.341,10.35,204800,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,300,2070,463.683,6.9,307200,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,400,2070,465.139,5.175,409600,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,500,2070,464.406,4.14,512000,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,600,2070,464.943,3.45,614400,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,700,2070,465.392,2.9571428571428573,716800,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,800,2070,468.115,2.5875,819200,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,900,2070,466.998,2.3,921600,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,1000,2070,466.803,2.07,1024000,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,1200,2070,467.096,1.725,1228800,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,1380,2070,466.7,1.5,1413120,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,1587,2070,467.757,1.3043478260869565,1625088,2070.0,NA
dmatdmatadd,1380,1,4,256,1024,2070,2070,468.302,1.0,2119680,2070.0,NA
dmatdmatadd,1380,1,4,512,2048,20,1035,446.843,51.75,40960,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,30,1035,455.739,34.5,61440,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,40,1035,460.35,25.875,81920,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,50,1035,462.035,20.7,102400,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,60,1035,465.223,17.25,122880,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,70,1035,467.261,14.785714285714286,143360,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,80,1035,468.639,12.9375,163840,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,90,1035,471.858,11.5,184320,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,100,1035,469.006,10.35,204800,1035.0,NA
dmatdmatadd,1380,1,4,512,2048,200,1035,472.45,5.175,409600,1035.0,NA
