runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,work_per_core,w1,w2,w3,w4,w5,w6,w7,w8,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9011712,9011712,8822016,0.0,0.0,0.0,0.0,0.0,0.0,600,1127424,9504,15.84,1228800,4752.0,15.84,32768,262144,20971520,8,512,8,460800.0,4,29795.630999022615,16.0,598.535
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21066896,21066896,20149504,0.0,0.0,0.0,0.0,0.0,0.0,600,1185376,20865,34.775,1228800,10432.5,34.775,32768,262144,20971520,8,512,8,460800.0,4,57325.73374168621,35.0,718.986
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,600,1200576,24500,40.833333333333336,1228800,12250.0,40.833333333333336,32768,262144,20971520,8,512,8,460800.0,4,69852.71057028323,41.0,701.476
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9199616,9199616,8634112,0.0,0.0,0.0,0.0,0.0,0.0,700,1315328,9504,13.577142857142857,1433600,4752.0,13.577142857142857,32768,262144,20971520,8,512,8,537600.0,4,31935.304682925256,14.0,558.433
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,20742192,20742192,20474208,0.0,0.0,0.0,0.0,0.0,0.0,700,1383568,20865,29.807142857142857,1433600,10432.5,29.807142857142857,32768,262144,20971520,8,512,8,537600.0,4,58083.172446836994,30.0,709.61
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,25200000,25200000,23800000,0.0,0.0,0.0,0.0,0.0,0.0,700,1400000,24500,35.0,1433600,12250.0,35.0,32768,262144,20971520,8,512,8,537600.0,4,70139.47736069442,35.0,698.608
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9011712,9011712,8822016,0.0,0.0,0.0,0.0,0.0,0.0,800,1503232,9504,11.88,1638400,4752.0,11.88,32768,262144,20971520,8,512,8,614400.0,4,35274.1492360184,12.0,505.575
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,20672400,20672400,20544000,0.0,0.0,0.0,0.0,0.0,0.0,800,1580816,20865,26.08125,1638400,10432.5,26.08125,32768,262144,20971520,8,512,8,614400.0,4,55692.6448750049,27.0,740.069
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,800,1600096,24500,30.625,1638400,12250.0,30.625,32768,262144,20971520,8,512,8,614400.0,4,71268.47707991232,31.0,687.541
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9385728,9385728,8448000,0.0,0.0,0.0,0.0,0.0,0.0,900,1689600,9504,10.56,1843200,4752.0,10.56,32768,262144,20971520,8,512,8,691200.0,4,30279.10719925023,11.0,588.978
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21333936,21333936,19882464,0.0,0.0,0.0,0.0,0.0,0.0,900,1778064,20865,23.183333333333334,1843200,10432.5,23.183333333333334,32768,262144,20971520,8,512,8,691200.0,4,55489.67656467092,24.0,742.776
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,25200000,25200000,23800000,0.0,0.0,0.0,0.0,0.0,0.0,900,1800192,24500,27.22222222222222,1843200,12250.0,27.22222222222222,32768,262144,20971520,8,512,8,691200.0,4,72888.46577217148,28.0,672.26
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9385984,9385984,8447744,0.0,0.0,0.0,0.0,0.0,0.0,1000,1877504,9504,9.504,2048000,4752.0,9.504,32768,262144,20971520,8,512,8,768000.0,4,30581.03480502021,10.0,583.163
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21462336,21462336,19754064,0.0,0.0,0.0,0.0,0.0,0.0,1000,1976256,20865,20.865,2048000,10432.5,20.865,32768,262144,20971520,8,512,8,768000.0,4,57467.20653192344,21.0,717.216
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999232,24999232,24000768,0.0,0.0,0.0,0.0,0.0,0.0,1000,2000288,24500,24.5,2048000,12250.0,24.5,32768,262144,20971520,8,512,8,768000.0,4,70790.0165850896,25.0,692.188
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9011712,9011712,8822016,0.0,0.0,0.0,0.0,0.0,0.0,1200,2253312,9504,7.92,2457600,4752.0,7.92,32768,262144,20971520,8,512,8,921600.0,4,30030.23950129576,8.0,593.859
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21333936,21333936,19882464,0.0,0.0,0.0,0.0,0.0,0.0,1200,2370752,20865,17.3875,2457600,10432.5,17.3875,32768,262144,20971520,8,512,8,921600.0,4,55638.81558076905,18.0,740.785
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,1200,2400480,24500,20.416666666666668,2457600,12250.0,20.416666666666668,32768,262144,20971520,8,512,8,921600.0,4,70463.34683641142,21.0,695.397
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,10061568,10061568,7772160,0.0,0.0,0.0,0.0,0.0,0.0,1380,2591232,9504,6.886956521739131,2826240,4752.0,6.886956521739131,32768,262144,20971520,8,512,8,1059840.0,4,31795.354177549652,7.0,560.891
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21807520,21807520,19408880,0.0,0.0,0.0,0.0,0.0,0.0,1380,2726176,20865,15.119565217391305,2826240,10432.5,15.119565217391305,32768,262144,20971520,8,512,8,1059840.0,4,56688.97563068899,16.0,727.062
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24840768,24840768,24159232,0.0,0.0,0.0,0.0,0.0,0.0,1380,2760384,24500,17.753623188405797,2826240,12250.0,17.753623188405797,32768,262144,20971520,8,512,8,1059840.0,4,71659.5323996145,18.0,683.789
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,8937984,8937984,8895744,0.0,0.0,0.0,0.0,0.0,0.0,1587,2979840,9504,5.9886578449905485,3250176,4752.0,5.9886578449905485,32768,262144,20971520,8,512,8,1218816.0,4,29729.07355699104,6.0,599.875
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21944112,21944112,19272288,0.0,0.0,0.0,0.0,0.0,0.0,1587,3135008,20865,13.147448015122873,3250176,10432.5,13.147448015122873,32768,262144,20971520,8,512,8,1218816.0,4,61325.532813959995,14.0,672.092
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,25392576,25392576,23607424,0.0,0.0,0.0,0.0,0.0,0.0,1587,3174240,24500,15.437933207309388,3250176,12250.0,15.437933207309388,32768,262144,20971520,8,512,8,1218816.0,4,70206.30624563897,16.0,697.943
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,10137600,10137600,7696128,0.0,0.0,0.0,0.0,0.0,0.0,1800,3379200,9504,5.28,3686400,4752.0,5.28,32768,262144,20971520,8,512,8,1382400.0,4,30765.258224061577,6.0,579.671
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21332048,21332048,19884352,0.0,0.0,0.0,0.0,0.0,0.0,1800,3556128,20865,11.591666666666667,3686400,10432.5,11.591666666666667,32768,262144,20971520,8,512,8,1382400.0,4,63744.75127013463,12.0,646.585
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,25200000,25200000,23800000,0.0,0.0,0.0,0.0,0.0,0.0,1800,3600384,24500,13.61111111111111,3686400,12250.0,13.61111111111111,32768,262144,20971520,8,512,8,1382400.0,4,75414.31702331995,14.0,649.744
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,10323712,10323712,7510016,0.0,0.0,0.0,0.0,0.0,0.0,2000,3755008,9504,4.752,4096000,4752.0,4.752,32768,262144,20971520,8,512,8,1536000.0,4,31250.454289774665,5.0,570.671
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21463280,21463280,19753120,0.0,0.0,0.0,0.0,0.0,0.0,2000,3951568,20865,10.4325,4096000,10432.5,10.4325,32768,262144,20971520,8,512,8,1536000.0,4,56523.46230274373,11.0,729.191
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,2000,4000576,24500,12.25,4096000,12250.0,12.25,32768,262144,20971520,8,512,8,1536000.0,4,79889.65445278847,13.0,613.346
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,11263488,11263488,6570240,0.0,0.0,0.0,0.0,0.0,0.0,3000,5632512,9504,3.168,6144000,4752.0,3.168,32768,262144,20971520,8,512,8,2304000.0,4,32408.696726733495,4.0,550.276
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,23438592,23438592,17777808,0.0,0.0,0.0,0.0,0.0,0.0,3000,5926880,20865,6.955,6144000,10432.5,6.955,32768,262144,20971520,8,512,8,2304000.0,4,58264.301587211834,7.0,707.404
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,3000,6000192,24500,8.166666666666666,6144000,12250.0,8.166666666666666,32768,262144,20971520,8,512,8,2304000.0,4,68852.52351524451,9.0,711.666
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,10323712,10323712,7510016,0.0,0.0,0.0,0.0,0.0,0.0,4000,7510016,9504,2.376,8192000,4752.0,2.376,32768,262144,20971520,8,512,8,3072000.0,4,31630.46034603549,3.0,563.815
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,23704688,23704688,17511712,0.0,0.0,0.0,0.0,0.0,0.0,4000,7902192,20865,5.21625,8192000,10432.5,5.21625,32768,262144,20971520,8,512,8,3072000.0,4,59648.330656015285,6.0,690.99
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,24999904,24999904,24000096,0.0,0.0,0.0,0.0,0.0,0.0,4000,8000480,24500,6.125,8192000,12250.0,6.125,32768,262144,20971520,8,512,8,3072000.0,4,69432.93133083092,7.0,705.717
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,9387520,9387520,8446208,0.0,0.0,0.0,0.0,0.0,0.0,5000,9387520,9504,1.9008,10240000,4752.0,1.9008,32768,262144,20971520,8,512,8,3840000.0,4,30933.13906595551,2.0,576.525
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21463280,21463280,19753120,0.0,0.0,0.0,0.0,0.0,0.0,5000,9877504,20865,4.173,10240000,10432.5,4.173,32768,262144,20971520,8,512,8,3840000.0,4,56681.80330438944,5.0,727.154
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,28999808,28999808,20000192,0.0,0.0,0.0,0.0,0.0,0.0,5000,10000096,24500,4.9,10240000,12250.0,4.9,32768,262144,20971520,8,512,8,3840000.0,4,74748.67664332678,5.0,655.53
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,11265024,11265024,6568704,0.0,0.0,0.0,0.0,0.0,0.0,6000,11265024,9504,1.584,12288000,4752.0,1.584,32768,262144,20971520,8,512,8,4608000.0,4,35084.83719356368,2.0,508.303
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,23705632,23705632,17510768,0.0,0.0,0.0,0.0,0.0,0.0,6000,11852816,20865,3.4775,12288000,10432.5,3.4775,32768,262144,20971520,8,512,8,4608000.0,4,60836.912721958994,4.0,677.49
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,25000576,25000576,23999424,0.0,0.0,0.0,0.0,0.0,0.0,6000,12000384,24500,4.083333333333333,12288000,12250.0,4.083333333333333,32768,262144,20971520,8,512,8,4608000.0,4,73548.06365960155,5.0,666.231
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,13142528,13142528,4691200,0.0,0.0,0.0,0.0,0.0,0.0,7000,13142528,9504,1.3577142857142857,14336000,4752.0,1.3577142857142857,32768,262144,20971520,8,512,8,5376000.0,4,38795.54042442107,2.0,459.685
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,27388272,27388272,13828128,0.0,0.0,0.0,0.0,0.0,0.0,7000,13828128,20865,2.980714285714286,14336000,10432.5,2.980714285714286,32768,262144,20971520,8,512,8,5376000.0,4,64887.17744461989,3.0,635.201
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,28000000,28000000,21000000,0.0,0.0,0.0,0.0,0.0,0.0,7000,14000000,24500,3.5,14336000,12250.0,3.5,32768,262144,20971520,8,512,8,5376000.0,4,72967.1573335716,4.0,671.535
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,15020032,15020032,2813696,0.0,0.0,0.0,0.0,0.0,0.0,8000,15020032,9504,1.188,16384000,4752.0,1.188,32768,262144,20971520,8,512,8,6144000.0,4,42362.51214431124,2.0,420.979
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,25412960,25412960,15803440,0.0,0.0,0.0,0.0,0.0,0.0,8000,15803440,20865,2.608125,16384000,10432.5,2.608125,32768,262144,20971520,8,512,8,6144000.0,4,62905.825325698104,3.0,655.208
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,31999904,31999904,17000096,0.0,0.0,0.0,0.0,0.0,0.0,8000,16000288,24500,3.0625,16384000,12250.0,3.0625,32768,262144,20971520,8,512,8,6144000.0,4,78469.80674007598,4.0,624.444
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,16896000,16896000,937728,0.0,0.0,0.0,0.0,0.0,0.0,9000,16896000,9504,1.056,18432000,4752.0,1.056,32768,262144,20971520,8,512,8,6912000.0,4,47570.56203152925,2.0,374.89
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,23437648,23437648,17778752,0.0,0.0,0.0,0.0,0.0,0.0,9000,17778752,20865,2.3183333333333334,18432000,10432.5,2.3183333333333334,32768,262144,20971520,8,512,8,6912000.0,4,58580.47203895472,3.0,703.586
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,31000096,31000096,17999904,0.0,0.0,0.0,0.0,0.0,0.0,9000,18000576,24500,2.7222222222222223,18432000,12250.0,2.7222222222222223,32768,262144,20971520,8,512,8,6912000.0,4,77861.94283026573,3.0,629.319
hpx,ws_marvin,dmatdmatadd,4222,2,4,512,2048,17833728,17833728,0,0.0,0.0,0.0,0.0,0.0,0.0,9504,17833728,9504,1.0,19464192,4752.0,1.0,32768,262144,20971520,8,512,8,7299072.0,4,36094.45338352713,1.0,494.085
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,21462336,21462336,19754064,0.0,0.0,0.0,0.0,0.0,0.0,10000,19754064,20865,2.0865,20480000,10432.5,2.0865,32768,262144,20971520,8,512,8,7680000.0,4,55335.53960891192,3.0,744.845
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,28999808,28999808,20000192,0.0,0.0,0.0,0.0,0.0,0.0,10000,20000192,24500,2.45,20480000,12250.0,2.45,32768,262144,20971520,8,512,8,7680000.0,4,74151.4202266915,3.0,660.81
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,39508128,39508128,1708272,0.0,0.0,0.0,0.0,0.0,0.0,20000,39508128,20865,1.04325,40960000,10432.5,1.04325,32768,262144,20971520,8,512,8,15360000.0,4,91303.6832579787,2.0,451.421
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,40000384,40000384,8999616,0.0,0.0,0.0,0.0,0.0,0.0,20000,40000384,24500,1.225,40960000,12250.0,1.225,32768,262144,20971520,8,512,8,15360000.0,4,96170.07579772096,2.0,509.514
hpx,ws_marvin,dmatdmatadd,6420,2,4,512,2048,41216400,41216400,0,0.0,0.0,0.0,0.0,0.0,0.0,20865,41216400,20865,1.0,42731520,10432.5,1.0,32768,262144,20971520,8,512,8,16024320.0,4,93572.40803131158,1.0,440.476
hpx,ws_marvin,dmatdmatadd,7000,2,4,512,2048,49000000,49000000,0,0.0,0.0,0.0,0.0,0.0,0.0,24500,49000000,24500,1.0,50176000,12250.0,1.0,32768,262144,20971520,8,512,8,18816000.0,4,97832.70607261582,1.0,500.855
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,160544,160544,159160,157776,0.0,0.0,0.0,0.0,0.0,1,2768,173,173.0,2768,57.666666666666664,86.5,32768,262144,20971520,8,512,8,1038.0,4,405.70991588070353,173.0,1176.9
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5945344,5945344,5943296,5945088,0.0,0.0,0.0,0.0,0.0,1,4096,5280,5280.0,4096,1760.0,2640.0,32768,262144,20971520,8,512,8,1536.0,4,31822.360215197667,5280.0,560.415
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13738800,13738800,13738800,13738800,0.0,0.0,0.0,0.0,0.0,1,4096,11235,11235.0,4096,3745.0,5617.5,32768,262144,20971520,8,512,8,1536.0,4,65204.47390485833,11235.0,632.11
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16335616,16335616,16332192,16332192,0.0,0.0,0.0,0.0,0.0,1,4096,12250,12250.0,4096,4083.3333333333335,6125.0,32768,262144,20971520,8,512,8,1536.0,4,78676.18487940064,12250.0,622.806
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,160544,160544,160544,156392,0.0,0.0,0.0,0.0,0.0,2,5536,173,86.5,5536,57.666666666666664,43.25,32768,262144,20971520,8,512,8,2076.0,4,300.1716236350263,87.0,1590.69
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5945344,5945344,5943296,5945088,0.0,0.0,0.0,0.0,0.0,2,8192,5280,2640.0,8192,1760.0,1320.0,32768,262144,20971520,8,512,8,3072.0,4,28193.21038203853,2640.0,632.554
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13739904,13739904,13738800,13737696,0.0,0.0,0.0,0.0,0.0,2,8192,11235,5617.5,8192,3745.0,2808.75,32768,262144,20971520,8,512,8,3072.0,4,59863.00892359175,5618.0,688.512
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16335616,16335616,16335616,16328768,0.0,0.0,0.0,0.0,0.0,2,8192,12250,6125.0,8192,4083.3333333333335,3062.5,32768,262144,20971520,8,512,8,3072.0,4,72878.9257943803,6125.0,672.348
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,161928,161928,157776,157776,0.0,0.0,0.0,0.0,0.0,3,8304,173,57.666666666666664,8304,57.666666666666664,28.833333333333332,32768,262144,20971520,8,512,8,3114.0,4,257.6182665745856,58.0,1853.44
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5943552,5942784,0.0,0.0,0.0,0.0,0.0,3,12288,5280,1760.0,12288,1760.0,880.0,32768,262144,20971520,8,512,8,4608.0,4,27151.704125039203,1760.0,656.818
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13746992,13746992,13734704,13734704,0.0,0.0,0.0,0.0,0.0,3,12288,11235,3745.0,12288,3745.0,1872.5,32768,262144,20971520,8,512,8,4608.0,4,56695.44787401011,3745.0,726.979
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16335616,16335616,16332192,16332192,0.0,0.0,0.0,0.0,0.0,3,12288,12250,4083.3333333333335,12288,4083.3333333333335,2041.6666666666667,32768,262144,20971520,8,512,8,4608.0,4,67071.00903542308,4084.0,730.569
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,166080,166080,156392,155008,0.0,0.0,0.0,0.0,0.0,4,11072,173,43.25,11072,57.666666666666664,21.625,32768,262144,20971520,8,512,8,4152.0,4,242.0230425724959,44.0,1972.87
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5945344,5940992,0.0,0.0,0.0,0.0,0.0,4,16384,5280,1320.0,16384,1760.0,660.0,32768,262144,20971520,8,512,8,6144.0,4,27996.257480329794,1320.0,637.004
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13744000,13744000,13734704,13737696,0.0,0.0,0.0,0.0,0.0,4,16384,11235,2808.75,16384,3745.0,1404.375,32768,262144,20971520,8,512,8,6144.0,4,56846.521673767355,2809.0,725.047
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16336288,16335616,16336288,16328096,0.0,0.0,0.0,0.0,0.0,4,16384,12250,3062.5,16384,4083.3333333333335,1531.25,32768,262144,20971520,8,512,8,6144.0,4,66179.99608322473,3063.0,740.405
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,166080,166080,159160,152240,0.0,0.0,0.0,0.0,0.0,5,13840,173,34.6,13840,57.666666666666664,17.3,32768,262144,20971520,8,512,8,5190.0,4,233.12062727942936,35.0,2048.21
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5947392,5938944,0.0,0.0,0.0,0.0,0.0,5,16896,5280,1056.0,20480,1760.0,528.0,32768,262144,20971520,8,512,8,7680.0,4,26749.29465920903,1056.0,666.699
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13738800,13738800,13738800,13738800,0.0,0.0,0.0,0.0,0.0,5,20480,11235,2247.0,20480,3745.0,1123.5,32768,262144,20971520,8,512,8,7680.0,4,53778.946873972476,2247.0,766.404
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16340384,16340384,16340384,16319232,0.0,0.0,0.0,0.0,0.0,5,20480,12250,2450.0,20480,4083.3333333333335,1225.0,32768,262144,20971520,8,512,8,7680.0,4,65485.17161792477,2450.0,748.261
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,166080,166080,161928,149472,0.0,0.0,0.0,0.0,0.0,6,16608,173,28.833333333333332,16608,57.666666666666664,14.416666666666666,32768,262144,20971520,8,512,8,6228.0,4,229.3437851234906,29.0,2081.94
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5951744,5951744,5939200,5942784,0.0,0.0,0.0,0.0,0.0,6,20992,5280,880.0,24576,1760.0,440.0,32768,262144,20971520,8,512,8,9216.0,4,26213.9273718792,880.0,680.315
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13746992,13746992,13734704,13734704,0.0,0.0,0.0,0.0,0.0,6,24576,11235,1872.5,24576,3745.0,936.25,32768,262144,20971520,8,512,8,9216.0,4,57159.49891620451,1873.0,721.077
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16344480,16344480,16335616,16319904,0.0,0.0,0.0,0.0,0.0,6,24576,12250,2041.6666666666667,24576,4083.3333333333335,1020.8333333333334,32768,262144,20971520,8,512,8,9216.0,4,69373.85143802084,2042.0,706.318
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,167464,167464,155008,155008,0.0,0.0,0.0,0.0,0.0,7,19376,173,24.714285714285715,19376,57.666666666666664,12.357142857142858,32768,262144,20971520,8,512,8,7266.0,4,224.85730969917304,25.0,2123.48
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5957632,5957632,5940992,5935104,0.0,0.0,0.0,0.0,0.0,7,25088,5280,754.2857142857143,28672,1760.0,377.14285714285717,32768,262144,20971520,8,512,8,10752.0,4,26586.949326892973,755.0,670.77
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13738800,13738800,13738800,13738800,0.0,0.0,0.0,0.0,0.0,7,25680,11235,1605.0,28672,3745.0,802.5,32768,262144,20971520,8,512,8,10752.0,4,53365.477987730825,1605.0,772.342
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16352000,16352000,16324000,16324000,0.0,0.0,0.0,0.0,0.0,7,28000,12250,1750.0,28672,4083.3333333333335,875.0,32768,262144,20971520,8,512,8,10752.0,4,64134.61462949825,1750.0,764.018
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,167464,167464,155008,155008,0.0,0.0,0.0,0.0,0.0,8,22144,173,21.625,22144,57.666666666666664,10.8125,32768,262144,20971520,8,512,8,8304.0,4,226.47523371800162,22.0,2108.31
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5947392,5938944,0.0,0.0,0.0,0.0,0.0,8,29184,5280,660.0,32768,1760.0,330.0,32768,262144,20971520,8,512,8,12288.0,4,26878.70936820354,660.0,663.489
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13744000,13744000,13734704,13737696,0.0,0.0,0.0,0.0,0.0,8,29776,11235,1404.375,32768,3745.0,702.1875,32768,262144,20971520,8,512,8,12288.0,4,54783.690526192666,1405.0,752.348
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16352000,16352000,16327424,16320576,0.0,0.0,0.0,0.0,0.0,8,32096,12250,1531.25,32768,4083.3333333333335,765.625,32768,262144,20971520,8,512,8,12288.0,4,67499.9931122456,1532.0,725.926
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,174384,174384,153624,149472,0.0,0.0,0.0,0.0,0.0,9,24912,173,19.22222222222222,24912,57.666666666666664,9.61111111111111,32768,262144,20971520,8,512,8,9342.0,4,219.43720616012465,20.0,2175.93
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5963776,5963776,5939456,5930496,0.0,0.0,0.0,0.0,0.0,9,33280,5280,586.6666666666666,36864,1760.0,293.3333333333333,32768,262144,20971520,8,512,8,13824.0,4,26649.28474404551,587.0,669.201
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13741008,13741008,13737696,13737696,0.0,0.0,0.0,0.0,0.0,9,33872,11235,1248.3333333333333,36864,3745.0,624.1666666666666,32768,262144,20971520,8,512,8,13824.0,4,53126.103668109434,1249.0,775.822
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16343808,16343808,16343808,16312384,0.0,0.0,0.0,0.0,0.0,9,36192,12250,1361.111111111111,36864,4083.3333333333335,680.5555555555555,32768,262144,20971520,8,512,8,13824.0,4,65641.85002846713,1362.0,746.475
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,166080,166080,166080,145320,0.0,0.0,0.0,0.0,0.0,10,27680,173,17.3,27680,57.666666666666664,8.65,32768,262144,20971520,8,512,8,10380.0,4,220.395389735376,18.0,2166.47
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5947392,5938944,0.0,0.0,0.0,0.0,0.0,10,33792,5280,528.0,40960,1760.0,264.0,32768,262144,20971520,8,512,8,15360.0,4,26594.44272951366,528.0,670.581
hpx,ws_marvin,dmatdmatadd,6420,3,4,1024,4096,13756288,13756288,13738800,13721312,0.0,0.0,0.0,0.0,0.0,10,37968,11235,1123.5,40960,3745.0,561.75,32768,262144,20971520,8,512,8,15360.0,4,53500.55556132462,1124.0,770.392
hpx,ws_marvin,dmatdmatadd,7000,3,4,1024,4096,16360192,16360192,16319904,16319904,0.0,0.0,0.0,0.0,0.0,10,40288,12250,1225.0,40960,4083.3333333333335,612.5,32768,262144,20971520,8,512,8,15360.0,4,64206.130506167065,1225.0,763.167
hpx,ws_marvin,dmatdmatadd,690,3,4,1024,2768,166080,166080,166080,145320,0.0,0.0,0.0,0.0,0.0,20,55360,173,8.65,55360,57.666666666666664,4.325,32768,262144,20971520,8,512,8,20760.0,4,194.86991123354758,9.0,2450.25
hpx,ws_marvin,dmatdmatadd,4222,3,4,1024,4096,5947392,5947392,5947392,5938944,0.0,0.0,0.0,0.0,0.0,20,67584,5280,264.0,81920,1760.0,132.0,32768,262144,20971520,8,512,8,30720.0,4,26341.780733900236,264.0,677.013
