
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          17543.1
     60          13208.7
     69          12173.7
     79          12158.1
     90          13809.9
     103         14193.7
     118         15368.7
     135         13850.1
     155         13475.4
     176         12837
     200         10540.6
     230         9860.17
     264         9703.34
     300         9833.65
     345         9749.19
     396         9540.61
     455         9180.41
     523         8246.49
     600         7559.14
     690         6922.99
     793         6825.42
     912         6441.85
     1048        13560.5
     1200        13888.1
     1380        13673.1
     1587        13355.7
     1825        13001.2
     2100        13684.3
     2415        13617.3
     2777        13657.9
     3193        12048.9
     3672        13687.3
     4222        13386.4
     4855        11829
     5583        13620.6
     6420        13495.6
     7000        13544.5
/threads{locality#0/total}/idle-rate,1,1279.622869,[s],24,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1279.622889,[s],24,[0.01%]
/threads{locality#0/total}/time/average,1,1279.622892,[s],630689,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1279.622893,[s],630689,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1279.622896,[s],3.10099e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1279.622897,[s],3.10099e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1279.622899,[s],2.01087e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1279.622901,[s],2.01087e+06
/threads{locality#0/total}/time/average-overhead,1,1279.622903,[s],1542,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1279.622904,[s],1542,[ns]
