
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          14817.2
     60          11272.2
     69          8662.34
     79          8844.55
     90          10321.2
     103         10073.7
     118         10740.4
     135         10703.4
     155         11392.6
     176         12752
     200         13221
     230         12438.9
     264         13318.7
     300         14009
     345         13381.6
     396         13907.4
     455         12489
     523         12025.9
     600         12322.1
     690         11438.8
     793         10833.8
     912         10661.2
     1048        14120.6
     1200        14077.6
     1380        14042.9
     1587        13735.7
     1825        13817.2
     2100        13954.6
     2415        13877.7
     2777        13968.5
     3193        13950.7
     3672        13981.2
     4222        13943.2
     4855        13910.3
     5583        13903.6
     6420        14012.3
     7000        14009.3
/threads{locality#0/total}/idle-rate,1,1230.761965,[s],21,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1230.761985,[s],21,[0.01%]
/threads{locality#0/total}/time/average,1,1230.761988,[s],712657,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1230.761989,[s],712657,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1230.761992,[s],2.64096e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1230.761993,[s],2.64096e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1230.761995,[s],1.71e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1230.761997,[s],1.71001e+06
/threads{locality#0/total}/time/average-overhead,1,1230.761999,[s],1544,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1230.762001,[s],1544,[ns]
