
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         418.036
     455         495.443
     500         575.059
     550         646.219
     605         3015.43
     665         3403.91
     731         4014.59
     804         4208.07
     884         3970.2
     972         4404.17
     1069        5056.3
     1175        4957.43
     1292        4377.19
     1421        3542.55
     1563        3453.33
     1719        2977.32
     1890        2896.97
     2079        3120.38
     2286        3122.56
     2514        3221.06
     2765        2570.05
     3041        2709.02
     3345        2425.81
     3679        2644.45
     4046        3338.87
     4450        2146.16
     4895        2626.94
     5384        3411.19
     5922        2637.42
     6514        2751.25
     7165        2595.85
     7881        2793.65
     8669        3294.52
     9535        2664.46
     10000       2634.67
