
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         2566.19
     455         3041.27
     500         5279.88
     550         5456.84
     605         4805.61
     665         5791.97
     731         5790.43
     804         6247.59
     884         6411.84
     972         6409.89
     1069        6587.17
     1175        6512.49
     1292        6539
     1421        4314.93
     1563        4326.26
     1719        4068.43
     1890        3584.83
     2079        3499.33
     2286        3453.16
     2514        3440.19
     2765        3433.72
     3041        3446.12
     3345        3440.14
     3679        3379.26
     4046        3078.61
     4450        3226.75
     4895        3223.05
     5384        3321.74
     5922        3197.52
     6514        3159.77
     7165        3282.96
     7881        3356.68
     8669        3039.41
     9535        2518.13
     10000       3240.92
/threads{locality#0/total}/idle-rate,1,17.644519,[s],3,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,17.644535,[s],3,[0.01%]
/threads{locality#0/total}/time/average,1,17.644537,[s],1.15767e+07,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,17.644538,[s],1.1569e+07,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,17.644540,[s],6.58536e+06,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,17.644542,[s],6.58568e+06,[ns]
/threads{locality#0/total}/count/cumulative,1,17.644544,[s],1512
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,17.644545,[s],1513
/threads{locality#0/total}/time/average-overhead,1,17.644547,[s],4350,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,17.644549,[s],4347,[ns]
