
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         4679.59
     455         4924.78
     500         5226.35
     550         5382.03
     605         5593.88
     665         5825.43
     731         5962.3
     804         6194.39
     884         6365.41
     972         6472.81
     1069        6564.17
     1175        6611.84
     1292        6414.84
     1421        5869.11
     1563        4884.19
     1719        4100.87
     1890        3639.73
     2079        3496.07
     2286        3430.79
     2514        3410.07
     2765        3414.99
     3041        3431.28
     3345        3412.23
     3679        3380.72
     4046        3051.55
     4450        3216.15
     4895        3200.91
     5384        3332.26
     5922        3190.57
     6514        3153.96
     7165        3215.78
     7881        3380.46
     8669        3035.05
     9535        3252.47
     10000       3233.64
/threads{locality#0/total}/idle-rate,1,399.847370,[s],254,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,399.847385,[s],254,[0.01%]
/threads{locality#0/total}/time/average,1,399.847388,[s],57813,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,399.847389,[s],57813,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,399.847391,[s],1.01025e+10,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,399.847393,[s],1.01025e+10,[ns]
/threads{locality#0/total}/count/cumulative,1,399.847394,[s],6.68614e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,399.847396,[s],6.68614e+06
/threads{locality#0/total}/time/average-overhead,1,399.847398,[s],1510,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,399.847399,[s],1510,[ns]
