
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          18075.9
     60          9208.37
     69          10229.8
     79          11117.2
     90          12990.2
     103         13355.9
     118         14947.6
     135         14185
     155         10347.5
     176         12376.4
     200         12903.9
     230         11456.4
     264         12968.6
     300         13396.7
     345         13246.8
     396         13997.5
     455         12975.8
     523         13491.8
     600         14339
     690         13934.2
     793         14264.4
     912         14302
     1048        14547.3
     1200        14151.8
     1380        14295.4
     1587        14053.6
     1825        14407.2
     2100        14587.9
     2415        14464.2
     2777        14617.8
     3193        14290.8
     3672        14757.7
     4222        14696.6
     4855        14275.5
     5583        14570.4
     6420        14690.1
     7000        14610.6
/threads{locality#0/total}/idle-rate,1,1192.089729,[s],60,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1192.089744,[s],60,[0.01%]
/threads{locality#0/total}/time/average,1,1192.089746,[s],206521,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1192.089748,[s],206521,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1192.089750,[s],7.05373e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1192.089751,[s],7.05373e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1192.089753,[s],5.65807e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1192.089754,[s],5.65807e+06
/threads{locality#0/total}/time/average-overhead,1,1192.089756,[s],1246,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1192.089758,[s],1246,[ns]
