
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          14769.9
     60          8445.86
     69          8575.35
     79          8760.66
     90          9582.19
     103         9364.09
     118         10327.9
     135         10517
     155         10445.5
     176         12444.8
     200         13026.5
     230         11645.1
     264         13198.3
     300         13584.4
     345         13306.9
     396         14217.7
     455         13154.9
     523         13547.9
     600         14572.9
     690         13996.5
     793         14319.5
     912         14506.4
     1048        14614.3
     1200        14320.3
     1380        14433.6
     1587        14173.8
     1825        14389.4
     2100        14464.4
     2415        14388.1
     2777        14311.5
     3193        14492.5
     3672        14550.9
     4222        14579.2
     4855        14487.9
     5583        14541.7
     6420        14632.7
     7000        14453.6
/threads{locality#0/total}/idle-rate,1,1195.408092,[s],50,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1195.408108,[s],50,[0.01%]
/threads{locality#0/total}/time/average,1,1195.408111,[s],255196,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1195.408112,[s],255196,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1195.408115,[s],5.94772e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1195.408116,[s],5.94772e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1195.408117,[s],4.62207e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1195.408119,[s],4.62207e+06
/threads{locality#0/total}/time/average-overhead,1,1195.408121,[s],1286,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1195.408123,[s],1286,[ns]
