
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           93.3552
     2           224.107
     3           336.065
     4           448.059
     5           512.415
     6           613.327
     7           717.41
     8           817.817
     9           851.791
     10          939.965
     11          1033.84
     12          1127.96
     13          1216.28
     14          1309.8
     15          1403.34
     16          1496.81
     17          1405.16
     18          1487.76
     19          1570.36
     20          1653.11
     22          1740.73
     24          1899.17
     26          1878.62
     28          2023.46
     30          2134.43
     33          2153.13
     36          2348.97
     39          2540.5
     42          2429.43
     46          2675.81
     50          2636.73
     55          2896.31
     60          2922.86
     66          3019.03
     72          3211.46
     79          3410.82
     86          3448.71
     94          3487.94
     103         3768.15
     113         3626.35
     124         3706.2
     136         4041.34
     149         4014.54
     163         3907.3
     179         4119.57
     196         4277.54
     215         4235.11
     236         4238.74
     259         3409.61
     284         4468.17
     312         4384.24
     343         4606.79
     377         4623.08
     414         4491.75
     455         4546.13
     500         5031.26
     550         4528.91
     605         4670.79
     665         4830.65
     731         5011.13
     804         5016.08
     884         5009.88
     972         5056.62
     1069        4960.77
     1175        4985.08
     1292        5329.58
     1421        2495.49
     1563        2045.84
     1719        1720.25
     1890        1726.25
     2079        1744.05
     2286        1697.42
     2514        1734.93
     2765        1725.76
     3041        1736.73
     3345        1739.57
     3679        1739.39
     4046        1750.52
     4450        1741.79
     4895        1748.95
     5384        1692.37
     5922        1711.91
     6514        1713.59
     7165        1461.03
     7881        1700.99
     8669        1629.95
     9535        1635.96
     10488       1429.12
     11536       1495.54
     12689       1462.77
     13957       1297.75
     15352       1194.06
     16887       1157.82
     18575       1158.37
     20432       1132.19
     22475       1095.7
     24722       1087.31
     27194       1081.93
     29913       1084.65
     32904       1085.81
     36194       1084.96
     39813       2813.76
     43794       2945.5
     48173       3089.51
     52990       3159.31
     58289       3235.06
     64117       3304.25
     70528       3350.31
     77580       3509.21
     85338       3462.06
     93871       3506.1
     103258      3527.58
     113583      3503.29
     124941      3590.63
     137435      3671.96
     151178      3744.41
     166295      3750.29
     182924      3716.37
     201216      3778.29
     221337      3780.14
     243470      3900.94
     267817      3954.6
     294598      3950.57
     324057      3999
     356462      3962.6
     392108      4056.74
     431318      4087.41
     474449      4046.11
     521893      4064.79
     574082      4054.89
     631490      3994.28
     694639      3920.35
     764102      3918.9
     840512      3674.39
     924563      3271.2
     1017019     3053.44
     1118720     2763.57
     1230592     2470.57
     1353651     2301.7
     1489016     2494.79
     1637917     2380.76
     1801708     1605.96
     1981878     1630.03
     2180065     1470.68
     2398071     1588.93
     2637878     1434.45
     2901665     1106.73
     3191831     1334.54
     3511014     1222.79
     3862115     1165.57
     4248326     1131.79
     4673158     1250.2
     5140474     1096.67
     5654521     1087.17
     6219973     1083.36
     6841970     1082.04
     7526167     1082.02
     8278784     1081.88
     9106663     1082.44
     10000000    1082.57
   N=1, steps=222372220
     Blaze       = 1        (2.382)
   N=2, steps=222289857
     Blaze       = 1        (1.98379)
   N=3, steps=222524111
     Blaze       = 1        (1.98644)
   N=4, steps=222523583
     Blaze       = 1        (1.98655)
   N=5, steps=186524866
     Blaze       = 1        (1.82006)
   N=6, steps=199497757
     Blaze       = 1        (1.95163)
   N=7, steps=199664602
     Blaze       = 1        (1.94819)
   N=8, steps=199564801
     Blaze       = 1        (1.95217)
   N=9, steps=185588712
     Blaze       = 1        (1.96092)
   N=10, steps=185522902
     Blaze       = 1        (1.97372)
   N=11, steps=185435880
     Blaze       = 1        (1.97304)
   N=12, steps=185810706
     Blaze       = 1        (1.97677)
   N=13, steps=144650427
     Blaze       = 1        (1.54607)
   N=14, steps=184589611
     Blaze       = 1        (1.97302)
   N=15, steps=183138906
     Blaze       = 1        (1.95753)
   N=16, steps=183048391
     Blaze       = 1        (1.95668)
   N=17, steps=164416411
     Blaze       = 1        (1.98915)
   N=18, steps=152006161
     Blaze       = 1        (1.83908)
   N=19, steps=164456565
     Blaze       = 1        (1.98978)
   N=20, steps=164333474
     Blaze       = 1        (1.98818)
   N=22, steps=158702983
     Blaze       = 1        (2.00575)
   N=24, steps=159058120
     Blaze       = 1        (2.01003)
   N=26, steps=137890599
     Blaze       = 1        (1.9084)
   N=28, steps=141886914
     Blaze       = 1        (1.96339)
   N=30, steps=145765977
     Blaze       = 1        (2.04878)
   N=33, steps=127253342
     Blaze       = 1        (1.95035)
   N=36, steps=114138068
     Blaze       = 1        (1.74926)
   N=39, steps=131147216
     Blaze       = 1        (2.01328)
   N=42, steps=113116480
     Blaze       = 1        (1.95556)
   N=46, steps=116513706
     Blaze       = 1        (2.00299)
   N=50, steps=103967431
     Blaze       = 1        (1.97152)
   N=55, steps=105082870
     Blaze       = 1        (1.99549)
   N=60, steps=96566714
     Blaze       = 1        (1.98231)
   N=66, steps=88862607
     Blaze       = 1        (1.94265)
   N=72, steps=83766331
     Blaze       = 1        (1.87802)
   N=79, steps=84988356
     Blaze       = 1        (1.96846)
   N=86, steps=81543365
     Blaze       = 1        (2.03344)
   N=94, steps=72627683
     Blaze       = 1        (1.95732)
   N=103, steps=70120727
     Blaze       = 1        (1.91671)
   N=113, steps=62964497
     Blaze       = 1        (1.96203)
   N=124, steps=57986436
     Blaze       = 1        (1.94008)
   N=136, steps=59660820
     Blaze       = 1        (2.00772)
   N=149, steps=53030681
     Blaze       = 1        (1.96824)
   N=163, steps=48388240
     Blaze       = 1        (2.0186)
   N=179, steps=44702409
     Blaze       = 1        (1.94237)
   N=196, steps=43112027
     Blaze       = 1        (1.97543)
   N=215, steps=39048753
     Blaze       = 1        (1.98235)
   N=236, steps=35193592
     Blaze       = 1        (1.95947)
   N=259, steps=26256896
     Blaze       = 1        (1.99452)
   N=284, steps=29862387
     Blaze       = 1        (1.89808)
   N=312, steps=27231495
     Blaze       = 1        (1.9379)
   N=343, steps=26348190
     Blaze       = 1        (1.96176)
   N=377, steps=24038886
     Blaze       = 1        (1.96031)
   N=414, steps=21945107
     Blaze       = 1        (2.02266)
   N=455, steps=20336611
     Blaze       = 1        (2.03539)
   N=500, steps=18392768
     Blaze       = 1        (1.82785)
   N=550, steps=17397404
     Blaze       = 1        (2.11278)
   N=605, steps=14792685
     Blaze       = 1        (1.91607)
   N=665, steps=13395966
     Blaze       = 1        (1.84412)
   N=731, steps=12873816
     Blaze       = 1        (1.87797)
   N=804, steps=11287939
     Blaze       = 1        (1.80928)
   N=884, steps=10898399
     Blaze       = 1        (1.92304)
   N=972, steps=9792270
     Blaze       = 1        (1.8823)
   N=1069, steps=9560534
     Blaze       = 1        (2.06021)
   N=1175, steps=8484966
     Blaze       = 1        (1.99994)
   N=1292, steps=4085531
     Blaze       = 1        (0.990416)
   N=1421, steps=3500598
     Blaze       = 1        (1.99333)
   N=1563, steps=2207398
     Blaze       = 1        (1.68643)
   N=1719, steps=1971215
     Blaze       = 1        (1.96978)
   N=1890, steps=1825014
     Blaze       = 1        (1.99814)
   N=2079, steps=1640589
     Blaze       = 1        (1.95566)
   N=2286, steps=1441702
     Blaze       = 1        (1.94161)
   N=2514, steps=1390293
     Blaze       = 1        (2.0146)
   N=2765, steps=1222436
     Blaze       = 1        (1.95857)
   N=3041, steps=1149467
     Blaze       = 1        (2.01271)
   N=3345, steps=1045197
     Blaze       = 1        (2.0098)
   N=3679, steps=946572
     Blaze       = 1        (2.00211)
   N=4046, steps=868769
     Blaze       = 1        (2.00799)
   N=4450, steps=779140
     Blaze       = 1        (1.99058)
   N=4895, steps=710157
     Blaze       = 1        (1.9876)
   N=5384, steps=620438
     Blaze       = 1        (1.97382)
   N=5922, steps=584104
     Blaze       = 1        (2.02059)
   N=6514, steps=536053
     Blaze       = 1        (2.03774)
   N=7165, steps=407695
     Blaze       = 1        (1.99936)
   N=7881, steps=428258
     Blaze       = 1        (1.9842)
   N=8669, steps=371573
     Blaze       = 1        (1.97623)
   N=9535, steps=337219
     Blaze       = 1        (1.96544)
   N=10488, steps=273953
     Blaze       = 1        (2.01048)
   N=11536, steps=255836
     Blaze       = 1        (1.97342)
   N=12689, steps=228735
     Blaze       = 1        (1.9842)
   N=13957, steps=195977
     Blaze       = 1        (2.10769)
   N=15352, steps=157217
     Blaze       = 1        (2.02134)
   N=16887, steps=140798
     Blaze       = 1        (2.05356)
   N=18575, steps=121974
     Blaze       = 1        (1.95591)
   N=20432, steps=108788
     Blaze       = 1        (1.96323)
   N=22475, steps=96707
     Blaze       = 1        (1.98366)
   N=24722, steps=87374
     Blaze       = 1        (1.98661)
   N=27194, steps=79202
     Blaze       = 1        (1.99073)
   N=29913, steps=71953
     Blaze       = 1        (1.98436)
   N=32904, steps=65465
     Blaze       = 1        (1.98383)
   N=36194, steps=59503
     Blaze       = 1        (1.98501)
   N=39813, steps=140273
     Blaze       = 1        (1.98478)
   N=43794, steps=132795
     Blaze       = 1        (1.97441)
   N=48173, steps=124103
     Blaze       = 1        (1.93507)
   N=52990, steps=115487
     Blaze       = 1        (1.93702)
   N=58289, steps=108504
     Blaze       = 1        (1.95501)
   N=64117, steps=98608
     Blaze       = 1        (1.91343)
   N=70528, steps=92382
     Blaze       = 1        (1.94475)
   N=77580, steps=84467
     Blaze       = 1        (1.86736)
   N=85338, steps=79007
     Blaze       = 1        (1.94748)
   N=93871, steps=75212
     Blaze       = 1        (2.0137)
   N=103258, steps=69245
     Blaze       = 1        (2.02691)
   N=113583, steps=64452
     Blaze       = 1        (2.08965)
   N=124941, steps=59299
     Blaze       = 1        (2.06339)
   N=137435, steps=54420
     Blaze       = 1        (2.03685)
   N=151178, steps=47943
     Blaze       = 1        (1.93567)
   N=166295, steps=45997
     Blaze       = 1        (2.03959)
   N=182924, steps=41428
     Blaze       = 1        (2.03914)
   N=201216, steps=37671
     Blaze       = 1        (2.0062)
   N=221337, steps=34291
     Blaze       = 1        (2.00783)
   N=243470, steps=30921
     Blaze       = 1        (1.92988)
   N=267817, steps=28939
     Blaze       = 1        (1.95983)
   N=294598, steps=26027
     Blaze       = 1        (1.94086)
   N=324057, steps=24292
     Blaze       = 1        (1.96849)
   N=356462, steps=21727
     Blaze       = 1        (1.95449)
   N=392108, steps=20395
     Blaze       = 1        (1.9713)
   N=431318, steps=19163
     Blaze       = 1        (2.02215)
   N=474449, steps=17299
     Blaze       = 1        (2.02849)
   N=521893, steps=15909
     Blaze       = 1        (2.04262)
   N=574082, steps=15645
     Blaze       = 1        (2.21498)
   N=631490, steps=14107
     Blaze       = 1        (2.2303)
   N=694639, steps=12166
     Blaze       = 1        (2.15567)
   N=764102, steps=10273
     Blaze       = 1        (2.00302)
   N=840512, steps=8484
     Blaze       = 1        (1.9407)
   N=924563, steps=6173
     Blaze       = 1        (1.74472)
   N=1017019, steps=4214
     Blaze       = 1        (1.40357)
   N=1118720, steps=3538
     Blaze       = 1        (1.43222)
   N=1230592, steps=2318
     Blaze       = 1        (1.1546)
   N=1353651, steps=2757
     Blaze       = 1        (1.62142)
   N=1489016, steps=3017
     Blaze       = 1        (1.8007)
   N=1637917, steps=2521
     Blaze       = 1        (1.7344)
   N=1801708, steps=1952
     Blaze       = 1        (2.18993)
   N=1981878, steps=1293
     Blaze       = 1        (1.5721)
   N=2180065, steps=1299
     Blaze       = 1        (1.92558)
   N=2398071, steps=1468
     Blaze       = 1        (2.21555)
   N=2637878, steps=1219
     Blaze       = 1        (2.24168)
   N=2901665, steps=761
     Blaze       = 1        (1.99523)
   N=3191831, steps=633
     Blaze       = 1        (1.51395)
   N=3511014, steps=700
     Blaze       = 1        (2.00992)
   N=3862115, steps=604
     Blaze       = 1        (2.00135)
   N=4248326, steps=894
     Blaze       = 1        (3.35574)
   N=4673158, steps=458
     Blaze       = 1        (1.71198)
   N=5140474, steps=430
     Blaze       = 1        (2.01557)
   N=5654521, steps=384
     Blaze       = 1        (1.99724)
   N=6219973, steps=501
     Blaze       = 1        (2.87642)
   N=6841970, steps=316
     Blaze       = 1        (1.99813)
   N=7526167, steps=287
     Blaze       = 1        (1.99628)
   N=8278784, steps=261
     Blaze       = 1        (1.99724)
   N=9106663, steps=239
     Blaze       = 1        (2.01072)
   N=10000000, steps=218
     Blaze       = 1        (2.01373)
