
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           111.702
     2           223.414
     3           335.088
     4           446.823
     5           510.378
     6           612.104
     7           714.451
     8           661.614
     9           843.295
     10          936.934
     11          1030.74
     12          1124.42
     13          1200.26
     14          1296.91
     15          1142.63
     16          1482.18
     17          1390.06
     18          1471.97
     19          1553.68
     20          1515.49
     22          1716.26
     24          1867.29
     26          1856.55
     28          1962.55
     30          2068.59
     33          2121.45
     36          2314.32
     39          2279.74
     42          2406.91
     46          2599.88
     50          2577.65
     55          2814.48
     60          2860.78
     66          2796.8
     72          3117.11
     79          2973.79
     86          3077.28
     94          3538.29
     103         3400.84
     113         3617.13
     124         3820.14
     136         3797.73
     149         3909.55
     163         4071.76
     179         4128.64
     196         4211.3
     215         4342
     236         4311.95
     259         3251.76
     284         4386.2
     312         4421.46
     343         4393.63
     377         4584.34
     414         4789.09
     455         4938.04
     500         4975.8
     550         4783.42
     605         4825.91
     665         4832.46
     731         4905.78
     804         5053.71
     884         5111.85
     972         5007.05
     1069        5199.96
     1175        5269.97
     1292        5044.89
     1421        2413.88
     1563        2057.66
     1719        1740.65
     1890        1756.92
     2079        1740.8
     2286        1717.4
     2514        1756.78
     2765        1750.1
     3041        1730.64
     3345        1738.21
     3679        1731.15
     4046        1722.8
     4450        1737.38
     4895        1739.05
     5384        1668.95
     5922        1740.09
     6514        1692.41
     7165        1424.77
     7881        1663.4
     8669        1611.52
     9535        1636.44
     10488       1449.77
     11536       1520.25
     12689       1506.09
     13957       1417.47
     15352       1202.81
     16887       1166.51
     18575       1117.94
     20432       1111.12
     22475       1105.52
     24722       1090.82
     27194       1085.5
     29913       1085.36
     32904       1086.03
     36194       1085.86
     39813       2955.59
     43794       3074.73
     48173       3148.37
     52990       3238.33
     58289       3272.71
     64117       3337.13
     70528       3418.92
     77580       3497.12
     85338       3568.35
     93871       3609.65
     103258      3649.6
     113583      3722.86
     124941      3701.02
     137435      3766.63
     151178      3774.26
     166295      3806.79
     182924      3886.21
     201216      3970.67
     221337      3928.27
     243470      3939.17
     267817      4033.81
     294598      4082.75
     324057      4224.51
     356462      4226.1
     392108      4116.88
     431318      3933.79
     474449      4076.46
     521893      3990.47
     574082      3895.15
     631490      3875.75
     694639      3705.64
     764102      3527.23
     840512      3253.93
     924563      2821.35
     1017019     2410.46
     1118720     1972.01
     1230592     1836.61
     1353651     1547.35
     1489016     918.623
     1637917     850.065
     1801708     1282.81
     1981878     1208.39
     2180065     1078.87
     2398071     1021.36
     2637878     991.314
     2901665     914.921
     3191831     891.935
     3511014     885.582
     3862115     989.223
     4248326     990.898
     4673158     929.088
     5140474     901.21
     5654521     914.486
     6219973     938.454
     6841970     903.089
     7526167     904.554
     8278784     908.587
     9106663     903.672
     10000000    908.809
   N=1, steps=222514612
     Blaze       = 1        (1.99204)
   N=2, steps=222472579
     Blaze       = 1        (1.99157)
   N=3, steps=222537658
     Blaze       = 1        (1.99235)
   N=4, steps=222449722
     Blaze       = 1        (1.99139)
   N=5, steps=188412805
     Blaze       = 1        (1.84582)
   N=6, steps=199607682
     Blaze       = 1        (1.95661)
   N=7, steps=199637270
     Blaze       = 1        (1.95599)
   N=8, steps=199620139
     Blaze       = 1        (2.41373)
   N=9, steps=184928940
     Blaze       = 1        (1.97364)
   N=10, steps=185067673
     Blaze       = 1        (1.97525)
   N=11, steps=184770520
     Blaze       = 1        (1.97185)
   N=12, steps=165839248
     Blaze       = 1        (1.76986)
   N=13, steps=184724320
     Blaze       = 1        (2.00074)
   N=14, steps=183194808
     Blaze       = 1        (1.97757)
   N=15, steps=184725290
     Blaze       = 1        (2.425)
   N=16, steps=184730867
     Blaze       = 1        (1.99416)
   N=17, steps=164081914
     Blaze       = 1        (2.00668)
   N=18, steps=149562736
     Blaze       = 1        (1.82893)
   N=19, steps=164176853
     Blaze       = 1        (2.00772)
   N=20, steps=164014605
     Blaze       = 1        (2.16452)
   N=22, steps=158741290
     Blaze       = 1        (2.03483)
   N=24, steps=160062652
     Blaze       = 1        (2.05727)
   N=26, steps=132658205
     Blaze       = 1        (1.85781)
   N=28, steps=141748009
     Blaze       = 1        (2.02234)
   N=30, steps=145438496
     Blaze       = 1        (2.10925)
   N=33, steps=126458775
     Blaze       = 1        (1.96711)
   N=36, steps=126733899
     Blaze       = 1        (1.97139)
   N=39, steps=130715043
     Blaze       = 1        (2.23617)
   N=42, steps=112093550
     Blaze       = 1        (1.956)
   N=46, steps=107284882
     Blaze       = 1        (1.89821)
   N=50, steps=103484436
     Blaze       = 1        (2.00734)
   N=55, steps=101905264
     Blaze       = 1        (1.99141)
   N=60, steps=93493464
     Blaze       = 1        (1.96087)
   N=66, steps=88636339
     Blaze       = 1        (2.09167)
   N=72, steps=90641832
     Blaze       = 1        (2.09367)
   N=79, steps=83219991
     Blaze       = 1        (2.21077)
   N=86, steps=75336508
     Blaze       = 1        (2.10541)
   N=94, steps=76280564
     Blaze       = 1        (2.02651)
   N=103, steps=64873085
     Blaze       = 1        (1.96479)
   N=113, steps=62571908
     Blaze       = 1        (1.95476)
   N=124, steps=64459308
     Blaze       = 1        (2.09232)
   N=136, steps=54401854
     Blaze       = 1        (1.94818)
   N=149, steps=53395248
     Blaze       = 1        (2.03499)
   N=163, steps=50159093
     Blaze       = 1        (2.00796)
   N=179, steps=47074652
     Blaze       = 1        (2.04096)
   N=196, steps=43395038
     Blaze       = 1        (2.01967)
   N=215, steps=39834220
     Blaze       = 1        (1.97245)
   N=236, steps=35760436
     Blaze       = 1        (1.95723)
   N=259, steps=24728965
     Blaze       = 1        (1.96964)
   N=284, steps=30592153
     Blaze       = 1        (1.9808)
   N=312, steps=27664280
     Blaze       = 1        (1.95213)
   N=343, steps=27335863
