
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           112.129
     2           222.238
     3           333.196
     4           444.254
     5           510.094
     6           612.369
     7           714.158
     8           795.29
     9           815.887
     10          940.451
     11          1034.62
     12          1128.69
     13          1204.25
     14          1292.63
     15          1166.98
     16          1477.32
     17          1388.96
     18          1470.53
     19          1552.4
     20          1626.91
     22          1474.48
     24          1872.18
     26          1860.26
     28          2003.31
     30          1925.69
     33          2110.79
     36          2302.67
     39          2457.74
     42          2330.21
     46          2597.88
     50          2336.66
     55          2810.45
     60          2890.05
     66          2969.23
     72          3124.95
     79          3099.71
     86          3376.43
     94          3470.38
     103         3813.52
     113         3610.38
     124         3928.1
     136         3609.28
     149         3812.29
     163         4070.52
     179         4077.38
     196         4147.79
     215         4262.03
     236         4371.51
     259         3253.33
     284         4399.42
     312         4665.15
     343         4508.05
     377         4801.25
     414         4853.22
     455         4887.16
     500         4929.27
     550         4784.67
     605         4825.02
     665         4883.73
     731         4974.91
     804         5051.91
     884         5112.15
     972         5128.84
     1069        5208.85
     1175        5272.17
     1292        5223.14
     1421        2442.6
     1563        2032.9
     1719        1726.45
     1890        1734.45
     2079        1743.43
     2286        1715.53
     2514        1754.52
     2765        1744.69
     3041        1729.75
     3345        1759.26
     3679        1765.55
     4046        1769.95
     4450        1766.47
     4895        1765.48
     5384        1688.94
     5922        1753.7
     6514        1737.37
     7165        1464.88
     7881        1690.11
     8669        1605.19
     9535        1575.33
     10488       1441.3
     11536       1498.39
     12689       1451.02
     13957       1359.02
     15352       1215.71
     16887       1151.79
     18575       1158.97
     20432       1131.93
     22475       1125.54
     24722       1090.88
     27194       1085.15
     29913       1086.03
     32904       1085.87
     36194       1085.99
     39813       3052.94
     43794       3012.15
     48173       3115.18
     52990       3233
     58289       3325.33
     64117       3399.13
     70528       3503.76
     77580       3524.62
     85338       3602.87
     93871       3599.28
     103258      3820.06
     113583      3863.57
     124941      3847.51
     137435      3922.71
     151178      4071.38
     166295      4085.23
     182924      4147.92
     201216      4206.72
     221337      4292.69
     243470      4307.9
     267817      4337.24
     294598      4421.04
     324057      4369.26
     356462      4502.17
     392108      4473.32
     431318      4554.73
     474449      4624.31
     521893      4543.92
     574082      4502.8
     631490      4205.25
     694639      3853.37
     764102      3679.81
     840512      3373.79
     924563      2858.88
     1017019     2178.7
     1118720     2005.87
     1230592     1554.75
     1353651     1315.07
     1489016     1139.95
     1637917     2939.32
     1801708     1606.8
     1981878     1107.53
     2180065     1268.94
     2398071     1060.79
     2637878     961.561
     2901665     900.704
     3191831     866.126
     3511014     853.253
     3862115     977.778
     4248326     978.964
     4673158     985.035
     5140474     908.628
     5654521     914.28
     6219973     913.655
     6841970     915.989
     7526167     916.395
     8278784     1239.73
     9106663     917.279
     10000000    942.928
   N=1, steps=222451304
     Blaze       = 1        (1.9839)
   N=2, steps=222460095
     Blaze       = 1        (2.00199)
   N=3, steps=222469765
     Blaze       = 1        (2.00306)
   N=4, steps=222502827
     Blaze       = 1        (2.00338)
   N=5, steps=188610388
     Blaze       = 1        (1.84878)
   N=6, steps=199600321
     Blaze       = 1        (1.95569)
   N=7, steps=199631324
     Blaze       = 1        (1.95674)
   N=8, steps=199605275
     Blaze       = 1        (2.00787)
   N=9, steps=184907558
     Blaze       = 1        (2.03971)
   N=10, steps=185053438
     Blaze       = 1        (1.96771)
   N=11, steps=184948746
     Blaze       = 1        (1.96637)
   N=12, steps=165817950
     Blaze       = 1        (1.76294)
   N=13, steps=184723350
     Blaze       = 1        (1.99411)
   N=14, steps=183172873
     Blaze       = 1        (1.98388)
   N=15, steps=184719835
     Blaze       = 1        (2.37433)
   N=16, steps=184725775
     Blaze       = 1        (2.00065)
   N=17, steps=164086123
     Blaze       = 1        (2.00831)
   N=18, steps=149555584
     Blaze       = 1        (1.83063)
   N=19, steps=164149279
     Blaze       = 1        (2.00905)
   N=20, steps=164183173
     Blaze       = 1        (2.01834)
