
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           112.08
     2           224.146
     3           310.425
     4           448.136
     5           501.355
     6           615.307
     7           717.833
     8           819.917
     9           845.84
     10          940.503
     11          1034.81
     12          1129.76
     13          1206.23
     14          1304.12
     15          1391.81
     16          1484.7
     17          1426.03
     18          1509.48
     19          1593.76
     20          1677.46
     22          1744.83
     24          1903.43
     26          1863.26
     28          2006.07
     30          2132.2
     33          2075.48
     36          2264.03
     39          2416.32
     42          2360.79
     46          2507.75
     50          2503.78
     55          2742.6
     60          2900.96
     66          2998.15
     72          3084.54
     79          3415.85
     86          3442.53
     94          3476.47
     103         3535.93
     113         3520.6
     124         3758.64
     136         4160.33
     149         4070.65
     163         4176.59
     179         4190.96
     196         4184.38
     215         4285.78
     236         4341.31
     259         3407.49
     284         4392.07
     312         4572.69
     343         4718.58
     377         4717.04
     414         4724.1
     455         4808.8
     500         5198.9
     550         4730.15
     605         4787.54
     665         4950.92
     731         5031.24
     804         5065.11
     884         5126.75
     972         5199.44
     1069        5191.89
     1175        5235.22
     1292        4317.69
     1421        2507.32
     1563        2048.97
     1719        1733.42
     1890        1735.98
     2079        1741.85
     2286        1716.65
     2514        1750.55
     2765        1748.59
     3041        1744.79
     3345        1757.71
     3679        1763.18
     4046        1759.36
     4450        1753.05
     4895        1743.02
     5384        1704.79
     5922        1730.75
     6514        1724.26
     7165        1478.16
     7881        1729.24
     8669        1648.46
     9535        1649.81
     10488       1456.27
     11536       1546.95
     12689       1504.07
     13957       1371.48
     15352       1146.41
     16887       1155.55
     18575       1133.32
     20432       1122.88
     22475       1094.91
     24722       1074.83
     27194       1068.77
     29913       1070.69
     32904       1072.1
     36194       1071.57
     39813       805.933
     43794       1259.26
     48173       934.327
     52990       1012.56
     58289       1101.84
     64117       1197.4
     70528       1295.89
     77580       1399.88
     85338       1509.52
     93871       1615.79
     103258      1736.92
     113583      1849.02
     124941      1957.48
     137435      2098.03
     151178      2241.22
     166295      2351
     182924      3125.16
     201216      3251.84
     221337      3428.56
     243470      2914.31
     267817      3084.93
     294598      3285.07
     324057      3442.36
     356462      3549.42
     392108      3708.47
     431318      3793.57
     474449      3816.75
     521893      3872.41
     574082      3694.27
     631490      3121.63
     694639      2208.39
     764102      1516.02
     840512      1067.05
     924563      767.635
     1017019     605.688
     1118720     524.755
     1230592     475.013
     1353651     446.694
     1489016     428.821
     1637917     417.518
     1801708     411.442
     1981878     408.384
     2180065     408.607
     2398071     409
     2637878     409.763
     2901665     411.307
     3191831     411.833
     3511014     412.723
     3862115     412.892
     4248326     413.516
     4673158     413.827
     5140474     413.664
     5654521     414.019
     6219973     410.953
     6841970     410.622
     7526167     513.201
     8278784     511.005
     9106663     511.239
     10000000    513.686
   N=1, steps=221725847
     Blaze       = 1        (1.97828)
   N=2, steps=211243329
     Blaze       = 1        (1.88487)
   N=3, steps=222457106
     Blaze       = 1        (2.14986)
   N=4, steps=221663511
     Blaze       = 1        (1.97854)
   N=5, steps=199538063
     Blaze       = 1        (1.98999)
   N=6, steps=199619431
     Blaze       = 1        (1.94654)
   N=7, steps=197515488
     Blaze       = 1        (1.92609)
   N=8, steps=199627218
     Blaze       = 1        (1.94778)
   N=9, steps=185582104
     Blaze       = 1        (1.97465)
   N=10, steps=162445578
     Blaze       = 1        (1.72722)
   N=11, steps=185536843
     Blaze       = 1        (1.97226)
   N=12, steps=185543570
     Blaze       = 1        (1.9708)
   N=13, steps=183798547
     Blaze       = 1        (1.98087)
   N=14, steps=184109075
     Blaze       = 1        (1.97645)
   N=15, steps=183792426
     Blaze       = 1        (1.98079)
   N=16, steps=154633640
     Blaze       = 1        (1.66642)
   N=17, steps=163764972
     Blaze       = 1        (1.95227)
   N=18, steps=163905726
     Blaze       = 1        (1.95452)
   N=19, steps=163848671
     Blaze       = 1        (1.95332)
   N=20, steps=163910499
     Blaze       = 1        (1.95427)
   N=22, steps=157145874
     Blaze       = 1        (1.98141)
   N=24, steps=128650750
     Blaze       = 1        (1.62213)
   N=26, steps=141405629
     Blaze       = 1        (1.97318)
   N=28, steps=141553686
     Blaze       = 1        (1.97575)
   N=30, steps=138027321
     Blaze       = 1        (1.94204)
   N=33, steps=127141026
     Blaze       = 1        (2.02153)
   N=36, steps=126474457
     Blaze       = 1        (2.01105)
   N=39, steps=122592990
     Blaze       = 1        (1.97868)
   N=42, steps=117826679
     Blaze       = 1        (2.09621)
   N=46, steps=110475663
     Blaze       = 1        (2.02647)
   N=50, steps=104646018
     Blaze       = 1        (2.08976)
   N=55, steps=91181518
     Blaze       = 1        (1.82855)
   N=60, steps=96506456
     Blaze       = 1        (1.99603)
   N=66, steps=88970017
     Blaze       = 1        (1.95854)
   N=72, steps=87092832
     Blaze       = 1        (2.03294)
   N=79, steps=82882804
     Blaze       = 1        (1.91687)
   N=86, steps=78984978
     Blaze       = 1        (1.97317)
   N=94, steps=74635665
     Blaze       = 1        (2.01807)
   N=103, steps=72388901
     Blaze       = 1        (2.10865)
   N=113, steps=66103048
     Blaze       = 1        (2.1217)
   N=124, steps=63784638
     Blaze       = 1        (2.10429)
   N=136, steps=54957720
     Blaze       = 1        (1.79655)
   N=149, steps=47283069
     Blaze       = 1        (1.73072)
   N=163, steps=44445082
     Blaze       = 1        (1.73456)
   N=179, steps=44835477
     Blaze       = 1        (1.91497)
   N=196, steps=43507349
     Blaze       = 1        (2.03792)
   N=215, steps=40238533
     Blaze       = 1        (2.0186)
   N=236, steps=36233550
     Blaze       = 1        (1.96971)
   N=259, steps=25038230
     Blaze       = 1        (1.90313)
   N=284, steps=30619175
     Blaze       = 1        (1.9799)
   N=312, steps=29436387
     Blaze       = 1        (2.00848)
   N=343, steps=27192833
     Blaze       = 1        (1.97668)
   N=377, steps=24212068
     Blaze       = 1        (1.9351)
   N=414, steps=22267194
     Blaze       = 1        (1.9514)
   N=455, steps=20879446
     Blaze       = 1        (1.97557)
   N=500, steps=19403160
     Blaze       = 1        (1.86608)
   N=550, steps=17015085
     Blaze       = 1        (1.97844)
   N=605, steps=15982928
     Blaze       = 1        (2.01976)
   N=665, steps=13855213
     Blaze       = 1        (1.86101)
   N=731, steps=12713863
     Blaze       = 1        (1.84722)
   N=804, steps=11920779
     Blaze       = 1        (1.89222)
   N=884, steps=11550743
     Blaze       = 1        (1.99168)
   N=972, steps=9958510
     Blaze       = 1        (1.86168)
   N=1069, steps=9731655
     Blaze       = 1        (2.00373)
   N=1175, steps=9148236
     Blaze       = 1        (2.05324)
   N=1292, steps=4806166
     Blaze       = 1        (1.43817)
   N=1421, steps=3609121
     Blaze       = 1        (2.04544)
   N=1563, steps=2203196
     Blaze       = 1        (1.68065)
   N=1719, steps=1928458
     Blaze       = 1        (1.91241)
   N=1890, steps=1843157
     Blaze       = 1        (2.00668)
   N=2079, steps=1658027
     Blaze       = 1        (1.97896)
   N=2286, steps=1489881
     Blaze       = 1        (1.98402)
   N=2514, steps=1383174
     Blaze       = 1        (1.98641)
   N=2765, steps=1132836
     Blaze       = 1        (1.79132)
   N=3041, steps=1160879
     Blaze       = 1        (2.0233)
   N=3345, steps=1050310
     Blaze       = 1        (1.99878)
   N=3679, steps=943859
     Blaze       = 1        (1.96943)
   N=4046, steps=870869
     Blaze       = 1        (2.00274)
   N=4450, steps=783438
     Blaze       = 1        (1.98871)
   N=4895, steps=715519
     Blaze       = 1        (2.00943)
   N=5384, steps=629718
     Blaze       = 1        (1.98875)
   N=5922, steps=589914
     Blaze       = 1        (2.01848)
   N=6514, steps=533854
     Blaze       = 1        (2.01682)
   N=7165, steps=413202
     Blaze       = 1        (2.00289)
   N=7881, steps=430379
     Blaze       = 1        (1.96145)
   N=8669, steps=379015
     Blaze       = 1        (1.99318)
   N=9535, steps=340049
     Blaze       = 1        (1.9653)
   N=10488, steps=273659
     Blaze       = 1        (1.97089)
   N=11536, steps=257204
     Blaze       = 1        (1.91803)
   N=12689, steps=222211
     Blaze       = 1        (1.87467)
   N=13957, steps=187879
     Blaze       = 1        (1.91197)
   N=15352, steps=158574
     Blaze       = 1        (2.12353)
   N=16887, steps=144572
     Blaze       = 1        (2.11274)
   N=18575, steps=121765
     Blaze       = 1        (1.99572)
   N=20432, steps=107845
     Blaze       = 1        (1.96236)
   N=22475, steps=97205
     Blaze       = 1        (1.9953)
   N=24722, steps=87235
     Blaze       = 1        (2.00648)
   N=27194, steps=79246
     Blaze       = 1        (2.01634)
   N=29913, steps=72024
     Blaze       = 1        (2.0122)
   N=32904, steps=65516
     Blaze       = 1        (2.01076)
   N=36194, steps=59508
     Blaze       = 1        (2.00997)
   N=39813, steps=39748
     Blaze       = 1        (1.96355)
   N=43794, steps=38959
     Blaze       = 1        (1.3549)
   N=48173, steps=37621
     Blaze       = 1        (1.9397)
   N=52990, steps=37945
     Blaze       = 1        (1.98576)
   N=58289, steps=37677
     Blaze       = 1        (1.99317)
   N=64117, steps=37025
     Blaze       = 1        (1.98257)
   N=70528, steps=35926
     Blaze       = 1        (1.95524)
   N=77580, steps=35762
