
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          7478.64
60,2,2,30,30
60,2,2,30,30
60,2,2,30,30
60,2,2,30,30
60,2,2,30,30
60,2,2,30,30
     60          38892.6
69,2,2,35,35
69,2,2,35,35
69,2,2,35,35
69,2,2,35,35
69,2,2,35,35
69,2,2,35,35
     69          61616.3
79,2,2,40,40
79,2,2,40,40
79,2,2,40,40
79,2,2,40,40
79,2,2,40,40
79,2,2,40,40
     79          90522.8
90,2,2,45,45
90,2,2,45,45
90,2,2,45,45
90,2,2,45,45
90,2,2,45,45
90,2,2,45,45
     90          134543
103,2,2,52,52
103,2,2,52,52
103,2,2,52,52
103,2,2,52,52
103,2,2,52,52
103,2,2,52,52
     103         205450
118,2,2,59,59
118,2,2,59,59
118,2,2,59,59
118,2,2,59,59
118,2,2,59,59
118,2,2,59,59
     118         302298
135,2,2,68,68
135,2,2,68,68
135,2,2,68,68
135,2,2,68,68
135,2,2,68,68
135,2,2,68,68
     135         463123
155,2,2,78,78
155,2,2,78,78
155,2,2,78,78
155,2,2,78,78
155,2,2,78,78
155,2,2,78,78
     155         698147
176,2,2,88,88
176,2,2,88,88
176,2,2,88,88
176,2,2,88,88
176,2,2,88,88
176,2,2,88,88
     176         919413
200,2,2,100,100
200,2,2,100,100
200,2,2,100,100
200,2,2,100,100
200,2,2,100,100
200,2,2,100,100
     200         1.50092e+06
230,2,2,115,115
230,2,2,115,115
230,2,2,115,115
230,2,2,115,115
230,2,2,115,115
230,2,2,115,115
     230         2.24322e+06
264,2,2,132,132
264,2,2,132,132
264,2,2,132,132
264,2,2,132,132
264,2,2,132,132
264,2,2,132,132
     264         3.40832e+06
300,2,2,150,150
300,2,2,150,150
300,2,2,150,150
300,2,2,150,150
300,2,2,150,150
300,2,2,150,150
     300         4.89426e+06
345,2,2,173,173
345,2,2,173,173
345,2,2,173,173
345,2,2,173,173
345,2,2,173,173
345,2,2,173,173
     345         7.57638e+06
396,2,2,198,198
396,2,2,198,198
396,2,2,198,198
396,2,2,198,198
396,2,2,198,198
396,2,2,198,198
     396         1.12612e+07
455,2,2,228,228
455,2,2,228,228
455,2,2,228,228
455,2,2,228,228
455,2,2,228,228
455,2,2,228,228
     455         1.71589e+07
523,2,2,262,262
523,2,2,262,262
523,2,2,262,262
523,2,2,262,262
523,2,2,262,262
523,2,2,262,262
     523         2.595e+07
600,2,2,300,300
600,2,2,300,300
600,2,2,300,300
600,2,2,300,300
600,2,2,300,300
600,2,2,300,300
     600         4.00537e+07
690,2,2,345,345
690,2,2,345,345
690,2,2,345,345
690,2,2,345,345
690,2,2,345,345
690,2,2,345,345
     690         5.76095e+07
793,2,2,397,397
793,2,2,397,397
793,2,2,397,397
793,2,2,397,397
793,2,2,397,397
793,2,2,397,397
     793         8.89483e+07
912,2,2,456,456
912,2,2,456,456
912,2,2,456,456
912,2,2,456,456
912,2,2,456,456
912,2,2,456,456
     912         1.33048e+08
1048,2,2,524,524
1048,2,2,524,524
1048,2,2,524,524
1048,2,2,524,524
1048,2,2,524,524
1048,2,2,524,524
     1048        2.05338e+08
1200,2,2,600,600
1200,2,2,600,600
1200,2,2,600,600
1200,2,2,600,600
1200,2,2,600,600
1200,2,2,600,600
     1200        2.65375e+08
1380,2,2,690,690
1380,2,2,690,690
1380,2,2,690,690
1380,2,2,690,690
1380,2,2,690,690
1380,2,2,690,690
     1380        4.61043e+08
1587,2,2,794,794
1587,2,2,794,794
1587,2,2,794,794
1587,2,2,794,794
1587,2,2,794,794
1587,2,2,794,794
     1587        6.34819e+08
1825,2,2,913,913
1825,2,2,913,913
1825,2,2,913,913
1825,2,2,913,913
1825,2,2,913,913
1825,2,2,913,913
     1825        1.04458e+09
2100,2,2,1050,1050
2100,2,2,1050,1050
2100,2,2,1050,1050
2100,2,2,1050,1050
2100,2,2,1050,1050
2100,2,2,1050,1050
     2100        1.65252e+09
2415,2,2,1208,1208
2415,2,2,1208,1208
2415,2,2,1208,1208
2415,2,2,1208,1208
2415,2,2,1208,1208
2415,2,2,1208,1208
     2415        2.3816e+09
2777,2,2,1389,1389
2777,2,2,1389,1389
2777,2,2,1389,1389
2777,2,2,1389,1389
2777,2,2,1389,1389
2777,2,2,1389,1389
     2777        3.40177e+09
3193,2,2,1597,1597
3193,2,2,1597,1597
3193,2,2,1597,1597
3193,2,2,1597,1597
3193,2,2,1597,1597
3193,2,2,1597,1597
     3193        5.80926e+09
3672,2,2,1836,1836
3672,2,2,1836,1836
3672,2,2,1836,1836
3672,2,2,1836,1836
3672,2,2,1836,1836
3672,2,2,1836,1836
     3672        8.50979e+09
4222,2,2,2111,2111
4222,2,2,2111,2111
4222,2,2,2111,2111
4222,2,2,2111,2111
4222,2,2,2111,2111
4222,2,2,2111,2111
     4222        1.29352e+10
4855,2,2,2428,2428
4855,2,2,2428,2428
4855,2,2,2428,2428
4855,2,2,2428,2428
4855,2,2,2428,2428
4855,2,2,2428,2428
     4855        1.58919e+10
5583,2,2,2792,2792
5583,2,2,2792,2792
5583,2,2,2792,2792
5583,2,2,2792,2792
5583,2,2,2792,2792
5583,2,2,2792,2792
     5583        3.00343e+10
6420,2,2,3210,3210
6420,2,2,3210,3210
6420,2,2,3210,3210
6420,2,2,3210,3210
6420,2,2,3210,3210
6420,2,2,3210,3210
     6420        4.49298e+10
7000,2,2,3500,3500
7000,2,2,3500,3500
7000,2,2,3500,3500
7000,2,2,3500,3500
7000,2,2,3500,3500
7000,2,2,3500,3500
     7000        5.44903e+10
