
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           48.2429
     2           96.9931
     3           102.081
     4           195.34
     5           224.385
     6           262.985
     7           308.777
     8           356.894
     9           338.481
     10          412.064
     11          449.432
     12          489.013
     13          525.541
     14          569.676
     15          604.985
     16          504.035
     17          612.105
     18          648.327
     19          685.926
     20          724.376
     22          588.256
     24          834.547
     26          812.184
     28          881.869
     30          926.874
     33          879.959
     36          1011.79
     39          1103.98
     42          971.979
     46          1164.71
     50          1121.52
     55          1259.06
     60          1260.2
     66          1301.83
     72          1389.23
     79          1483.95
     86          1479.64
     94          1510.93
     103         1603.38
     113         1656.18
     124         1736.09
     136         1638.53
     149         1667.93
     163         1799.65
     179         1807.22
     196         1828.34
     215         1814.73
     236         1805.99
     259         1416.55
     284         1896.82
     312         1898.41
     343         1979.01
     377         2026.85
     414         2028.03
     455         2034.99
     500         2127.45
     550         2002.36
     605         1992.93
     665         2096.2
     731         2094.13
     804         2176.69
     884         2177.15
     972         2169.13
     1069        2129.95
     1175        2204.63
     1292        1949.86
     1421        1060.52
     1563        880.495
     1719        730.063
     1890        732.025
     2079        717.93
     2286        721.073
     2514        733.057
     2765        738.073
     3041        733.057
     3345        745.868
     3679        741.582
     4046        751.226
     4450        757.04
     4895        751.048
     5384        729.56
     5922        760.711
     6514        755.699
     7165        645.319
     7881        751.135
     8669        729.968
     9535        719.253
     10488       658.406
     11536       659.571
     12689       654.483
     13957       612.895
     15352       525.513
     16887       507.23
     18575       507.149
     20432       482.588
     22475       468.115
     24722       465.991
     27194       467.694
     29913       471.662
     32904       476.243
     36194       472.958
     39813       281.752
     43794       319.883
     48173       363.33
     52990       401.434
     58289       426.043
     64117       465.407
     70528       534.668
     77580       555.615
     85338       631.201
     93871       732.929
     103258      820.847
     113583      942.321
     124941      1073.76
     137435      1212.96
     151178      1344.47
     166295      1486.19
     182924      1688.5
     201216      1861.52
     221337      2009.63
     243470      2131.78
     267817      2298.32
     294598      2458.73
     324057      2659.5
     356462      2824.97
     392108      2998.61
     431318      3133.69
     474449      3310.49
     521893      3540.11
     574082      3751.04
     631490      4012.56
     694639      4323.04
     764102      4459.7
     840512      4729.13
     924563      4677.67
     1017019     4635.85
     1118720     3289.36
     1230592     2862.4
     1353651     2195.33
     1489016     1799.69
     1637917     1592.66
     1801708     1420.53
     1981878     1198.28
     2180065     1609.96
     2398071     1701.35
     2637878     1505.09
     2901665     1333.57
     3191831     1217.49
     3511014     1141.75
     3862115     1111.72
     4248326     1096.54
     4673158     1088.27
     5140474     1098.81
     5654521     1076.52
     6219973     1071.87
     6841970     1068.93
     7526167     1059.12
     8278784     1075.81
     9106663     1081.24
     10000000    1081.57
   N=1, steps=220894452
     Blaze       = 1        (4.5788)
   N=2, steps=217774936
     Blaze       = 1        (4.49053)
   N=3, steps=222373801
     Blaze       = 1        (6.53523)
   N=4, steps=222348682
     Blaze       = 1        (4.55305)
   N=5, steps=199656387
     Blaze       = 1        (4.44897)
   N=6, steps=199606974
     Blaze       = 1        (4.55404)
   N=7, steps=199561264
     Blaze       = 1        (4.52406)
   N=8, steps=199667010
     Blaze       = 1        (4.47566)
   N=9, steps=184713653
     Blaze       = 1        (4.91142)
   N=10, steps=168943846
     Blaze       = 1        (4.09994)
   N=11, steps=186098173
     Blaze       = 1        (4.55482)
   N=12, steps=186276875
     Blaze       = 1        (4.57109)
   N=13, steps=184851578
     Blaze       = 1        (4.57257)
   N=14, steps=184482542
     Blaze       = 1        (4.53373)
   N=15, steps=184841259
     Blaze       = 1        (4.58295)
   N=16, steps=155464826
     Blaze       = 1        (4.93505)
   N=17, steps=163140609
     Blaze       = 1        (4.53091)
   N=18, steps=163138340
     Blaze       = 1        (4.52934)
   N=19, steps=163132667
     Blaze       = 1        (4.51874)
   N=20, steps=163233515
     Blaze       = 1        (4.50688)
   N=22, steps=140654642
     Blaze       = 1        (5.2603)
   N=24, steps=152048037
     Blaze       = 1        (4.37261)
   N=26, steps=141225847
     Blaze       = 1        (4.52099)
   N=28, steps=141278868
     Blaze       = 1        (4.48571)
   N=30, steps=145776697
     Blaze       = 1        (4.71833)
   N=33, steps=125934741
     Blaze       = 1        (4.72277)
   N=36, steps=128978162
     Blaze       = 1        (4.58911)
   N=39, steps=126685073
     Blaze       = 1        (4.47539)
   N=42, steps=110882314
     Blaze       = 1        (4.79131)
   N=46, steps=117113085
     Blaze       = 1        (4.62537)
   N=50, steps=105538974
     Blaze       = 1        (4.70519)
   N=55, steps=96579504
     Blaze       = 1        (4.21894)
   N=60, steps=95594250
     Blaze       = 1        (4.55137)
   N=66, steps=86759795
     Blaze       = 1        (4.39852)
   N=72, steps=87814225
     Blaze       = 1        (4.55116)
   N=79, steps=79682424
     Blaze       = 1        (4.242)
   N=86, steps=80312563
     Blaze       = 1        (4.66794)
   N=94, steps=71966913
     Blaze       = 1        (4.4773)
   N=103, steps=69757113
     Blaze       = 1        (4.48114)
   N=113, steps=64528762
     Blaze       = 1        (4.40274)
   N=124, steps=60008411
     Blaze       = 1        (4.28609)
   N=136, steps=52840971
     Blaze       = 1        (4.38586)
   N=149, steps=48788004
     Blaze       = 1        (4.35835)
   N=163, steps=49132464
     Blaze       = 1        (4.45007)
   N=179, steps=45969538
     Blaze       = 1        (4.55315)
   N=196, steps=41117360
     Blaze       = 1        (4.40782)
   N=215, steps=38029799
     Blaze       = 1        (4.50558)
   N=236, steps=36040366
     Blaze       = 1        (4.70962)
   N=259, steps=25006056
     Blaze       = 1        (4.57207)
   N=284, steps=31145294
     Blaze       = 1        (4.6632)
   N=312, steps=29770791
     Blaze       = 1        (4.89278)
   N=343, steps=28033881
     Blaze       = 1        (4.85881)
   N=377, steps=24224587
     Blaze       = 1        (4.50585)
   N=414, steps=23187566
     Blaze       = 1        (4.73348)
   N=455, steps=21220703
     Blaze       = 1        (4.7447)
   N=500, steps=19215680
     Blaze       = 1        (4.51613)
   N=550, steps=16595728
     Blaze       = 1        (4.55845)
   N=605, steps=15926901
     Blaze       = 1        (4.83499)
   N=665, steps=14491199
     Blaze       = 1        (4.59721)
   N=731, steps=12858074
     Blaze       = 1        (4.48837)
   N=804, steps=12353152
     Blaze       = 1        (4.56287)
   N=884, steps=11370991
     Blaze       = 1        (4.61703)
   N=972, steps=10206415
     Blaze       = 1        (4.57355)
   N=1069, steps=9028588
     Blaze       = 1        (4.53135)
   N=1175, steps=9077523
     Blaze       = 1        (4.83805)
   N=1292, steps=4721654
     Blaze       = 1        (3.12863)
   N=1421, steps=3687845
     Blaze       = 1        (4.94137)
   N=1563, steps=2230472
     Blaze       = 1        (3.9594)
   N=1719, steps=1930951
     Blaze       = 1        (4.5466)
   N=1890, steps=1839638
     Blaze       = 1        (4.74972)
   N=2079, steps=1669414
     Blaze       = 1        (4.83433)
   N=2286, steps=1482970
     Blaze       = 1        (4.70142)
   N=2514, steps=1384576
     Blaze       = 1        (4.74837)
   N=2765, steps=1129575
     Blaze       = 1        (4.23166)
   N=3041, steps=1153285
     Blaze       = 1        (4.78426)
   N=3345, steps=1050248
     Blaze       = 1        (4.71005)
   N=3679, steps=943025
     Blaze       = 1        (4.67836)
   N=4046, steps=863093
     Blaze       = 1        (4.6485)
   N=4450, steps=787015
     Blaze       = 1        (4.62619)
   N=4895, steps=707056
     Blaze       = 1        (4.60828)
   N=5384, steps=632757
