
 Daxpy product:
   Blaze [MFlop/s]:
     1           321.347
     2           642.647
     3           963.982
     4           1285.35
     5           1360.21
     6           1632.36
     7           1904.47
     8           2178.42
     9           2198.88
     10          2443.34
     11          2688.32
     12          2932.84
     13          2588.29
     14          3374.21
     15          3615.08
     16          3030.94
     17          3569.69
     18          3777.86
     19          3990.04
     20          4197.73
     22          3590.51
     24          4577.26
     26          4519.86
     28          4740.39
     30          5032.37
     33          4921.16
     36          4961.48
     39          5287.92
     42          5037.98
     46          5381.08
     50          5536.39
     55          5861.63
     60          6031.72
     66          6176.56
     72          6389.6
     79          6501.04
     86          6803.97
     94          7084.57
     103         7362.8
     113         7271.95
     124         7514.78
     136         7570.31
     149         7459.22
     163         7902.41
     179         8116.23
     196         8194.82
     215         8140.32
     236         8422.13
     259         8449.32
     284         8718.36
     312         8538.58
     343         8618.48
     377         8931.82
     414         8682.78
     455         8734.13
     500         9028.85
     550         8289.95
     605         8699.44
     665         8681.81
     731         8831.77
     804         9271.56
     884         9286.03
     972         9255.89
     1069        8898.92
     1175        9011.93
     1292        9242.94
     1421        9147.03
     1563        7323.68
     1719        9279.43
     1890        8904.84
     2079        6156.19
     2286        4052.31
     2514        4035.47
     2765        4023.6
     3041        4006.34
     3345        4021.24
     3679        4037.69
     4046        4076.19
     4450        4028.71
     4895        4048
     5384        4087.94
     5922        4023.14
     6514        3989.14
     7165        3510.56
     7881        3929.51
     8669        3828.2
     9535        3881.02
     10488       3845.82
     11536       3776.62
     12689       3747.39
     13957       3716.98
     15352       3470.62
     16887       3392.89
     18575       3545.53
     20432       3435.31
     22475       3388.02
     24722       3254.09
     27194       3116.15
     29913       2980.82
     32904       2942.45
     36194       2888.31
     39813       6078.42
     43794       6117.55
     48173       6055.75
     52990       6147.33
     58289       6254
     64117       6185.92
     70528       6295.02
     77580       6318.38
     85338       7145.97
     93871       7353.05
     103258      7284.65
     113583      7163.17
     124941      7027.87
     137435      7055.94
     151178      7056.21
     166295      7052.46
     182924      7153.11
     201216      7219.16
     221337      7460.46
     243470      7642.22
     267817      7586.01
     294598      7562.08
     324057      7491.63
     356462      7386.7
     392108      7390.97
     431318      7377.15
     474449      7296.7
     521893      7474.45
     574082      7376.24
     631490      7753.01
     694639      7878.37
     764102      8143.64
     840512      7958.38
     924563      7790.23
     1017019     7593.34
     1118720     7505.19
     1230592     7340.61
     1353651     6787.04
     1489016     6245.41
     1637917     7803.47
     1801708     9747.8
     1981878     10055.7
     2180065     8290.13
     2398071     5916.39
     2637878     4881.12
     2901665     3548.91
     3191831     3159.43
     3511014     2713.23
     3862115     2471.98
     4248326     4039.28
     4673158     2190.26
     5140474     2137.41
     5654521     2104.95
     6219973     2086.17
     6841970     2081.46
     7526167     2080.92
     8278784     2080.42
     9106663     4279.09
     10000000    2080.56
   N=1, steps=175130707
     Blaze       = 1        (1.08998)
   N=2, steps=321508949
     Blaze       = 1        (2.00115)
   N=3, steps=321340843
     Blaze       = 1        (2.00008)
   N=4, steps=321310030
     Blaze       = 1        (1.99982)
   N=5, steps=274677263
     Blaze       = 1        (2.01937)
   N=6, steps=192793853
     Blaze       = 1        (1.41729)
   N=7, steps=274496185
     Blaze       = 1        (2.01786)
   N=8, steps=274479322
     Blaze       = 1        (2.01598)
   N=9, steps=242750453
     Blaze       = 1        (1.98715)
   N=10, steps=242919309
     Blaze       = 1        (1.98842)
   N=11, steps=242862928
     Blaze       = 1        (1.98748)
   N=12, steps=243350053
     Blaze       = 1        (1.99138)
   N=13, steps=215911173
     Blaze       = 1        (2.16888)
   N=14, steps=262898809
     Blaze       = 1        (2.1816)
   N=15, steps=262774130
     Blaze       = 1        (2.18065)
   N=16, steps=165572541
     Blaze       = 1        (1.74808)
