
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         653.16
     455         792.627
     500         897.086
     550         1063.8
     605         2212.22
     665         1995.08
     731         2716.15
     804         3551.68
     884         5088.24
     972         6337.08
     1069        13252.7
     1175        15349.5
     1292        13057.3
     1421        15235.4
     1563        15674.5
     1719        14689.3
     1890        13993.4
     2079        12796.1
     2286        10491.1
     2514        9392.43
     2765        7264.87
     3041        6164.85
     3345        5982.65
     3679        5671.25
     4046        5938.2
     4450        7592.44
     4895        5719.51
     5384        5609.82
     5922        6631.06
     6514        5554.15
     7165        5699.67
     7881        6129.46
     8669        5774.65
     9535        4033.25
     10000       5720.51
