
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         1334.36
     455         569.179
     500         1170.29
     550         3403.93
     605         1988.79
     665         1961.3
     731         6512.76
     804         6611.95
     884         7899.23
     972         8169.7
     1069        8739.23
     1175        10000.5
     1292        9470.49
     1421        9104.56
     1563        9629.86
     1719        9128.71
     1890        6275.04
     2079        7512.72
     2286        6654.05
     2514        6239.36
     2765        5681.08
     3041        5750.13
     3345        5893.91
     3679        5852.15
     4046        5522.13
     4450        5835.65
     4895        5607.21
     5384        5578.05
     5922        5860.43
     6514        6034.97
     7165        5882.97
     7881        6061.33
     8669        5908.77
     9535        5949.31
     10000       6237.5
