runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,work_per_core,w1,w2,w3,w4,w5,w6,w7,w8,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops,include
hpx,c7_spt,dmatdmatadd,200,1,4,256,800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,50.0,0,32768,262144,20971520,8,512,8,-300.0,4,49.14838142092886,-50.0,813.862,1
hpx,c7_spt,dmatdmatadd,230,1,4,256,928,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52896,58,-58.0,-928,58.0,0,32768,262144,20971520,8,512,8,-348.0,4,62.43433045732913,-58.0,854.658,1
hpx,c7_spt,dmatdmatadd,264,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,69664,132,-132.0,-1024,132.0,0,32768,262144,20971520,8,512,8,-384.0,4,82.13385876879347,-132.0,848.566,1
hpx,c7_spt,dmatdmatadd,300,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,89824,150,-150.0,-1024,150.0,0,32768,262144,20971520,8,512,8,-384.0,4,100.86452101680403,-150.0,892.286,1
hpx,c7_spt,dmatdmatadd,345,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,119968,174,-174.0,-1024,174.0,0,32768,262144,20971520,8,512,8,-384.0,4,130.6839518670302,-174.0,918.705,1
hpx,c7_spt,dmatdmatadd,396,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,156256,198,-198.0,-1024,198.0,0,32768,262144,20971520,8,512,8,-384.0,4,162.28349316833436,-198.0,966.309,1
hpx,c7_spt,dmatdmatadd,455,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,206880,228,-228.0,-1024,228.0,0,32768,262144,20971520,8,512,8,-384.0,4,211.93790182702975,-228.0,978.966,1
hpx,c7_spt,dmatdmatadd,523,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,274016,393,-393.0,-1024,393.0,0,32768,262144,20971520,8,512,8,-384.0,4,284.06088529330975,-393.0,964.765,1
hpx,c7_spt,dmatdmatadd,600,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,359648,450,-450.0,-1024,450.0,0,32768,262144,20971520,8,512,8,-384.0,4,362.3965282412595,-450.0,993.387,1
hpx,c7_spt,dmatdmatadd,690,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,477120,519,-519.0,-1024,519.0,0,32768,262144,20971520,8,512,8,-384.0,4,469.9791330367337,-519.0,1015.96,1
hpx,c7_spt,dmatdmatadd,793,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,631200,796,-796.0,-1024,796.0,0,32768,262144,20971520,8,512,8,-384.0,4,626.4046839337104,-796.0,1007.7,1
hpx,c7_spt,dmatdmatadd,912,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,831168,912,-912.0,-1024,912.0,0,32768,262144,20971520,8,512,8,-384.0,4,1091.7653977113125,-912.0,761.834,1
hpx,c7_spt,dmatdmatadd,1048,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1098208,1310,-1310.0,-1024,1310.0,0,32768,262144,20971520,8,512,8,-384.0,4,2114.0460457300583,-1310.0,519.527,1
hpx,c7_spt,dmatdmatadd,1200,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1439296,1500,-1500.0,-1024,1500.0,0,32768,262144,20971520,8,512,8,-384.0,4,2996.4167849280234,-1500.0,480.574,1
hpx,c7_spt,dmatdmatadd,1380,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1904000,2070,-2070.0,-1024,2070.0,0,32768,262144,20971520,8,512,8,-384.0,4,4026.624266310323,-2070.0,472.952,1
hpx,c7_spt,dmatdmatadd,1587,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2520000,2779,-2779.0,-1024,2779.0,0,32768,262144,20971520,8,512,8,-384.0,4,5182.094094423425,-2779.0,486.32,1
hpx,c7_spt,dmatdmatadd,1825,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3336064,3656,-3656.0,-1024,3656.0,0,32768,262144,20971520,8,512,8,-384.0,4,6931.550908803803,-3656.0,481.292,1
hpx,c7_spt,dmatdmatadd,2100,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,4409792,4725,-4725.0,-1024,4725.0,0,32768,262144,20971520,8,512,8,-384.0,4,9121.973821383066,-4725.0,483.448,1
hpx,c7_spt,dmatdmatadd,2415,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,5834304,6040,-6040.0,-1024,6040.0,0,32768,262144,20971520,8,512,8,-384.0,4,11801.193743666707,-6040.0,494.411,1
hpx,c7_spt,dmatdmatadd,2777,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,7719840,7645,-7645.0,-1024,7645.0,0,32768,262144,20971520,8,512,8,-384.0,4,15613.492217584055,-7645.0,494.448,1
hpx,c7_spt,dmatdmatadd,3193,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,10204704,10387,-10387.0,-1024,10387.0,0,32768,262144,20971520,8,512,8,-384.0,4,20729.470267283654,-10387.0,492.286,1
hpx,c7_spt,dmatdmatadd,3672,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,13483232,13770,-13770.0,-1024,13770.0,0,32768,262144,20971520,8,512,8,-384.0,4,27484.312830213294,-13770.0,490.592,1
hpx,c7_spt,dmatdmatadd,4222,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,17833472,17952,-17952.0,-1024,17952.0,0,32768,262144,20971520,8,512,8,-384.0,4,37150.581515251884,-17952.0,480.039,1
hpx,c7_spt,dmatdmatadd,4855,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,23575136,23066,-23066.0,-1024,23066.0,0,32768,262144,20971520,8,512,8,-384.0,4,46617.43100581139,-23066.0,505.731,1
hpx,c7_spt,dmatdmatadd,5583,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,31174848,30712,-30712.0,-1024,30712.0,0,32768,262144,20971520,8,512,8,-384.0,4,62658.34584471417,-30712.0,497.547,1
hpx,c7_spt,dmatdmatadd,6420,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,41216320,41730,-41730.0,-1024,41730.0,0,32768,262144,20971520,8,512,8,-384.0,4,82734.78195413259,-41730.0,498.175,1
hpx,c7_spt,dmatdmatadd,7000,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,48999648,49000,-49000.0,-1024,49000.0,0,32768,262144,20971520,8,512,8,-384.0,4,97096.6131116096,-49000.0,504.652,1
hpx,c7_spt,dmatdmatadd,200,2,4,256,800,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,25.0,-50.0,32768,262144,20971520,8,512,8,-300.0,4,51.491781268062354,-50.0,776.823,1
