node,problem_size,num_blocks,num_threads,chunk_size,iter_length,grain_size,work_per_core,num_tasks,execution_time
marvin,3000.0,3000.0,1.0,1000.0,1.0,1000.0,3000.0,3.0,3207.436
marvin,3000.0,3000.0,1.0,100.0,1.0,100.0,3000.0,30.0,3303.5324
marvin,3000.0,3000.0,1.0,10.0,1.0,10.0,3000.0,300.0,3883.3198
marvin,3000.0,3000.0,1.0,1500.0,1.0,1500.0,3000.0,2.0,3208.407
marvin,3000.0,3000.0,1.0,150.0,1.0,150.0,3000.0,20.0,3306.5550000000003
marvin,3000.0,3000.0,1.0,1.0,1.0,1.0,3000.0,3000.0,10293.244
marvin,3000.0,3000.0,1.0,2000.0,1.0,2000.0,3000.0,2.0,3208.5966
marvin,3000.0,3000.0,1.0,200.0,1.0,200.0,3000.0,15.0,3282.9017999999996
marvin,3000.0,3000.0,1.0,20.0,1.0,20.0,3000.0,150.0,3625.1332
marvin,3000.0,3000.0,1.0,2500.0,1.0,2500.0,3000.0,2.0,3205.1356
marvin,3000.0,3000.0,1.0,250.0,1.0,250.0,3000.0,12.0,3295.2102
marvin,3000.0,3000.0,1.0,2.0,1.0,2.0,3000.0,1500.0,6651.4354
marvin,3000.0,3000.0,1.0,3000.0,1.0,3000.0,3000.0,1.0,3207.4894
marvin,3000.0,3000.0,1.0,300.0,1.0,300.0,3000.0,10.0,3275.7014
marvin,3000.0,3000.0,1.0,30.0,1.0,30.0,3000.0,100.0,3436.2388
marvin,3000.0,3000.0,1.0,350.0,1.0,350.0,3000.0,9.0,3278.774
marvin,3000.0,3000.0,1.0,3.0,1.0,3.0,3000.0,1000.0,5439.9306
marvin,3000.0,3000.0,1.0,400.0,1.0,400.0,3000.0,8.0,3260.4350000000004
marvin,3000.0,3000.0,1.0,40.0,1.0,40.0,3000.0,75.0,3392.7474
marvin,3000.0,3000.0,1.0,450.0,1.0,450.0,3000.0,7.0,3256.4541999999997
marvin,3000.0,3000.0,1.0,4.0,1.0,4.0,3000.0,750.0,5235.505
marvin,3000.0,3000.0,1.0,500.0,1.0,500.0,3000.0,6.0,3245.4144
