node,problem_size,num_blocks,num_threads,chunk_size,iter_length,grain_size,work_per_core,num_tasks,execution_time
c7-spt,1000.0,1000.0,1.0,-1.0,1.0,-1.0,1000.0,-1000.0,1172.3786
c7-spt,10000.0,10000.0,1.0,-1.0,1.0,-1.0,10000.0,-10000.0,10861.264
c7-spt,100000.0,100000.0,1.0,-1.0,1.0,-1.0,100000.0,-100000.0,104703.8388
c7-spt,1000000.0,1000000.0,1.0,-1.0,1.0,-1.0,1000000.0,-1000000.0,1045695.0394000001
c7-spt,10000000.0,10000000.0,1.0,-1.0,1.0,-1.0,10000000.0,-10000000.0,10453814.3786
c7-spt,100000000.0,100000000.0,1.0,-1.0,1.0,-1.0,100000000.0,-100000000.0,104545995.43200001
c7-spt,1000.0,1000.0,2.0,-1.0,1.0,-1.0,500.0,-1000.0,609.2837999999999
c7-spt,10000.0,10000.0,2.0,-1.0,1.0,-1.0,5000.0,-10000.0,5549.171399999999
c7-spt,100000.0,100000.0,2.0,-1.0,1.0,-1.0,50000.0,-100000.0,52551.4722
c7-spt,1000000.0,1000000.0,2.0,-1.0,1.0,-1.0,500000.0,-1000000.0,523452.26339999994
c7-spt,10000000.0,10000000.0,2.0,-1.0,1.0,-1.0,5000000.0,-10000000.0,5232301.5414
c7-spt,100000000.0,100000000.0,2.0,-1.0,1.0,-1.0,50000000.0,-100000000.0,52330710.19
c7-spt,1000.0,1000.0,3.0,-1.0,1.0,-1.0,333.0,-1000.0,434.66760000000005
c7-spt,10000.0,10000.0,3.0,-1.0,1.0,-1.0,3333.0,-10000.0,3713.9386
c7-spt,100000.0,100000.0,3.0,-1.0,1.0,-1.0,33333.0,-100000.0,35341.826199999996
c7-spt,1000000.0,1000000.0,3.0,-1.0,1.0,-1.0,333333.0,-1000000.0,353230.1308
c7-spt,10000000.0,10000000.0,3.0,-1.0,1.0,-1.0,3333333.0,-10000000.0,3531224.8307999996
c7-spt,100000000.0,100000000.0,3.0,-1.0,1.0,-1.0,33333333.0,-100000000.0,35308335.9832
c7-spt,1000.0,1000.0,4.0,-1.0,1.0,-1.0,250.0,-1000.0,368.31699999999995
c7-spt,10000.0,10000.0,4.0,-1.0,1.0,-1.0,2500.0,-10000.0,2821.34
c7-spt,100000.0,100000.0,4.0,-1.0,1.0,-1.0,25000.0,-100000.0,26508.918199999996
c7-spt,1000000.0,1000000.0,4.0,-1.0,1.0,-1.0,250000.0,-1000000.0,264958.57980000007
c7-spt,10000000.0,10000000.0,4.0,-1.0,1.0,-1.0,2500000.0,-10000000.0,2648836.3296000003
c7-spt,100000000.0,100000000.0,4.0,-1.0,1.0,-1.0,25000000.0,-100000000.0,26486395.5964
c7-spt,1000.0,1000.0,5.0,-1.0,1.0,-1.0,200.0,-1000.0,310.162
c7-spt,10000.0,10000.0,5.0,-1.0,1.0,-1.0,2000.0,-10000.0,2279.5824000000002
c7-spt,100000.0,100000.0,5.0,-1.0,1.0,-1.0,20000.0,-100000.0,21110.1892
c7-spt,1000000.0,1000000.0,5.0,-1.0,1.0,-1.0,200000.0,-1000000.0,209892.87319999997
c7-spt,10000000.0,10000000.0,5.0,-1.0,1.0,-1.0,2000000.0,-10000000.0,2096763.8869999996
c7-spt,100000000.0,100000000.0,5.0,-1.0,1.0,-1.0,20000000.0,-100000000.0,20964066.146000005
c7-spt,1000.0,1000.0,6.0,-1.0,1.0,-1.0,166.0,-1000.0,291.7124
c7-spt,10000.0,10000.0,6.0,-1.0,1.0,-1.0,1666.0,-10000.0,1857.1889999999999
c7-spt,100000.0,100000.0,6.0,-1.0,1.0,-1.0,16666.0,-100000.0,17793.862799999995
c7-spt,1000000.0,1000000.0,6.0,-1.0,1.0,-1.0,166666.0,-1000000.0,174888.4974
c7-spt,10000000.0,10000000.0,6.0,-1.0,1.0,-1.0,1666666.0,-10000000.0,1747238.9244
c7-spt,100000000.0,100000000.0,6.0,-1.0,1.0,-1.0,16666666.0,-100000000.0,17473935.345999997
c7-spt,1000.0,1000.0,7.0,-1.0,1.0,-1.0,142.0,-1000.0,288.5416
c7-spt,10000.0,10000.0,7.0,-1.0,1.0,-1.0,1428.0,-10000.0,1648.4566
c7-spt,100000.0,100000.0,7.0,-1.0,1.0,-1.0,14285.0,-100000.0,15306.1104
c7-spt,1000000.0,1000000.0,7.0,-1.0,1.0,-1.0,142857.0,-1000000.0,151827.4172
c7-spt,10000000.0,10000000.0,7.0,-1.0,1.0,-1.0,1428571.0,-10000000.0,1517476.7127999999
c7-spt,100000000.0,100000000.0,7.0,-1.0,1.0,-1.0,14285714.0,-100000000.0,15172884.0984
c7-spt,1000.0,1000.0,8.0,-1.0,1.0,-1.0,125.0,-1000.0,255.63639999999995
c7-spt,10000.0,10000.0,8.0,-1.0,1.0,-1.0,1250.0,-10000.0,1518.3024
c7-spt,100000.0,100000.0,8.0,-1.0,1.0,-1.0,12500.0,-100000.0,13379.126
c7-spt,1000000.0,1000000.0,8.0,-1.0,1.0,-1.0,125000.0,-1000000.0,132846.7622
c7-spt,10000000.0,10000000.0,8.0,-1.0,1.0,-1.0,1250000.0,-10000000.0,1327660.2844
c7-spt,100000000.0,100000000.0,8.0,-1.0,1.0,-1.0,12500000.0,-100000000.0,13281472.7588
