node,problem_size,num_blocks,num_threads,chunk_size,iter_length,grain_size,work_per_core,num_tasks,execution_time
marvin,3000.0,3000.0,1.0,1000.0,1.0,1000.0,3000.0,3.0,3188.1220000000003
marvin,3000.0,3000.0,1.0,100.0,1.0,100.0,3000.0,30.0,3292.8448000000003
marvin,3000.0,3000.0,1.0,10.0,1.0,10.0,3000.0,300.0,3934.7817999999997
marvin,3000.0,3000.0,1.0,1500.0,1.0,1500.0,3000.0,2.0,3174.2806
marvin,3000.0,3000.0,1.0,150.0,1.0,150.0,3000.0,20.0,3270.7580000000003
marvin,3000.0,3000.0,1.0,1.0,1.0,1.0,3000.0,3000.0,10851.497800000001
marvin,3000.0,3000.0,1.0,2000.0,1.0,2000.0,3000.0,2.0,3177.8364
marvin,3000.0,3000.0,1.0,200.0,1.0,200.0,3000.0,15.0,3254.7742
marvin,3000.0,3000.0,1.0,20.0,1.0,20.0,3000.0,150.0,3610.9816000000005
marvin,3000.0,3000.0,1.0,2500.0,1.0,2500.0,3000.0,2.0,3172.8932
marvin,3000.0,3000.0,1.0,250.0,1.0,250.0,3000.0,12.0,3347.3516000000004
marvin,3000.0,3000.0,1.0,2.0,1.0,2.0,3000.0,1500.0,7058.310800000001
marvin,3000.0,3000.0,1.0,3000.0,1.0,3000.0,3000.0,1.0,3161.9523999999997
marvin,3000.0,3000.0,1.0,300.0,1.0,300.0,3000.0,10.0,3252.251
marvin,3000.0,3000.0,1.0,30.0,1.0,30.0,3000.0,100.0,3450.923
marvin,3000.0,3000.0,1.0,350.0,1.0,350.0,3000.0,9.0,3255.3998
marvin,3000.0,3000.0,1.0,3.0,1.0,3.0,3000.0,1000.0,5591.540000000001
marvin,3000.0,3000.0,1.0,400.0,1.0,400.0,3000.0,8.0,3230.8676
marvin,3000.0,3000.0,1.0,40.0,1.0,40.0,3000.0,75.0,3394.2146000000002
marvin,3000.0,3000.0,1.0,450.0,1.0,450.0,3000.0,7.0,3246.465
marvin,3000.0,3000.0,1.0,4.0,1.0,4.0,3000.0,750.0,5353.103999999999
marvin,3000.0,3000.0,1.0,500.0,1.0,500.0,3000.0,6.0,3235.2114
marvin,3000.0,3000.0,1.0,50.0,1.0,50.0,3000.0,60.0,3318.049
marvin,3000.0,3000.0,1.0,550.0,1.0,550.0,3000.0,6.0,3216.6156
marvin,3000.0,3000.0,1.0,5.0,1.0,5.0,3000.0,600.0,4706.8562
marvin,3000.0,3000.0,1.0,600.0,1.0,600.0,3000.0,5.0,3205.0600000000004
marvin,3000.0,3000.0,1.0,60.0,1.0,60.0,3000.0,50.0,3324.4636
marvin,3000.0,3000.0,1.0,650.0,1.0,650.0,3000.0,5.0,3207.4175999999998
marvin,3000.0,3000.0,1.0,6.0,1.0,6.0,3000.0,500.0,4438.752
marvin,3000.0,3000.0,1.0,700.0,1.0,700.0,3000.0,5.0,3209.222
marvin,3000.0,3000.0,1.0,70.0,1.0,70.0,3000.0,43.0,3307.4528
marvin,3000.0,3000.0,1.0,750.0,1.0,750.0,3000.0,4.0,3202.3586
marvin,3000.0,3000.0,1.0,7.0,1.0,7.0,3000.0,429.0,4433.405200000001
marvin,3000.0,3000.0,1.0,800.0,1.0,800.0,3000.0,4.0,3195.1832000000004
marvin,3000.0,3000.0,1.0,80.0,1.0,80.0,3000.0,38.0,3303.7932
marvin,3000.0,3000.0,1.0,850.0,1.0,850.0,3000.0,4.0,3199.4384
marvin,3000.0,3000.0,1.0,8.0,1.0,8.0,3000.0,375.0,4248.9094
marvin,3000.0,3000.0,1.0,900.0,1.0,900.0,3000.0,4.0,3197.0166
marvin,3000.0,3000.0,1.0,90.0,1.0,90.0,3000.0,34.0,3294.4381999999996
marvin,3000.0,3000.0,1.0,950.0,1.0,950.0,3000.0,4.0,3197.3964000000005
marvin,3000.0,3000.0,1.0,9.0,1.0,9.0,3000.0,334.0,4099.7236
marvin,3000.0,3000.0,2.0,1000.0,1.0,1000.0,2000.0,3.0,2131.2290000000003
marvin,3000.0,3000.0,2.0,100.0,1.0,100.0,1500.0,30.0,1885.2614
marvin,3000.0,3000.0,2.0,10.0,1.0,10.0,1500.0,300.0,2001.8288
marvin,3000.0,3000.0,2.0,1500.0,1.0,1500.0,1500.0,2.0,1603.8562000000002
marvin,3000.0,3000.0,2.0,150.0,1.0,150.0,1500.0,20.0,1699.1770000000001
marvin,3000.0,3000.0,2.0,1.0,1.0,1.0,1500.0,3000.0,5681.0544
marvin,3000.0,3000.0,2.0,2000.0,1.0,2000.0,2000.0,2.0,2115.4262000000003
marvin,3000.0,3000.0,2.0,200.0,1.0,200.0,1600.0,15.0,2184.1432
marvin,3000.0,3000.0,2.0,20.0,1.0,20.0,1500.0,150.0,1815.5192
marvin,3000.0,3000.0,2.0,2500.0,1.0,2500.0,2500.0,2.0,2637.48
marvin,3000.0,3000.0,2.0,250.0,1.0,250.0,1500.0,12.0,2137.0306
marvin,3000.0,3000.0,2.0,2.0,1.0,2.0,1500.0,1500.0,3641.3918
marvin,3000.0,3000.0,2.0,3000.0,1.0,3000.0,3000.0,1.0,3152.5454
marvin,3000.0,3000.0,2.0,300.0,1.0,300.0,1500.0,10.0,1687.3288
marvin,3000.0,3000.0,2.0,30.0,1.0,30.0,1500.0,100.0,1823.0879999999997
marvin,3000.0,3000.0,2.0,350.0,1.0,350.0,1600.0,9.0,1748.0248
marvin,3000.0,3000.0,2.0,3.0,1.0,3.0,1500.0,1000.0,2999.8246
marvin,3000.0,3000.0,2.0,400.0,1.0,400.0,1600.0,8.0,1745.5310000000002
marvin,3000.0,3000.0,2.0,40.0,1.0,40.0,1520.0,75.0,1789.2694
marvin,3000.0,3000.0,2.0,450.0,1.0,450.0,1650.0,7.0,1786.2578
marvin,3000.0,3000.0,2.0,4.0,1.0,4.0,1500.0,750.0,2757.6524
marvin,3000.0,3000.0,2.0,500.0,1.0,500.0,1500.0,6.0,1634.6728
marvin,3000.0,3000.0,2.0,50.0,1.0,50.0,1500.0,60.0,2043.0894
marvin,3000.0,3000.0,2.0,550.0,1.0,550.0,1650.0,6.0,1784.3745999999999
marvin,3000.0,3000.0,2.0,5.0,1.0,5.0,1500.0,600.0,2385.129
marvin,3000.0,3000.0,2.0,600.0,1.0,600.0,1800.0,5.0,1936.9822
marvin,3000.0,3000.0,2.0,60.0,1.0,60.0,1500.0,50.0,2122.7752
marvin,3000.0,3000.0,2.0,650.0,1.0,650.0,1700.0,5.0,1821.7004000000002
marvin,3000.0,3000.0,2.0,6.0,1.0,6.0,1500.0,500.0,2324.7401999999997
marvin,3000.0,3000.0,2.0,700.0,1.0,700.0,1600.0,5.0,1720.1455999999998
marvin,3000.0,3000.0,2.0,70.0,1.0,70.0,1530.0,43.0,1768.8259999999998
marvin,3000.0,3000.0,2.0,750.0,1.0,750.0,1500.0,4.0,1612.8971999999999
marvin,3000.0,3000.0,2.0,7.0,1.0,7.0,1502.0,429.0,2220.5588
marvin,3000.0,3000.0,2.0,800.0,1.0,800.0,1600.0,4.0,1714.2328000000002
marvin,3000.0,3000.0,2.0,80.0,1.0,80.0,1520.0,38.0,1771.748
marvin,3000.0,3000.0,2.0,850.0,1.0,850.0,1700.0,4.0,1815.0618000000002
marvin,3000.0,3000.0,2.0,8.0,1.0,8.0,1504.0,375.0,2148.535
marvin,3000.0,3000.0,2.0,900.0,1.0,900.0,1800.0,4.0,1922.3744
marvin,3000.0,3000.0,2.0,90.0,1.0,90.0,1530.0,34.0,1790.6302
marvin,3000.0,3000.0,2.0,950.0,1.0,950.0,1900.0,4.0,2024.9734
marvin,3000.0,3000.0,2.0,9.0,1.0,9.0,1503.0,334.0,2106.9446000000003
marvin,3000.0,3000.0,3.0,1000.0,1.0,1000.0,1000.0,3.0,1102.2158
marvin,3000.0,3000.0,3.0,100.0,1.0,100.0,1000.0,30.0,1499.7528
marvin,3000.0,3000.0,3.0,10.0,1.0,10.0,1000.0,300.0,1400.2372
marvin,3000.0,3000.0,3.0,1500.0,1.0,1500.0,1500.0,2.0,1594.9778
marvin,3000.0,3000.0,3.0,150.0,1.0,150.0,1050.0,20.0,1385.2472000000002
marvin,3000.0,3000.0,3.0,1.0,1.0,1.0,1000.0,3000.0,3975.8671999999997
marvin,3000.0,3000.0,3.0,2000.0,1.0,2000.0,2000.0,2.0,2116.0168
