runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,work_per_core,w1,w2,w3,w4,w5,w6,w7,w8,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops,include
hpx,c7_spt,dmatdmatadd,2777,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,7719840,7645,-7645.0,-1024,3822.5,-7645.0,32768,262144,20971520,8,512,8,-384.0,4,13164.705902414817,-7645.0,586.421,1
hpx,c7_spt,dmatdmatadd,3193,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,10204704,10387,-10387.0,-1024,5193.5,-10387.0,32768,262144,20971520,8,512,8,-384.0,4,15485.863694787527,-10387.0,658.977,1
hpx,c7_spt,dmatdmatadd,3672,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,13483232,13770,-13770.0,-1024,6885.0,-13770.0,32768,262144,20971520,8,512,8,-384.0,4,19835.713329498663,-13770.0,679.763,1
hpx,c7_spt,dmatdmatadd,4222,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,17833472,17952,-17952.0,-1024,8976.0,-17952.0,32768,262144,20971520,8,512,8,-384.0,4,27420.010424498494,-17952.0,650.391,1
hpx,c7_spt,dmatdmatadd,4855,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,23575136,23066,-23066.0,-1024,11533.0,-23066.0,32768,262144,20971520,8,512,8,-384.0,4,31874.847053765418,-23066.0,739.639,1
hpx,c7_spt,dmatdmatadd,5583,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,31174848,30712,-30712.0,-1024,15356.0,-30712.0,32768,262144,20971520,8,512,8,-384.0,4,48855.87617201396,-30712.0,638.111,1
hpx,c7_spt,dmatdmatadd,6420,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,41216320,41730,-41730.0,-1024,20865.0,-41730.0,32768,262144,20971520,8,512,8,-384.0,4,54425.31513187605,-41730.0,757.302,1
hpx,c7_spt,dmatdmatadd,7000,2,4,256,1024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,48999648,49000,-49000.0,-1024,24500.0,-49000.0,32768,262144,20971520,8,512,8,-384.0,4,69072.94243686521,-49000.0,709.395,1
hpx,c7_spt,dmatdmatadd,200,3,4,256,800,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,16.666666666666668,-25.0,32768,262144,20971520,8,512,8,-300.0,4,51.93584365233627,-50.0,770.181,1
hpx,c7_spt,dmatdmatadd,230,3,4,256,928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,52896,58,-58.0,-928,19.333333333333332,-29.0,32768,262144,20971520,8,512,8,-348.0,4,63.18209966810453,-58.0,844.543,1
hpx,c7_spt,dmatdmatadd,264,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,69664,132,-132.0,-1024,44.0,-66.0,32768,262144,20971520,8,512,8,-384.0,4,79.87466865008646,-132.0,872.567,1
hpx,c7_spt,dmatdmatadd,300,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,89824,150,-150.0,-1024,50.0,-75.0,32768,262144,20971520,8,512,8,-384.0,4,97.6200238192858,-150.0,921.942,1
hpx,c7_spt,dmatdmatadd,345,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,119968,174,-174.0,-1024,58.0,-87.0,32768,262144,20971520,8,512,8,-384.0,4,124.58582942554165,-174.0,963.673,1
hpx,c7_spt,dmatdmatadd,396,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,156256,198,-198.0,-1024,66.0,-99.0,32768,262144,20971520,8,512,8,-384.0,4,153.18101452531428,-198.0,1023.73,1
hpx,c7_spt,dmatdmatadd,455,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,206880,228,-228.0,-1024,76.0,-114.0,32768,262144,20971520,8,512,8,-384.0,4,193.10344827586206,-228.0,1074.45,1
hpx,c7_spt,dmatdmatadd,523,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,274016,393,-393.0,-1024,131.0,-196.5,32768,262144,20971520,8,512,8,-384.0,4,260.16936280094177,-393.0,1053.36,1
hpx,c7_spt,dmatdmatadd,600,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,359648,450,-450.0,-1024,150.0,-225.0,32768,262144,20971520,8,512,8,-384.0,4,322.6905218622829,-450.0,1115.62,1
hpx,c7_spt,dmatdmatadd,690,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,477120,519,-519.0,-1024,173.0,-259.5,32768,262144,20971520,8,512,8,-384.0,4,424.5587516116125,-519.0,1124.65,1
hpx,c7_spt,dmatdmatadd,793,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,631200,796,-796.0,-1024,265.3333333333333,-398.0,32768,262144,20971520,8,512,8,-384.0,4,558.3222770613314,-796.0,1130.58,1
hpx,c7_spt,dmatdmatadd,912,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,831168,912,-912.0,-1024,304.0,-456.0,32768,262144,20971520,8,512,8,-384.0,4,851.6469901600401,-912.0,976.63,1
hpx,c7_spt,dmatdmatadd,1048,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,1098208,1310,-1310.0,-1024,436.6666666666667,-655.0,32768,262144,20971520,8,512,8,-384.0,4,1621.5317609714684,-1310.0,677.325,1
hpx,c7_spt,dmatdmatadd,1200,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,1439296,1500,-1500.0,-1024,500.0,-750.0,32768,262144,20971520,8,512,8,-384.0,4,2465.4790134659665,-1500.0,584.065,1
hpx,c7_spt,dmatdmatadd,1380,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,1904000,2070,-2070.0,-1024,690.0,-1035.0,32768,262144,20971520,8,512,8,-384.0,4,3381.428069191078,-2070.0,563.194,1
hpx,c7_spt,dmatdmatadd,1587,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,2520000,2779,-2779.0,-1024,926.3333333333334,-1389.5,32768,262144,20971520,8,512,8,-384.0,4,4316.688277319777,-2779.0,583.817,1
hpx,c7_spt,dmatdmatadd,1825,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,3336064,3656,-3656.0,-1024,1218.6666666666667,-1828.0,32768,262144,20971520,8,512,8,-384.0,4,5178.01211270841,-3656.0,644.282,1
hpx,c7_spt,dmatdmatadd,2100,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,4409792,4725,-4725.0,-1024,1575.0,-2362.5,32768,262144,20971520,8,512,8,-384.0,4,6465.79214750803,-4725.0,682.051,1
hpx,c7_spt,dmatdmatadd,2415,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,5834304,6040,-6040.0,-1024,2013.3333333333333,-3020.0,32768,262144,20971520,8,512,8,-384.0,4,8892.167247068148,-6040.0,656.155,1
hpx,c7_spt,dmatdmatadd,2777,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,7719840,7645,-7645.0,-1024,2548.3333333333335,-3822.5,32768,262144,20971520,8,512,8,-384.0,4,11768.043303623828,-7645.0,656.019,1
hpx,c7_spt,dmatdmatadd,3193,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,10204704,10387,-10387.0,-1024,3462.3333333333335,-5193.5,32768,262144,20971520,8,512,8,-384.0,4,14587.974617497,-10387.0,699.537,1
hpx,c7_spt,dmatdmatadd,3672,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,13483232,13770,-13770.0,-1024,4590.0,-6885.0,32768,262144,20971520,8,512,8,-384.0,4,20218.360229000536,-13770.0,666.898,1
hpx,c7_spt,dmatdmatadd,4222,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,17833472,17952,-17952.0,-1024,5984.0,-8976.0,32768,262144,20971520,8,512,8,-384.0,4,25406.23383949979,-17952.0,701.943,1
hpx,c7_spt,dmatdmatadd,4855,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,23575136,23066,-23066.0,-1024,7688.666666666667,-11533.0,32768,262144,20971520,8,512,8,-384.0,4,31205.789036885653,-23066.0,755.497,1
hpx,c7_spt,dmatdmatadd,5583,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,31174848,30712,-30712.0,-1024,10237.333333333334,-15356.0,32768,262144,20971520,8,512,8,-384.0,4,47704.73245203968,-30712.0,653.509,1
hpx,c7_spt,dmatdmatadd,6420,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,41216320,41730,-41730.0,-1024,13910.0,-20865.0,32768,262144,20971520,8,512,8,-384.0,4,54363.07736137985,-41730.0,758.169,1
hpx,c7_spt,dmatdmatadd,7000,3,4,256,1024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1,48999648,49000,-49000.0,-1024,16333.333333333334,-24500.0,32768,262144,20971520,8,512,8,-384.0,4,64191.99958078694,-49000.0,763.335,1
hpx,c7_spt,dmatdmatadd,200,4,4,256,800,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,12.5,-16.666666666666668,32768,262144,20971520,8,512,8,-300.0,4,50.41351687214376,-50.0,793.438,1
hpx,c7_spt,dmatdmatadd,230,4,4,256,928,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,52896,58,-58.0,-928,14.5,-19.333333333333332,32768,262144,20971520,8,512,8,-348.0,4,58.26179812330625,-58.0,915.866,1
hpx,c7_spt,dmatdmatadd,264,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,69664,132,-132.0,-1024,33.0,-44.0,32768,262144,20971520,8,512,8,-384.0,4,73.67395132800426,-132.0,946.006,1
hpx,c7_spt,dmatdmatadd,300,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,89824,150,-150.0,-1024,37.5,-50.0,32768,262144,20971520,8,512,8,-384.0,4,88.12729498164015,-150.0,1021.25,1
hpx,c7_spt,dmatdmatadd,345,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,119968,174,-174.0,-1024,43.5,-58.0,32768,262144,20971520,8,512,8,-384.0,4,111.61519439228007,-174.0,1075.66,1
hpx,c7_spt,dmatdmatadd,396,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,156256,198,-198.0,-1024,49.5,-66.0,32768,262144,20971520,8,512,8,-384.0,4,133.74955222353,-198.0,1172.46,1
hpx,c7_spt,dmatdmatadd,455,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,206880,228,-228.0,-1024,57.0,-76.0,32768,262144,20971520,8,512,8,-384.0,4,170.29449423815623,-228.0,1218.36,1
hpx,c7_spt,dmatdmatadd,523,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,274016,393,-393.0,-1024,98.25,-131.0,32768,262144,20971520,8,512,8,-384.0,4,222.9442582408643,-393.0,1229.24,1
hpx,c7_spt,dmatdmatadd,600,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,359648,450,-450.0,-1024,112.5,-150.0,32768,262144,20971520,8,512,8,-384.0,4,281.135788585887,-450.0,1280.52,1
hpx,c7_spt,dmatdmatadd,690,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,477120,519,-519.0,-1024,129.75,-173.0,32768,262144,20971520,8,512,8,-384.0,4,360.2670992568001,-519.0,1325.35,1
hpx,c7_spt,dmatdmatadd,793,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,631200,796,-796.0,-1024,199.0,-265.3333333333333,32768,262144,20971520,8,512,8,-384.0,4,484.6280230326296,-796.0,1302.5,1
hpx,c7_spt,dmatdmatadd,912,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,831168,912,-912.0,-1024,228.0,-304.0,32768,262144,20971520,8,512,8,-384.0,4,739.3937238865676,-912.0,1124.9,1
hpx,c7_spt,dmatdmatadd,1048,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,1098208,1310,-1310.0,-1024,327.5,-436.6666666666667,32768,262144,20971520,8,512,8,-384.0,4,1445.1463496470371,-1310.0,759.995,1
hpx,c7_spt,dmatdmatadd,1200,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,1439296,1500,-1500.0,-1024,375.0,-500.0,32768,262144,20971520,8,512,8,-384.0,4,2211.0509555118124,-1500.0,651.274,1
hpx,c7_spt,dmatdmatadd,1380,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,1904000,2070,-2070.0,-1024,517.5,-690.0,32768,262144,20971520,8,512,8,-384.0,4,2968.39880416112,-2070.0,641.558,1
hpx,c7_spt,dmatdmatadd,1587,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,2520000,2779,-2779.0,-1024,694.75,-926.3333333333334,32768,262144,20971520,8,512,8,-384.0,4,3701.0500345116243,-2779.0,680.93,1
hpx,c7_spt,dmatdmatadd,1825,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,3336064,3656,-3656.0,-1024,914.0,-1218.6666666666667,32768,262144,20971520,8,512,8,-384.0,4,4409.4361219273,-3656.0,756.582,1
hpx,c7_spt,dmatdmatadd,2100,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,4409792,4725,-4725.0,-1024,1181.25,-1575.0,32768,262144,20971520,8,512,8,-384.0,4,6058.6493745577945,-4725.0,727.885,1
hpx,c7_spt,dmatdmatadd,2415,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,5834304,6040,-6040.0,-1024,1510.0,-2013.3333333333333,32768,262144,20971520,8,512,8,-384.0,4,7709.079570273224,-6040.0,756.853,1
hpx,c7_spt,dmatdmatadd,2777,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,7719840,7645,-7645.0,-1024,1911.25,-2548.3333333333335,32768,262144,20971520,8,512,8,-384.0,4,10942.787525886153,-7645.0,705.493,1
hpx,c7_spt,dmatdmatadd,3193,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,10204704,10387,-10387.0,-1024,2596.75,-3462.3333333333335,32768,262144,20971520,8,512,8,-384.0,4,13676.05758380663,-10387.0,746.182,1
hpx,c7_spt,dmatdmatadd,3672,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,13483232,13770,-13770.0,-1024,3442.5,-4590.0,32768,262144,20971520,8,512,8,-384.0,4,16663.989766976254,-13770.0,809.145,1
hpx,c7_spt,dmatdmatadd,4222,4,4,256,1024,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,17833472,17952,-17952.0,-1024,4488.0,-5984.0,32768,262144,20971520,8,512,8,-384.0,4,23542.253669870104,-17952.0,757.52,1
