node,problem_size,num_blocks,num_threads,chunk_size,iter_length,grain_size,work_per_core,num_tasks,execution_time
marvin,3000.0,3000.0,1.0,1000.0,1.0,1000.0,3000.0,3.0,3182.4874
marvin,3000.0,3000.0,1.0,100.0,1.0,100.0,3000.0,30.0,3284.5389999999998
marvin,3000.0,3000.0,1.0,10.0,1.0,10.0,3000.0,300.0,3957.0764000000004
marvin,3000.0,3000.0,1.0,1500.0,1.0,1500.0,3000.0,2.0,3172.2576
marvin,3000.0,3000.0,1.0,150.0,1.0,150.0,3000.0,20.0,3264.279
marvin,3000.0,3000.0,1.0,1.0,1.0,1.0,3000.0,3000.0,10959.202000000001
marvin,3000.0,3000.0,1.0,2000.0,1.0,2000.0,3000.0,2.0,3173.7938000000004
marvin,3000.0,3000.0,1.0,200.0,1.0,200.0,3000.0,15.0,3260.1850000000004
marvin,3000.0,3000.0,1.0,20.0,1.0,20.0,3000.0,150.0,3622.8697999999995
marvin,3000.0,3000.0,1.0,2500.0,1.0,2500.0,3000.0,2.0,3174.401
marvin,3000.0,3000.0,1.0,250.0,1.0,250.0,3000.0,12.0,3246.9512
marvin,3000.0,3000.0,1.0,2.0,1.0,2.0,3000.0,1500.0,6907.8444
marvin,3000.0,3000.0,1.0,3000.0,1.0,3000.0,3000.0,1.0,3161.4542
marvin,3000.0,3000.0,1.0,300.0,1.0,300.0,3000.0,10.0,3266.2922
marvin,3000.0,3000.0,1.0,30.0,1.0,30.0,3000.0,100.0,3437.7385999999997
marvin,3000.0,3000.0,1.0,350.0,1.0,350.0,3000.0,9.0,3249.1124000000004
marvin,3000.0,3000.0,1.0,3.0,1.0,3.0,3000.0,1000.0,5603.6134
marvin,3000.0,3000.0,1.0,400.0,1.0,400.0,3000.0,8.0,3224.6866
marvin,3000.0,3000.0,1.0,40.0,1.0,40.0,3000.0,75.0,3387.1536
marvin,3000.0,3000.0,1.0,450.0,1.0,450.0,3000.0,7.0,3220.3974
marvin,3000.0,3000.0,1.0,4.0,1.0,4.0,3000.0,750.0,5376.7106
marvin,3000.0,3000.0,1.0,500.0,1.0,500.0,3000.0,6.0,3211.3102
marvin,3000.0,3000.0,1.0,50.0,1.0,50.0,3000.0,60.0,3313.0284
marvin,3000.0,3000.0,1.0,550.0,1.0,550.0,3000.0,6.0,3213.2527999999998
marvin,3000.0,3000.0,1.0,5.0,1.0,5.0,3000.0,600.0,4716.512
marvin,3000.0,3000.0,1.0,600.0,1.0,600.0,3000.0,5.0,3221.3
marvin,3000.0,3000.0,1.0,60.0,1.0,60.0,3000.0,50.0,3318.9688
marvin,3000.0,3000.0,1.0,650.0,1.0,650.0,3000.0,5.0,3204.7394000000004
marvin,3000.0,3000.0,1.0,6.0,1.0,6.0,3000.0,500.0,4505.26
marvin,3000.0,3000.0,1.0,700.0,1.0,700.0,3000.0,5.0,3206.5532
marvin,3000.0,3000.0,1.0,70.0,1.0,70.0,3000.0,43.0,3306.1968
marvin,3000.0,3000.0,1.0,750.0,1.0,750.0,3000.0,4.0,3192.8563999999997
marvin,3000.0,3000.0,1.0,7.0,1.0,7.0,3000.0,429.0,4400.102800000001
marvin,3000.0,3000.0,1.0,800.0,1.0,800.0,3000.0,4.0,3194.4549999999995
marvin,3000.0,3000.0,1.0,80.0,1.0,80.0,3000.0,38.0,3301.7718
marvin,3000.0,3000.0,1.0,850.0,1.0,850.0,3000.0,4.0,3192.7652000000003
marvin,3000.0,3000.0,1.0,8.0,1.0,8.0,3000.0,375.0,4241.847599999999
marvin,3000.0,3000.0,1.0,900.0,1.0,900.0,3000.0,4.0,3210.2198
marvin,3000.0,3000.0,1.0,90.0,1.0,90.0,3000.0,34.0,3287.871
marvin,3000.0,3000.0,1.0,950.0,1.0,950.0,3000.0,4.0,3197.0800000000004
marvin,3000.0,3000.0,1.0,9.0,1.0,9.0,3000.0,334.0,4045.6328000000003
