runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,work_per_core,w1,w2,w3,w4,w5,w6,w7,w8,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops,include
hpx,c7_spt,dmatdmatadd,200,1,4,256,800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,50.0,0,32768,262144,20971520,8,512,8,-300.0,4,59.653413666597075,-50.0,670.54,1
hpx,c7_spt,dmatdmatadd,230,1,4,256,928,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52896,58,-58.0,-928,58.0,0,32768,262144,20971520,8,512,8,-348.0,4,73.3130174571814,-58.0,727.838,1
hpx,c7_spt,dmatdmatadd,264,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,69664,132,-132.0,-1024,132.0,0,32768,262144,20971520,8,512,8,-384.0,4,93.54866420410617,-132.0,745.024,1
hpx,c7_spt,dmatdmatadd,300,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,89824,150,-150.0,-1024,150.0,0,32768,262144,20971520,8,512,8,-384.0,4,112.35800756793603,-150.0,801.011,1
hpx,c7_spt,dmatdmatadd,345,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,119968,174,-174.0,-1024,174.0,0,32768,262144,20971520,8,512,8,-384.0,4,140.31208511752277,-174.0,855.664,1
hpx,c7_spt,dmatdmatadd,396,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,156256,198,-198.0,-1024,198.0,0,32768,262144,20971520,8,512,8,-384.0,4,173.65689872450506,-198.0,903.022,1
hpx,c7_spt,dmatdmatadd,455,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,206880,228,-228.0,-1024,228.0,0,32768,262144,20971520,8,512,8,-384.0,4,223.81804589629158,-228.0,927.003,1
hpx,c7_spt,dmatdmatadd,523,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,274016,393,-393.0,-1024,393.0,0,32768,262144,20971520,8,512,8,-384.0,4,296.23816488254874,-393.0,925.107,1
hpx,c7_spt,dmatdmatadd,600,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,359648,450,-450.0,-1024,450.0,0,32768,262144,20971520,8,512,8,-384.0,4,376.1146313815422,-450.0,957.155,1
hpx,c7_spt,dmatdmatadd,690,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,477120,519,-519.0,-1024,519.0,0,32768,262144,20971520,8,512,8,-384.0,4,481.2345922890391,-519.0,992.198,1
hpx,c7_spt,dmatdmatadd,793,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,631200,796,-796.0,-1024,796.0,0,32768,262144,20971520,8,512,8,-384.0,4,643.5474284222879,-796.0,980.857,1
hpx,c7_spt,dmatdmatadd,912,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,831168,912,-912.0,-1024,912.0,0,32768,262144,20971520,8,512,8,-384.0,4,1081.8012852945499,-912.0,768.851,1
hpx,c7_spt,dmatdmatadd,1048,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1098208,1310,-1310.0,-1024,1310.0,0,32768,262144,20971520,8,512,8,-384.0,4,2137.048459435532,-1310.0,513.935,1
hpx,c7_spt,dmatdmatadd,1200,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1439296,1500,-1500.0,-1024,1500.0,0,32768,262144,20971520,8,512,8,-384.0,4,2979.7994429430487,-1500.0,483.254,1
hpx,c7_spt,dmatdmatadd,1380,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1904000,2070,-2070.0,-1024,2070.0,0,32768,262144,20971520,8,512,8,-384.0,4,4053.9591240689456,-2070.0,469.763,1
hpx,c7_spt,dmatdmatadd,1587,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2520000,2779,-2779.0,-1024,2779.0,0,32768,262144,20971520,8,512,8,-384.0,4,5213.461482765611,-2779.0,483.394,1
hpx,c7_spt,dmatdmatadd,1825,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3336064,3656,-3656.0,-1024,3656.0,0,32768,262144,20971520,8,512,8,-384.0,4,7004.4784486469125,-3656.0,476.281,1
hpx,c7_spt,dmatdmatadd,2100,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,4409792,4725,-4725.0,-1024,4725.0,0,32768,262144,20971520,8,512,8,-384.0,4,9322.16646303053,-4725.0,473.066,1
hpx,c7_spt,dmatdmatadd,2415,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,5834304,6040,-6040.0,-1024,6040.0,0,32768,262144,20971520,8,512,8,-384.0,4,11979.771723530463,-6040.0,487.041,1
