runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,work_per_core,w1,w2,w3,w4,w5,w6,w7,w8,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops,include
hpx,c7_spt,dmatdmatadd,200,1,4,256,800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,39200,50,-50.0,-800,50.0,0,32768,262144,20971520,8,512,8,-300.0,4,49.795341147882205,-50.0,803.288,1
hpx,c7_spt,dmatdmatadd,230,1,4,256,928,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52896,58,-58.0,-928,58.0,0,32768,262144,20971520,8,512,8,-348.0,4,62.71206161201495,-58.0,850.873,1
hpx,c7_spt,dmatdmatadd,264,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,69664,132,-132.0,-1024,132.0,0,32768,262144,20971520,8,512,8,-384.0,4,81.71879616732093,-132.0,852.876,1
hpx,c7_spt,dmatdmatadd,300,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,89824,150,-150.0,-1024,150.0,0,32768,262144,20971520,8,512,8,-384.0,4,100.31409457612837,-150.0,897.182,1
hpx,c7_spt,dmatdmatadd,345,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,119968,174,-174.0,-1024,174.0,0,32768,262144,20971520,8,512,8,-384.0,4,130.05667637271216,-174.0,923.136,1
hpx,c7_spt,dmatdmatadd,396,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,156256,198,-198.0,-1024,198.0,0,32768,262144,20971520,8,512,8,-384.0,4,162.87731645453923,-198.0,962.786,1
hpx,c7_spt,dmatdmatadd,455,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,206880,228,-228.0,-1024,228.0,0,32768,262144,20971520,8,512,8,-384.0,4,210.98981558221007,-228.0,983.365,1
hpx,c7_spt,dmatdmatadd,523,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,274016,393,-393.0,-1024,393.0,0,32768,262144,20971520,8,512,8,-384.0,4,282.96424175842327,-393.0,968.504,1
hpx,c7_spt,dmatdmatadd,600,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,359648,450,-450.0,-1024,450.0,0,32768,262144,20971520,8,512,8,-384.0,4,359.6619177972705,-450.0,1000.94,1
hpx,c7_spt,dmatdmatadd,690,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,477120,519,-519.0,-1024,519.0,0,32768,262144,20971520,8,512,8,-384.0,4,469.87276001535145,-519.0,1016.19,1
hpx,c7_spt,dmatdmatadd,793,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,631200,796,-796.0,-1024,796.0,0,32768,262144,20971520,8,512,8,-384.0,4,654.6195192825223,-796.0,964.267,1
hpx,c7_spt,dmatdmatadd,912,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,831168,912,-912.0,-1024,912.0,0,32768,262144,20971520,8,512,8,-384.0,4,1054.8072545391597,-912.0,788.527,1
hpx,c7_spt,dmatdmatadd,1048,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1098208,1310,-1310.0,-1024,1310.0,0,32768,262144,20971520,8,512,8,-384.0,4,2121.5189580005294,-1310.0,517.697,1
hpx,c7_spt,dmatdmatadd,1200,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1439296,1500,-1500.0,-1024,1500.0,0,32768,262144,20971520,8,512,8,-384.0,4,2984.1529046791106,-1500.0,482.549,1
hpx,c7_spt,dmatdmatadd,1380,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1904000,2070,-2070.0,-1024,2070.0,0,32768,262144,20971520,8,512,8,-384.0,4,4020.8431862711977,-2070.0,473.632,1
hpx,c7_spt,dmatdmatadd,1587,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2520000,2779,-2779.0,-1024,2779.0,0,32768,262144,20971520,8,512,8,-384.0,4,5191.734117264125,-2779.0,485.417,1
hpx,c7_spt,dmatdmatadd,1825,1,4,256,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3336064,3656,-3656.0,-1024,3656.0,0,32768,262144,20971520,8,512,8,-384.0,4,6906.524565456819,-3656.0,483.036,1
