
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          6570.1
     60          4096.76
     69          3705.99
     79          3371.4
     90          4246.73
     103         4306.87
     118         5154.49
     135         5411.23
     155         6059.03
     176         7735.33
     200         8717.42
     230         8575.62
     264         10612.4
     300         12259
     345         13670.8
     396         14522.7
     455         13496
     523         13430
     600         14615.8
     690         14002
     793         14318.5
     912         14572.1
     1048        14558.1
     1200        14627.1
     1380        14482.4
     1587        14288.7
     1825        14472.9
     2100        14599
     2415        14425.8
     2777        14542.5
     3193        14613.1
     3672        14644.7
     4222        14505.7
     4855        14344.8
     5583        14223.8
     6420        14238.3
     7000        14109.8
