
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          13008.5
     60          788.918
     69          1996.91
     79          3296.75
     90          6129.13
     103         9380.87
     118         13993
     135         18389.1
     155         23981.3
     176         30136.7
     200         36440.4
     230         41348.9
     264         51069.4
     300         61427.6
     345         66904.1
     396         76521.2
     455         72775.5
     523         79901.5
     600         91999
     690         88213.8
     793         91862.5
     912         95862
     1048        97573.6
     1200        87578.2
     1380        97314.1
     1587        107684
     1825        110376
     2100        100564
     2415        99065.5
     2777        122889
     3193        106860
     3672        111839
     4222        111748
     4855        110553
     5583        126929
     6420        113378
     7000        128271
