
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         697.309
     455         687.027
     500         982.487
     550         1511.05
     605         2204.59
     665         2819.76
     731         3833.2
     804         3631.17
     884         5431.62
     972         5110.55
     1069        11727.9
     1175        12800.3
     1292        16088.9
     1421        15745.5
     1563        16806
     1719        15338.4
     1890        15850.3
     2079        12635.5
     2286        11149.8
     2514        9008.99
     2765        6406.23
     3041        6864.3
     3345        6280.37
     3679        6257.49
     4046        6455.54
     4450        2734.28
     4895        5717.07
     5384        5793.81
     5922        5772.37
     6514        6350.77
     7165        6094.96
     7881        5598.37
     8669        3305.09
     9535        4839.21
     10000       2835.51
