
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          10543
     60          843.983
     69          1807.22
     79          3941.06
     90          7191.72
     103         10425.1
     118         14228
     135         18488.3
     155         25356.2
     176         30471
     200         34174.5
     230         34410.8
     264         43211
     300         49798.5
     345         57371.9
     396         55613.9
     455         60560.4
     523         66196.1
     600         72362.2
     690         68310.2
     793         70789.9
     912         73233.3
     1048        75771.3
     1200        72776
     1380        75491.1
     1587        76669.2
     1825        141126
     2100        95311.9
     2415        83540.9
     2777        97661.1
     3193        102837
     3672        90845.5
     4222        95581.8
     4855        104495
     5583        108780
     6420        125933
     7000        96911.3
