
hpx::seq: 1.23816e+07 microsec. 

hpx::par: 1.80427e+06 microsec. 

hpx::par_unseq: 1.80088e+06 microsec. 


hpx::seq: 1.23416e+07 microsec. 

hpx::par: 1.80293e+06 microsec. 

hpx::par_unseq: 1.80222e+06 microsec. 


hpx::seq: 1.2442e+07 microsec. 

hpx::par: 1.80351e+06 microsec. 

hpx::par_unseq: 1.80347e+06 microsec. 


hpx::seq: 1.23319e+07 microsec. 

hpx::par: 1.80423e+06 microsec. 

hpx::par_unseq: 1.80408e+06 microsec. 


hpx::seq: 1.24029e+07 microsec. 

hpx::par: 1.80232e+06 microsec. 

hpx::par_unseq: 1.80575e+06 microsec. 


hpx::seq: 1.2331e+07 microsec. 

hpx::par: 1.80405e+06 microsec. 

hpx::par_unseq: 1.80764e+06 microsec. 

