
hpx::seq: 1.22357e+07 microsec. 

hpx::par: 1.24086e+07 microsec. 

hpx::par_unseq: 1.23627e+07 microsec. 


hpx::seq: 1.22415e+07 microsec. 

hpx::par: 1.23585e+07 microsec. 

hpx::par_unseq: 1.23617e+07 microsec. 


hpx::seq: 1.22792e+07 microsec. 

hpx::par: 1.23609e+07 microsec. 

hpx::par_unseq: 1.23562e+07 microsec. 


hpx::seq: 1.22784e+07 microsec. 

hpx::par: 1.23669e+07 microsec. 

hpx::par_unseq: 1.23742e+07 microsec. 


hpx::seq: 1.22262e+07 microsec. 

hpx::par: 1.23441e+07 microsec. 

hpx::par_unseq: 1.23584e+07 microsec. 


hpx::seq: 1.22297e+07 microsec. 

hpx::par: 1.23715e+07 microsec. 

hpx::par_unseq: 1.23515e+07 microsec. 

