
hpx::seq: 1.26675e+07 microsec. 

hpx::par: 1.35409e+06 microsec. 

hpx::par_unseq: 1.35418e+06 microsec. 


hpx::seq: 1.27469e+07 microsec. 

hpx::par: 1.3559e+06 microsec. 

hpx::par_unseq: 1.35705e+06 microsec. 


hpx::seq: 1.278e+07 microsec. 

hpx::par: 1.35527e+06 microsec. 

hpx::par_unseq: 1.3553e+06 microsec. 


hpx::seq: 1.27158e+07 microsec. 

hpx::par: 1.35575e+06 microsec. 

hpx::par_unseq: 1.35541e+06 microsec. 


hpx::seq: 1.27449e+07 microsec. 

hpx::par: 1.36037e+06 microsec. 

hpx::par_unseq: 1.35617e+06 microsec. 


hpx::seq: 1.27097e+07 microsec. 

hpx::par: 1.35586e+06 microsec. 

hpx::par_unseq: 1.35941e+06 microsec. 

