
hpx::seq: 1.23685e+07 microsec. 

hpx::par: 2.61601e+06 microsec. 

hpx::par_unseq: 2.61236e+06 microsec. 


hpx::seq: 1.23039e+07 microsec. 

hpx::par: 2.60868e+06 microsec. 

hpx::par_unseq: 2.61306e+06 microsec. 


hpx::seq: 1.23482e+07 microsec. 

hpx::par: 2.60766e+06 microsec. 

hpx::par_unseq: 2.61274e+06 microsec. 


hpx::seq: 1.2381e+07 microsec. 

hpx::par: 2.61427e+06 microsec. 

hpx::par_unseq: 2.6052e+06 microsec. 


hpx::seq: 1.23711e+07 microsec. 

hpx::par: 2.61612e+06 microsec. 

hpx::par_unseq: 2.61553e+06 microsec. 


hpx::seq: 1.23242e+07 microsec. 

hpx::par: 2.61918e+06 microsec. 

hpx::par_unseq: 2.6109e+06 microsec. 

