
hpx::seq: 1.22562e+07 microsec. 

hpx::par: 3.51433e+06 microsec. 

hpx::par_unseq: 3.50975e+06 microsec. 


hpx::seq: 1.22885e+07 microsec. 

hpx::par: 3.5094e+06 microsec. 

hpx::par_unseq: 3.50891e+06 microsec. 


hpx::seq: 1.22488e+07 microsec. 

hpx::par: 3.50639e+06 microsec. 

hpx::par_unseq: 3.52696e+06 microsec. 


hpx::seq: 1.2238e+07 microsec. 

hpx::par: 3.5315e+06 microsec. 

hpx::par_unseq: 3.50989e+06 microsec. 


hpx::seq: 1.31419e+07 microsec. 

hpx::par: 3.76675e+06 microsec. 

hpx::par_unseq: 3.82478e+06 microsec. 


hpx::seq: 1.22901e+07 microsec. 

hpx::par: 3.51534e+06 microsec. 

hpx::par_unseq: 3.50825e+06 microsec. 

