
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         4676.7
     455         4930.09
     500         5209.7
     550         5376.82
     605         5594.68
     665         5828.58
     731         5965.95
     804         6199.34
     884         6365.93
     972         6479.8
     1069        6523.64
     1175        6445.91
     1292        6392.5
     1421        5695.77
     1563        4768.41
     1719        4102.05
     1890        3648.44
     2079        3498.48
     2286        3435
     2514        3408.21
     2765        3420.44
     3041        3434.93
     3345        3414.48
     3679        3364.64
     4046        3054.63
     4450        3202.76
     4895        3191.47
     5384        3295.04
     5922        3175.55
     6514        3117.03
     7165        3228.11
     7881        3341.9
     8669        3021.33
     9535        3247.04
     10000       3215.7
/threads{locality#0/total}/idle-rate,1,397.642086,[s],264,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,397.642101,[s],264,[0.01%]
/threads{locality#0/total}/time/average,1,397.642104,[s],57187,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,397.642106,[s],57187,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,397.642107,[s],1.03916e+10,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,397.642109,[s],1.03916e+10,[ns]
/threads{locality#0/total}/count/cumulative,1,397.642111,[s],6.68163e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,397.642112,[s],6.68163e+06
/threads{locality#0/total}/time/average-overhead,1,397.642114,[s],1555,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,397.642115,[s],1555,[ns]
