
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          18070.2
     60          9131.93
     69          10276.6
     79          11094
     90          13043
     103         13357.9
     118         14952.4
     135         14122.4
     155         10361.7
     176         12351.9
     200         12901.1
     230         11509
     264         13031.6
     300         13398.5
     345         13251.2
     396         14018.4
     455         12975.9
     523         13440.3
     600         14278.5
     690         13865.7
     793         14200.7
     912         14331.3
     1048        14497.8
     1200        13958.1
     1380        14138.9
     1587        13951.5
     1825        14237.7
     2100        14496.1
     2415        14284.9
     2777        14298.7
     3193        14112.2
     3672        14547.6
     4222        14464.4
     4855        14198.8
     5583        14555.6
     6420        14621.6
     7000        14471.5
/threads{locality#0/total}/idle-rate,1,1199.800046,[s],59,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1199.800061,[s],59,[0.01%]
/threads{locality#0/total}/time/average,1,1199.800063,[s],209328,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1199.800065,[s],209328,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1199.800067,[s],7.05529e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1199.800068,[s],7.05529e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1199.800070,[s],5.65254e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1199.800072,[s],5.65254e+06
/threads{locality#0/total}/time/average-overhead,1,1199.800074,[s],1248,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1199.800075,[s],1248,[ns]
