
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          13244.5
     60          901.123
     69          1888.56
     79          3353.24
     90          18980.4
     103         30651.8
     118         34089.3
     135         42555.2
     155         53555.8
     176         60545.5
     200         69701.3
     230         67633.4
     264         77159.1
     300         88284.8
     345         79036.6
     396         82903.2
     455         73560.9
     523         76415
     600         85129.4
     690         80857.2
     793         94044.7
     912         88182.9
     1048        90016.5
     1200        91076.3
     1380        87410.5
     1587        90508.8
     1825        86128.5
     2100        100035
     2415        88691.2
     2777        95555.3
     3193        96222
     3672        92873.8
     4222        89698.3
     4855        97202.5
     5583        84390.4
     6420        94993.8
     7000        95352.5
