
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          13646.8
     60          3724.79
     69          4518.94
     79          7641.75
     90          8371.86
     103         9317.63
     118         10161.7
     135         10511.5
     155         10067.7
     176         11990
     200         12670.6
     230         11215.4
     264         12755.3
     300         13241.2
     345         13141.9
     396         13934.7
     455         11999.8
     523         12835.1
     600         14429.3
     690         13874.2
     793         14225.9
     912         14390
     1048        14517.9
     1200        14662.5
     1380        14509.6
     1587        14465.4
     1825        14473.2
     2100        14737.6
     2415        14669.3
     2777        14731.8
     3193        14795.2
     3672        14753.6
     4222        14684.9
     4855        14855.8
     5583        14814.6
     6420        14966.2
     7000        14992.4
