
 Dense Matrix/Dense Vector Multiplication:
   Blaze [MFlop/s]:
     414         1639.69
     455         1918.54
     500         2254.2
     550         3218.14
     605         4001.96
     665         4357.94
     731         4564.38
     804         5456.26
     884         6016.18
     972         2654.78
     1069        4801.41
     1175        5833.21
     1292        6548.79
     1421        5703.92
     1563        4816.51
     1719        4118.33
     1890        3632.83
     2079        3562.68
     2286        3490.51
     2514        3460.58
     2765        3464.44
     3041        3470.91
     3345        3463.47
     3679        3415.65
     4046        3366.04
     4450        3366.59
     4895        3226.32
     5384        3313.15
     5922        3202.66
     6514        3172.35
     7165        3259.73
     7881        3367.21
     8669        3044.87
     9535        2556.87
     10000       3243.35
