
 Dense Matrix/Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          18141.7
     60          13073.6
     69          10065.3
     79          10705.7
     90          12495.5
     103         13320.3
     118         14493.1
     135         13958.5
     155         13485.3
     176         13035.7
     200         10702.4
     230         9796.9
     264         9838.74
     300         9848.6
     345         9772.54
     396         9569.04
     455         9124.24
     523         8305.68
     600         7574.37
     690         6930.61
     793         6892.51
     912         6617.59
     1048        13744.5
     1200        14060.9
     1380        13904.6
     1587        13525.6
     1825        13067.1
     2100        13688
     2415        13423.5
     2777        13407.6
     3193        11918.1
     3672        13483.6
     4222        13098.7
     4855        11610.4
     5583        13325.7
     6420        12356.1
     7000        11614.5
/threads{locality#0/total}/idle-rate,1,1358.396494,[s],40,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1358.396509,[s],40,[0.01%]
/threads{locality#0/total}/time/average,1,1358.396511,[s],325488,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1358.396513,[s],325488,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1358.396515,[s],5.50352e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1358.396518,[s],5.50352e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1358.396520,[s],4.14032e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1358.396522,[s],4.14032e+06
/threads{locality#0/total}/time/average-overhead,1,1358.396524,[s],1329,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1358.396526,[s],1329,[ns]
