
 Dense Matrix/Transpose Dense Matrix Multiplication:
   Blaze [MFlop/s]:
     52          14800
     60          8591.54
     69          8581.15
     79          8677.12
     90          9520.54
     103         9403.41
     118         10385.3
     135         10540
     155         10470.6
     176         12456.1
     200         13025.8
     230         11660.1
     264         13246.1
     300         13503.3
     345         13390.4
     396         14209.6
     455         13223.7
     523         13645.9
     600         14589.6
     690         13931.3
     793         14382.9
     912         14502
     1048        14647.9
     1200        14333.7
     1380        14377.2
     1587        14239
     1825        14432.4
     2100        14584.8
     2415        14324.3
     2777        14332.5
     3193        14551
     3672        14672.6
     4222        14636.6
     4855        14486.1
     5583        14597.7
     6420        14693
     7000        14619
/threads{locality#0/total}/idle-rate,1,1190.287708,[s],49,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1190.287723,[s],49,[0.01%]
/threads{locality#0/total}/time/average,1,1190.287726,[s],253202,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average,1,1190.287727,[s],253202,[ns]
/threads{locality#0/total}/time/cumulative-overhead,1,1190.287729,[s],5.87666e+09,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/cumulative-overhead,1,1190.287731,[s],5.87666e+09,[ns]
/threads{locality#0/total}/count/cumulative,1,1190.287733,[s],4.66022e+06
/threads{locality#0/pool#default/worker-thread#0}/count/cumulative,1,1190.287734,[s],4.66022e+06
/threads{locality#0/total}/time/average-overhead,1,1190.287736,[s],1261,[ns]
/threads{locality#0/pool#default/worker-thread#0}/time/average-overhead,1,1190.287738,[s],1261,[ns]
