
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           49.0679
     2           98.134
     3           147.262
     4           145.431
     5           224.265
     6           263.653
     7           314.308
     8           355.816
     9           315.136
     10          405.299
     11          450.531
     12          493.59
     13          528.195
     14          568.746
     15          602.198
     16          533.986
     17          608.482
     18          640.765
     19          674.548
     20          710.346
     22          567.771
     24          807.832
     26          808.551
     28          872.418
     30          889.683
     33          863.456
     36          1000.52
     39          1063.07
     42          965.271
     46          1123.16
     50          1141.4
     55          1216.93
     60          1260.15
     66          1291.62
     72          1359.17
     79          1466.52
     86          1503.85
     94          1465.5
     103         1619.52
     113         1542.23
     124         1609.1
     136         1739.21
     149         1743.72
     163         1734.03
     179         1768.7
     196         1840.54
     215         1884.89
     236         1923.22
     259         1494.14
     284         1941.27
     312         1978.84
     343         1968.63
     377         2107.75
     414         2046.04
     455         2073
     500         2283.92
     550         1999.87
     605         1906.13
     665         2173.3
     731         2205.2
     804         2163.61
     884         2186.5
     972         2254.24
     1069        2184.97
     1175        2222.91
     1292        1795.73
     1421        1183.76
     1563        876.358
     1719        742.556
     1890        735.26
     2079        731.476
     2286        715.884
     2514        739.547
     2765        738.348
     3041        731.428
     3345        751.971
     3679        745.418
     4046        745.598
     4450        749.529
     4895        753.664
     5384        743.001
     5922        759.793
     6514        757.96
     7165        646.715
     7881        757.672
     8669        731.663
     9535        743.796
     10488       642.724
     11536       679.138
     12689       666.11
     13957       619.347
     15352       538.747
     16887       507.194
     18575       474.038
     20432       470.441
     22475       469.174
     24722       467.577
     27194       471.041
     29913       470.193
     32904       470.139
     36194       469.891
     39813       282.262
     43794       314.381
     48173       345.82
     52990       382.447
     58289       424.643
     64117       468.203
     70528       520.624
     77580       596.695
     85338       666.836
     93871       759.63
     103258      865.558
     113583      965.747
     124941      1113.17
     137435      1257.23
     151178      1419.86
     166295      1632.95
     182924      1799.78
     201216      1977.99
     221337      2126.23
     243470      2281.95
     267817      2459.85
     294598      2651.82
     324057      2854.94
     356462      3006.74
     392108      3176.61
     431318      3310.34
     474449      3469.59
     521893      3711.84
     574082      4078.53
     631490      4456.23
     694639      4730.46
     764102      4965.4
     840512      4885.77
     924563      4884.58
     1017019     4489.86
     1118720     4393.24
     1230592     3982.43
     1353651     2962.06
     1489016     2069.42
     1637917     1519.57
     1801708     1519.67
     1981878     1421.17
     2180065     1684.36
     2398071     1386.09
     2637878     1215.91
     2901665     1309.13
     3191831     1219.34
     3511014     1127.66
     3862115     1105.09
     4248326     1266.16
     4673158     1081.94
     5140474     1104.01
     5654521     1075.32
     6219973     1075.38
     6841970     1075.68
     7526167     1068.09
     8278784     1112.91
     9106663     1080.97
     10000000    1081.33
   N=1, steps=218632718
     Blaze       = 1        (4.45571)
   N=2, steps=212618802
     Blaze       = 1        (4.33324)
   N=3, steps=222401211
     Blaze       = 1        (4.53073)
   N=4, steps=222490164
     Blaze       = 1        (6.11949)
   N=5, steps=199685991
     Blaze       = 1        (4.45201)
   N=6, steps=199487718
     Blaze       = 1        (4.53979)
   N=7, steps=199602869
     Blaze       = 1        (4.44538)
   N=8, steps=199672958
     Blaze       = 1        (4.48935)
   N=9, steps=185685677
     Blaze       = 1        (5.30301)
   N=10, steps=167019709
     Blaze       = 1        (4.1209)
   N=11, steps=185031419
     Blaze       = 1        (4.51766)
   N=12, steps=184963208
     Blaze       = 1        (4.49677)
   N=13, steps=184573876
     Blaze       = 1        (4.54276)
   N=14, steps=183051963
     Blaze       = 1        (4.50592)
   N=15, steps=184585617
     Blaze       = 1        (4.5978)
   N=16, steps=154188254
     Blaze       = 1        (4.61999)
   N=17, steps=164770791
     Blaze       = 1        (4.60343)
   N=18, steps=164909415
     Blaze       = 1        (4.63254)
   N=19, steps=164926422
     Blaze       = 1        (4.64549)
   N=20, steps=164508468
     Blaze       = 1        (4.63178)
   N=22, steps=161362893
     Blaze       = 1        (6.25249)
   N=24, steps=145869770
     Blaze       = 1        (4.33367)
   N=26, steps=141487940
     Blaze       = 1        (4.54973)
   N=28, steps=141840725
     Blaze       = 1        (4.55234)
   N=30, steps=145501648
     Blaze       = 1        (4.9063)
   N=33, steps=127215268
     Blaze       = 1        (4.86198)
   N=36, steps=127138155
     Blaze       = 1        (4.5746)
   N=39, steps=129600884
     Blaze       = 1        (4.75458)
   N=42, steps=112304467
     Blaze       = 1        (4.88649)
   N=46, steps=116848414
     Blaze       = 1        (4.78561)
   N=50, steps=104243196
     Blaze       = 1        (4.56648)
   N=55, steps=93082873
     Blaze       = 1        (4.20693)
   N=60, steps=96934722
     Blaze       = 1        (4.61539)
   N=66, steps=87603780
     Blaze       = 1        (4.47644)
   N=72, steps=85107797
     Blaze       = 1        (4.50845)
   N=79, steps=82048992
     Blaze       = 1        (4.41989)
   N=86, steps=80060372
     Blaze       = 1        (4.57838)
   N=94, steps=73799150
     Blaze       = 1        (4.73363)
   N=103, steps=70597763
     Blaze       = 1        (4.48996)
   N=113, steps=60916142
     Blaze       = 1        (4.46335)
   N=124, steps=64003645
     Blaze       = 1        (4.93223)
   N=136, steps=53999498
     Blaze       = 1        (4.22256)
   N=149, steps=49435172
     Blaze       = 1        (4.22421)
   N=163, steps=48669127
     Blaze       = 1        (4.57494)
   N=179, steps=44921084
     Blaze       = 1        (4.54621)
   N=196, steps=40279531
     Blaze       = 1        (4.28938)
   N=215, steps=37999652
     Blaze       = 1        (4.33444)
   N=236, steps=35475805
     Blaze       = 1        (4.35327)
   N=259, steps=25019108
     Blaze       = 1        (4.33691)
   N=284, steps=32415205
     Blaze       = 1        (4.74222)
   N=312, steps=28359901
     Blaze       = 1        (4.47145)
   N=343, steps=26501779
     Blaze       = 1        (4.61748)
   N=377, steps=24309024
     Blaze       = 1        (4.348)
   N=414, steps=22086335
     Blaze       = 1        (4.469)
   N=455, steps=20836588
     Blaze       = 1        (4.5734)
   N=500, steps=19026107
     Blaze       = 1        (4.16523)
   N=550, steps=16160599
     Blaze       = 1        (4.44446)
   N=605, steps=15748987
     Blaze       = 1        (4.99869)
   N=665, steps=14010153
     Blaze       = 1        (4.28691)
   N=731, steps=12375285
     Blaze       = 1        (4.10227)
   N=804, steps=11748778
     Blaze       = 1        (4.36586)
   N=884, steps=11304702
     Blaze       = 1        (4.57047)
   N=972, steps=9742725
     Blaze       = 1        (4.20095)
   N=1069, steps=9316661
     Blaze       = 1        (4.55818)
   N=1175, steps=8861419
     Blaze       = 1        (4.68402)
   N=1292, steps=4762207
     Blaze       = 1        (3.42634)
   N=1421, steps=3700000
     Blaze       = 1        (4.44152)
   N=1563, steps=2231686
     Blaze       = 1        (3.98025)
   N=1719, steps=1913104
     Blaze       = 1        (4.42879)
   N=1890, steps=1840781
     Blaze       = 1        (4.73176)
   N=2079, steps=1654407
     Blaze       = 1        (4.70215)
   N=2286, steps=1479905
     Blaze       = 1        (4.72572)
   N=2514, steps=1366073
     Blaze       = 1        (4.6438)
   N=2765, steps=1129741
     Blaze       = 1        (4.23071)
   N=3041, steps=1153894
     Blaze       = 1        (4.79746)
   N=3345, steps=1043035
     Blaze       = 1        (4.63974)
   N=3679, steps=952641
     Blaze       = 1        (4.70175)
   N=4046, steps=850140
     Blaze       = 1        (4.6133)
   N=4450, steps=783625
     Blaze       = 1        (4.65243)
   N=4895, steps=709901
     Blaze       = 1        (4.61076)
   N=5384, steps=636188
     Blaze       = 1        (4.61)
   N=5922, steps=583996
     Blaze       = 1        (4.5518)
   N=6514, steps=533915
     Blaze       = 1        (4.58853)
   N=7165, steps=414484
     Blaze       = 1        (4.5921)
   N=7881, steps=435129
     Blaze       = 1        (4.52604)
   N=8669, steps=379087
     Blaze       = 1        (4.49156)
   N=9535, steps=350928
     Blaze       = 1        (4.49868)
   N=10488, steps=281830
     Blaze       = 1        (4.59892)
   N=11536, steps=263071
     Blaze       = 1        (4.46859)
   N=12689, steps=237066
     Blaze       = 1        (4.51597)
   N=13957, steps=190170
     Blaze       = 1        (4.28549)
   N=15352, steps=153469
     Blaze       = 1        (4.37321)
   N=16887, steps=141939
     Blaze       = 1        (4.72585)
   N=18575, steps=123904
     Blaze       = 1        (4.85513)
   N=20432, steps=109685
     Blaze       = 1        (4.76379)
   N=22475, steps=98045
     Blaze       = 1        (4.69668)
   N=24722, steps=87977
     Blaze       = 1        (4.65157)
   N=27194, steps=79231
     Blaze       = 1        (4.57414)
   N=29913, steps=72056
     Blaze       = 1        (4.5841)
   N=32904, steps=65507
     Blaze       = 1        (4.58469)
   N=36194, steps=59504
     Blaze       = 1        (4.58337)
   N=39813, steps=14789
     Blaze       = 1        (2.08599)
   N=43794, steps=14567
     Blaze       = 1        (2.02922)
   N=48173, steps=14616
     Blaze       = 1        (2.03602)
   N=52990, steps=14725
     Blaze       = 1        (2.04022)
   N=58289, steps=14832
     Blaze       = 1        (2.03593)
   N=64117, steps=14972
     Blaze       = 1        (2.05031)
   N=70528, steps=15325
     Blaze       = 1        (2.07605)
   N=77580, steps=15418
     Blaze       = 1        (2.00459)
   N=85338, steps=15878
     Blaze       = 1        (2.03198)
   N=93871, steps=16271
     Blaze       = 1        (2.01068)
   N=103258, steps=16753
     Blaze       = 1        (1.99857)
   N=113583, steps=17183
     Blaze       = 1        (2.02092)
   N=124941, steps=17452
     Blaze       = 1        (1.95879)
   N=137435, steps=18561
     Blaze       = 1        (2.02901)
   N=151178, steps=19493
     Blaze       = 1        (2.07549)
   N=166295, steps=19690
     Blaze       = 1        (2.00517)
   N=182924, steps=20357
     Blaze       = 1        (2.06902)
   N=201216, steps=19769
     Blaze       = 1        (2.01106)
   N=221337, steps=19051
     Blaze       = 1        (1.98317)
   N=243470, steps=18754
     Blaze       = 1        (2.00093)
   N=267817, steps=18311
     Blaze       = 1        (1.99362)
   N=294598, steps=17827
     Blaze       = 1        (1.98045)
