
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           48.6916
     2           97.5942
     3           145.287
     4           194.319
     5           219.565
     6           266.924
     7           310.428
     8           355.719
     9           363.912
     10          401.763
     11          448.774
     12          477.176
     13          515.406
     14          554.888
     15          603.503
     16          633.355
     17          588.298
     18          629.82
     19          670.112
     20          699.735
     22          741.332
     24          807.721
     26          813.108
     28          869.182
     30          906.29
     33          923.321
     36          1008.14
     39          1045.46
     42          1039.57
     46          1107.09
     50          1126.76
     55          1173.02
     60          1184.1
     66          1298.38
     72          1348.61
     79          1482.18
     86          1501.52
     94          1525.98
     103         1604.11
     113         1559.4
     124         1618.98
     136         1728.02
     149         1629.04
     163         1801.24
     179         1782.97
     196         1822.39
     215         1878.77
     236         1858.7
     259         1476.08
     284         1955.98
     312         1949.36
     343         1965.99
     377         1992.72
     414         2034.09
     455         1945.59
     500         2255.88
     550         2017.02
     605         2071.74
     665         2059.92
     731         2221.2
     804         2183.07
     884         2177.98
     972         2234.49
     1069        2195.1
     1175        2153.54
     1292        1991.96
     1421        1080.33
     1563        871.729
     1719        749.719
     1890        742.891
     2079        741.638
     2286        734.387
     2514        756.315
     2765        750.894
     3041        749.082
     3345        755.068
     3679        751.144
     4046        756.326
     4450        761.563
     4895        764.972
     5384        741.324
     5922        764.561
     6514        759.309
     7165        636.891
     7881        730.78
     8669        704.694
     9535        707.503
     10488       623.727
     11536       674.783
     12689       667.372
     13957       647.828
     15352       528.849
     16887       518.659
     18575       508.127
     20432       484.117
     22475       478.821
     24722       474.202
     27194       475.313
     29913       474.464
     32904       475.273
     36194       474.061
     39813       288.34
     43794       317.382
     48173       350.203
     52990       389.316
     58289       431.335
     64117       478.385
     70528       535.791
     77580       599.95
     85338       671.661
     93871       759.807
     103258      861.082
     113583      968.011
     124941      1122.51
     137435      1260.91
     151178      1414.78
     166295      1618.41
     182924      1807.02
     201216      1977.12
     221337      2128.92
     243470      2286.7
     267817      2458.33
     294598      2654.61
     324057      2853.77
     356462      3029.48
     392108      3178.04
     431318      3317.01
     474449      3472.8
     521893      3710.4
     574082      4026.92
     631490      4379.66
     694639      4717.12
